voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
3669,General Cargo,12267.0,6,AUCKLAND,0.0002455662,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.18607162, 0.24518579, 0.38100079, 0.46476236, 0.69434767]","[9.871e-05, 0.00013195, 0.00011553, 0.00011553, 0.00013992]","[1.83671e-05, 3.23528e-05, 4.40176e-05, 5.36947e-05, 9.71563e-05]"
3670,General Cargo,12267.0,7,AUCKLAND,0.0003437746,"[1.0, 1.0, 1.0, 0.999889, 0.999906, 0.999965]","[0.17187343, 0.2242932, 0.31216878, 0.53237763, 0.63598667, 0.78178607]","[0.00013195, 0.00013195, 9.871e-05, 0.00013371, 0.00013371, 0.00013371]","[2.26791e-05, 2.9596e-05, 3.08142e-05, 7.11754e-05, 8.50287e-05, 0.0001045276]"
3671,General Cargo,12267.0,7,TAURANGA,0.000259005,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999702]","[0.12831271, 0.17700143, 0.26048045, 0.34579388, 0.42584327, 0.786504]","[0.00013195, 0.00013195, 9.871e-05, 0.00013195, 0.00013195, 0.00011601]","[1.69311e-05, 2.33557e-05, 2.5712e-05, 4.56282e-05, 5.61909e-05, 9.12129e-05]"
3673,General Cargo,12303.0,7,AUCKLAND,0.0002951568,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999934]","[0.17282888, 0.24319985, 0.31452311, 0.3921654, 0.47364757, 0.78955113]","[9.871e-05, 0.00013195, 0.00013195, 9.871e-05, 0.00013195, 0.00013088]","[1.706e-05, 3.20907e-05, 4.1502e-05, 3.87107e-05, 6.24988e-05, 0.0001033287]"
3674,General Cargo,12303.0,7,AUCKLAND,0.00029954,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.13226761, 0.20923258, 0.30501869, 0.41945689, 0.59410668, 0.70461244]","[0.00011161, 0.0001114, 0.00010943, 0.00011063, 0.00013992, 0.00013992]","[1.4762e-05, 2.33086e-05, 3.33767e-05, 4.64045e-05, 8.31301e-05, 9.85926e-05]"
3675,General Cargo,12303.0,7,AUCKLAND,0.0003069299,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.19292183, 0.25510145, 0.35153651, 0.45388353, 0.59689533, 0.78269878]","[0.00010943, 0.00010943, 0.00011063, 0.00011174, 0.0001067, 0.00013371]","[2.11105e-05, 2.79145e-05, 3.88905e-05, 5.07149e-05, 6.36868e-05, 0.0001046497]"
3679,General Cargo,11736.0,6,NELSON,0.0002456454,"[1.0, 1.0, 0.999991, 0.999951, 0.999848]","[0.15759399, 0.25272762, 0.41553186, 0.50610806, 0.78194958]","[7.917e-05, 8.382e-05, 0.00014047, 0.00014047, 0.00010558]","[1.24768e-05, 2.11827e-05, 5.83701e-05, 7.10906e-05, 8.25474e-05]"
3680,General Cargo,11736.0,5,NELSON,0.0002409719,"[1.0, 0.999864, 1.0, 0.999951]","[0.33729421, 0.46752932, 0.60722198, 0.77418196]","[8.776e-05, 0.00010558, 8.776e-05, 0.00014047]","[2.96007e-05, 4.93561e-05, 5.32894e-05, 0.0001087457]"
3681,General Cargo,11736.0,7,AUCKLAND,0.0002543646,"[0.999995, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.10807941, 0.20605614, 0.2745798, 0.34682213, 0.48921115, 0.77354352]","[0.00013088, 0.00013195, 9.871e-05, 9.871e-05, 9.871e-05, 0.00013371]","[1.41452e-05, 2.71895e-05, 2.71038e-05, 3.42348e-05, 4.82901e-05, 0.0001034256]"
3685,Tanker,23451.0,7,TAURANGA,0.0002900674,"[1.0, 1.0, 1.0, 1.0, 0.999989, 0.999961]","[0.01120658, 0.04150368, 0.15945198, 0.41593095, 0.71699707, 0.91189013]","[0.00011063, 0.00011063, 0.00011553, 0.00011553, 0.00013371, 0.00013371]","[1.2398e-06, 4.5916e-06, 1.84217e-05, 4.80531e-05, 9.58674e-05, 0.0001219225]"
3686,Bulker,28210.0,6,NEW PLYMOUTH,0.0001818143,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.09514338, 0.22102292, 0.44527375, 0.58866873, 0.69291276]","[0.00012132, 0.00012132, 7.916e-05, 8.382e-05, 8.498e-05]","[1.15432e-05, 2.68155e-05, 3.52471e-05, 4.934e-05, 5.88808e-05]"
3693,Bulker,28191.0,5,TIMARU,0.0001971498,"[1.0, 1.0, 1.0, 0.999861]","[0.18149446, 0.41968139, 0.52477685, 0.85687785]","[0.00012132, 8.967e-05, 8.967e-05, 0.00010558]","[2.20198e-05, 3.76307e-05, 4.70541e-05, 9.04585e-05]"
3699,RoRo,18918.0,5,AUCKLAND,0.0003469421,"[1.0, 0.999965, 0.999913, 0.999998]","[0.41790469, 0.61620634, 0.73224323, 0.85235952]","[0.00013195, 0.00013371, 0.00013371, 0.00013088]","[5.51434e-05, 8.2389e-05, 9.78985e-05, 0.0001115555]"
3700,RoRo,18918.0,7,AUCKLAND,0.0003856815,"[0.999998, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.22425255, 0.41061842, 0.48915586, 0.56737767, 0.64887993, 0.85133731]","[0.00013088, 0.00013195, 0.00013195, 0.00013195, 9.871e-05, 0.00011601]","[2.93498e-05, 5.4182e-05, 6.45451e-05, 7.48667e-05, 6.4051e-05, 9.87476e-05]"
3701,RoRo,18918.0,7,AUCKLAND,0.0004047434,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.30766258, 0.39073765, 0.49501457, 0.57347204, 0.64519378, 0.85799655]","[0.00013195, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.05967e-05, 3.85697e-05, 6.53182e-05, 7.56708e-05, 8.51347e-05, 9.952e-05]"
3702,RoRo,18918.0,7,AUCKLAND,0.0004090459,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.34048877, 0.42948838, 0.50737888, 0.60164121, 0.67691289, 0.73853986]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.36097e-05, 4.23948e-05, 6.69497e-05, 7.93878e-05, 8.93201e-05, 9.74519e-05]"
3704,General Cargo,9023.0,6,AUCKLAND,0.0001814492,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.14241852, 0.19172907, 0.26669575, 0.35910866, 0.4347245]","[0.00013092, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[1.86454e-05, 2.34087e-05, 3.25615e-05, 4.83343e-05, 5.85119e-05]"
3710,Bulker,38190.0,6,TIMARU,0.0002185568,"[1.0, 1.0, 1.0, 1.0, 0.999993]","[0.09868532, 0.24161434, 0.52353534, 0.6101986, 0.87988203]","[0.00010536, 8.382e-05, 8.382e-05, 8.382e-05, 0.00010558]","[1.03979e-05, 2.02512e-05, 4.38808e-05, 5.11446e-05, 9.28993e-05]"
3713,Bulker,31657.0,5,AUCKLAND,0.0002517968,"[1.0, 1.0, 1.0, 1.0]","[0.27375122, 0.50001552, 0.64690415, 0.68267436]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[2.7022e-05, 4.93566e-05, 8.53604e-05, 9.00803e-05]"
3715,Bulker,31657.0,7,NEW PLYMOUTH,0.0002135399,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999975]","[0.04718222, 0.11074719, 0.24257421, 0.46387476, 0.5772476, 0.87557834]","[8.382e-05, 8.382e-05, 8.498e-05, 8.382e-05, 8.382e-05, 0.00010558]","[3.9546e-06, 9.2824e-06, 2.06129e-05, 3.88803e-05, 4.83828e-05, 9.24432e-05]"
3722,Bulker,28217.0,5,GISBORNE,0.0002460104,"[1.0, 1.0, 1.0, 1.0]","[0.19287266, 0.32246003, 0.49500407, 0.8612165]","[0.00013195, 0.00013195, 0.00013195, 0.00013088]","[2.545e-05, 4.25493e-05, 6.53168e-05, 0.0001127149]"
3723,Bulker,28217.0,5,WELLINGTON,0.0002125902,"[1.0, 1.0, 1.0, 0.999944]","[0.18616673, 0.36401823, 0.50302637, 0.87949328]","[0.00012132, 0.00012132, 0.00010536, 0.00010558]","[2.25866e-05, 4.41644e-05, 5.30012e-05, 9.28536e-05]"
3725,Bulker,28217.0,6,TAURANGA,0.0003252927,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.08946034, 0.25233322, 0.49093311, 0.72225566, 0.85268278]","[0.0001061, 0.0001061, 0.00013992, 0.00013992, 0.00013992]","[9.4918e-06, 2.67727e-05, 6.86936e-05, 0.0001010613, 0.0001193113]"
3726,Bulker,28217.0,5,NELSON,0.0002269718,"[1.0, 1.0, 1.0, 0.999848]","[0.21649545, 0.38791046, 0.54359043, 0.91303199]","[0.00012132, 0.00012132, 0.00010536, 0.00010558]","[2.62662e-05, 4.70631e-05, 5.72752e-05, 9.63853e-05]"
3740,Bulker,32573.0,7,LYTTELTON,0.0002299452,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04771997, 0.1155057, 0.25509236, 0.41246253, 0.57749866, 0.63134674]","[8.676e-05, 8.676e-05, 8.676e-05, 8.676e-05, 0.00013061, 0.00013061]","[4.14e-06, 1.00209e-05, 2.2131e-05, 3.57839e-05, 7.54277e-05, 8.24609e-05]"
3744,RoRo,18436.0,7,AUCKLAND,0.0003920834,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.21325686, 0.32742591, 0.40499312, 0.52896526, 0.68263658, 0.8693502]","[0.00011886, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[2.53486e-05, 3.62231e-05, 4.48044e-05, 7.40152e-05, 9.55176e-05, 0.0001162353]"
3746,Bulker,32573.0,5,LYTTELTON,0.0002192068,"[1.0, 1.0, 1.0, 0.999915]","[0.23757334, 0.41998295, 0.51194075, 0.90931983]","[0.00010536, 0.00010536, 0.00010536, 0.00010558]","[2.50318e-05, 4.42514e-05, 5.39405e-05, 9.59998e-05]"
3750,Bulker,32503.0,6,TIMARU,0.000179342,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.12334622, 0.27547882, 0.45853521, 0.57604111, 0.68894628]","[8.382e-05, 8.382e-05, 8.382e-05, 8.498e-05, 8.498e-05]","[1.03384e-05, 2.30896e-05, 3.84327e-05, 4.89496e-05, 5.85438e-05]"
3753,Bulker,32503.0,7,WELLINGTON,0.0002610221,"[1.0, 1.0, 1.0, 1.0, 0.999994, 0.999949]","[0.03852831, 0.09904844, 0.22136083, 0.43879434, 0.74479509, 0.87736372]","[0.00012132, 0.00012132, 0.00012132, 0.00010536, 0.00010558, 0.00010558]","[4.6744e-06, 1.2017e-05, 2.68565e-05, 4.62334e-05, 7.86366e-05, 9.26292e-05]"
3754,Bulker,32503.0,5,GISBORNE,0.0002751308,"[1.0, 1.0, 1.0, 0.999994]","[0.28370004, 0.49839289, 0.60176639, 0.87913485]","[9.871e-05, 0.00013195, 0.00013195, 0.00011601]","[2.80041e-05, 6.5764e-05, 7.94043e-05, 0.0001019854]"
3756,Bulker,32414.0,5,NEW PLYMOUTH,0.0001612533,"[1.0, 1.0, 1.0, 1.0]","[0.24325122, 0.42088589, 0.57080763, 0.68694528]","[8.288e-05, 8.288e-05, 8.382e-05, 8.498e-05]","[2.01615e-05, 3.48844e-05, 4.7843e-05, 5.83737e-05]"
3757,Bulker,32414.0,7,NEW PLYMOUTH,0.000188944,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03875288, 0.09449713, 0.24853142, 0.48891023, 0.65826363, 0.69121181]","[0.00010536, 0.00010536, 8.382e-05, 8.382e-05, 8.382e-05, 8.382e-05]","[4.0832e-06, 9.9567e-06, 2.0831e-05, 4.09787e-05, 5.51732e-05, 5.79348e-05]"
3759,Bulker,32414.0,5,TAURANGA,0.0001943964,"[1.0, 1.0, 1.0, 1.0]","[0.20622659, 0.38748747, 0.49490275, 0.6582466]","[0.00011623, 0.00011063, 0.00011063, 0.00011063]","[2.39693e-05, 4.28677e-05, 5.47511e-05, 7.28218e-05]"
3762,Bulker,32503.0,6,AUCKLAND,0.0002936582,"[1.0, 1.0, 1.0, 0.999965, 1.0]","[0.0867252, 0.19110974, 0.3758646, 0.70780221, 0.85151885]","[0.00013195, 9.871e-05, 0.00013195, 0.00013371, 0.00013992]","[1.14436e-05, 1.88645e-05, 4.95961e-05, 9.46357e-05, 0.0001191484]"
3765,General Cargo,32503.0,5,TIMARU,0.0003102528,"[1.0, 1.0, 1.0, 1.0]","[0.30356294, 0.64926498, 0.7098411, 0.72568284]","[0.00012132, 0.00013117, 0.00013117, 0.00013117]","[3.68297e-05, 8.5163e-05, 9.31086e-05, 9.51866e-05]"
3767,Bulker,32377.0,5,NEW PLYMOUTH,0.0001765261,"[1.0, 1.0, 1.0, 1.0]","[0.23548676, 0.4544559, 0.66431584, 0.69144216]","[0.00010536, 8.382e-05, 8.382e-05, 8.382e-05]","[2.4812e-05, 3.80908e-05, 5.56805e-05, 5.79541e-05]"
3773,Bulker,32480.0,5,GISBORNE,0.0002525853,"[1.0, 1.0, 1.0, 0.999998]","[0.19919407, 0.40002342, 0.5012315, 0.8939545]","[0.00011063, 0.00013195, 0.00011623, 0.00013371]","[2.20368e-05, 5.27839e-05, 5.82572e-05, 0.0001195288]"
3777,Bulker,28213.0,7,PORT CHALMERS,0.0002435315,"[1.0, 1.0, 1.0, 0.9999, 1.0, 1.0]","[0.04272843, 0.10465006, 0.21070192, 0.61843491, 0.79311303, 0.87743613]","[8.358e-05, 8.906e-05, 8.906e-05, 0.00010558, 8.776e-05, 8.776e-05]","[3.5713e-06, 9.3206e-06, 1.8766e-05, 6.52892e-05, 6.96031e-05, 7.70033e-05]"
3785,RoRo,19110.0,7,AUCKLAND,0.0003671725,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.23838664, 0.30854744, 0.3800076, 0.49224465, 0.58789921, 0.84918918]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[2.63727e-05, 3.41346e-05, 4.20402e-05, 6.88771e-05, 8.22615e-05, 0.0001135397]"
3786,RoRo,19110.0,6,AUCKLAND,0.0003973732,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.37018836, 0.45731005, 0.6060111, 0.74639058, 0.87248052]","[0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[4.09539e-05, 5.05922e-05, 8.47958e-05, 0.0001044384, 0.0001166538]"
3804,Bulker,55747.0,7,WELLINGTON,0.0002491553,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999994]","[0.03198634, 0.08934565, 0.2514046, 0.44973635, 0.5966821, 0.90581064]","[0.00010536, 0.00010536, 0.00012132, 0.00010536, 0.00010536, 0.00010558]","[3.3702e-06, 9.4139e-06, 3.05016e-05, 4.73863e-05, 6.28692e-05, 9.56369e-05]"
3806,General Cargo,24964.0,6,AUCKLAND,0.0003644688,"[1.0, 1.0, 0.998457, 0.999903, 0.999862]","[0.34091183, 0.45453402, 0.6999758, 0.80579672, 0.87915477]","[0.00011063, 0.00011063, 0.00011601, 0.00011601, 0.00011601]","[3.77151e-05, 5.02851e-05, 8.10769e-05, 9.34691e-05, 0.0001019742]"
3815,General Cargo,57949.0,5,AUCKLAND,0.0003345874,"[1.0, 1.0, 1.0, 1.0]","[0.52450161, 0.56940842, 0.60336609, 0.61372981]","[0.0001448, 0.0001448, 0.0001448, 0.0001448]","[7.59469e-05, 8.24493e-05, 8.73663e-05, 8.88669e-05]"
3819,Bulker,31669.0,7,NEW PLYMOUTH,0.0002366826,"[1.0, 1.0, 0.999995, 0.99986, 1.0, 0.999987]","[0.04013194, 0.09352298, 0.24462668, 0.49437905, 0.76081216, 0.91736891]","[8.776e-05, 8.776e-05, 0.00014047, 0.00010558, 7.567e-05, 8.814e-05]","[3.522e-06, 8.2075e-06, 3.43631e-05, 5.21904e-05, 5.75683e-05, 8.08526e-05]"
3820,Bulker,31669.0,7,TAURANGA,0.0002447604,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999999]","[0.03978253, 0.09681179, 0.21677414, 0.36296334, 0.4501641, 0.87616961]","[9.871e-05, 9.871e-05, 9.871e-05, 9.871e-05, 0.00013195, 0.00013088]","[3.9269e-06, 9.5563e-06, 2.13978e-05, 3.58281e-05, 5.94001e-05, 0.0001146719]"
3821,Bulker,31669.0,7,GISBORNE,0.0003180052,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.99999]","[0.05316142, 0.12519273, 0.27439457, 0.51157536, 0.63867872, 0.90924813]","[9.871e-05, 9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013371]","[5.2476e-06, 1.23578e-05, 2.70855e-05, 6.75034e-05, 8.4275e-05, 0.0001215728]"
3822,Bulker,31669.0,6,TAURANGA,0.0002269101,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.08686212, 0.19844749, 0.36070841, 0.50576617, 0.85539187]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00011567]","[9.6096e-06, 2.19542e-05, 3.99052e-05, 5.65121e-05, 9.89472e-05]"
3823,Bulker,31669.0,7,TAURANGA,0.0003226548,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999999]","[0.04333118, 0.10588011, 0.21709975, 0.40832301, 0.84363862, 0.88635542]","[0.00013195, 0.00013195, 0.00013195, 9.871e-05, 0.00013992, 0.00013088]","[5.7176e-06, 1.39711e-05, 2.86468e-05, 4.03056e-05, 0.0001180458, 0.000116005]"
3826,Bulker,31702.0,5,TAURANGA,0.0002657322,"[1.0, 1.0, 1.0, 0.999999]","[0.22045635, 0.41205869, 0.68993715, 0.88847798]","[0.00013195, 9.871e-05, 0.00011553, 0.00013088]","[2.90897e-05, 4.06743e-05, 7.97095e-05, 0.0001162828]"
3827,Bulker,31702.0,7,TAURANGA,0.000317463,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999999]","[0.05993559, 0.13724989, 0.29839013, 0.57074097, 0.70179072, 0.88370049]","[0.00011063, 0.00011063, 0.00011063, 0.00011553, 0.00011553, 0.00013088]","[6.6307e-06, 1.5184e-05, 3.30109e-05, 6.59386e-05, 8.1079e-05, 0.0001156575]"
3828,Bulker,31702.0,6,TAURANGA,0.0002885987,"[0.999999, 1.0, 0.999999, 1.0, 0.999948]","[0.11129515, 0.26181476, 0.43662829, 0.71411584, 0.92063918]","[0.00013088, 0.00013992, 0.00013088, 0.00010291, 0.00011601]","[1.45662e-05, 3.66343e-05, 5.71453e-05, 7.34887e-05, 0.0001067951]"
3830,General Cargo,37118.0,6,LYTTELTON,0.0003057588,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.35737322, 0.46130008, 0.54777683, 0.58084257, 0.64475726]","[0.00011797, 0.00011797, 0.00011797, 0.00011797, 0.00011797]","[4.21609e-05, 5.44217e-05, 6.46237e-05, 6.85246e-05, 7.60649e-05]"
3846,Bulker,28240.0,5,NELSON,0.0003130394,"[0.999991, 0.999993, 1.0, 0.999951]","[0.27321426, 0.4784166, 0.67339414, 0.84835264]","[0.00014047, 0.00014047, 0.00013117, 0.00014047]","[3.83786e-05, 6.72037e-05, 8.83279e-05, 0.0001191641]"
3847,Bulker,28238.0,6,GISBORNE,0.0002325406,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.09461462, 0.21421036, 0.37996022, 0.47471088, 0.84140352]","[0.00011623, 0.00011623, 0.00011623, 0.00011623, 0.00011567]","[1.09969e-05, 2.48973e-05, 4.4162e-05, 5.51747e-05, 9.73291e-05]"
3848,Bulker,28238.0,5,TAURANGA,0.0002888464,"[1.0, 1.0, 1.0, 1.0]","[0.16965097, 0.37440118, 0.74202764, 0.80942276]","[0.00013195, 0.00013195, 0.00013992, 0.00013992]","[2.23858e-05, 4.9403e-05, 0.0001038279, 0.0001132581]"
3850,RoRo,18924.0,7,AUCKLAND,0.000434991,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.30175594, 0.38110121, 0.47387337, 0.62135335, 0.73742781, 0.87485211]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[3.33833e-05, 4.21612e-05, 5.24246e-05, 8.69426e-05, 0.0001031843, 0.0001169709]"
3851,RoRo,18924.0,7,AUCKLAND,0.0004662526,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.32767409, 0.40559844, 0.51565578, 0.61177964, 0.70815295, 0.87386846]","[0.00013992, 0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[4.58497e-05, 5.67532e-05, 7.21529e-05, 8.00688e-05, 9.46777e-05, 0.0001168394]"
3872,RoRo,22585.0,7,AUCKLAND,0.0002985636,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2167439, 0.27569086, 0.41509764, 0.49064118, 0.59831155, 0.65362769]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[2.07875e-05, 2.6441e-05, 4.32494e-05, 5.96206e-05, 6.86978e-05, 7.98029e-05]"
3882,Bulker,37085.0,5,TAURANGA,0.0002151599,"[1.0, 1.0, 1.0, 1.0]","[0.24785139, 0.46644131, 0.64263606, 0.66587638]","[9.871e-05, 0.00013195, 9.871e-05, 9.871e-05]","[2.44654e-05, 6.15479e-05, 6.34347e-05, 6.57287e-05]"
3883,Bulker,37085.0,5,TAURANGA,0.0002211752,"[1.0, 1.0, 1.0, 1.0]","[0.26231079, 0.49359303, 0.62241267, 0.69629311]","[9.871e-05, 0.00013195, 9.871e-05, 9.871e-05]","[2.58927e-05, 6.51306e-05, 6.14384e-05, 6.87311e-05]"
3884,Bulker,37085.0,6,NAPIER,0.0002577657,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.13134777, 0.2915197, 0.48477168, 0.62205172, 0.69722793]","[0.00012132, 0.00010536, 0.00010536, 0.00012132, 0.00012132]","[1.59357e-05, 3.07159e-05, 5.10778e-05, 7.54702e-05, 8.4591e-05]"
3885,Bulker,37085.0,7,TAURANGA,0.0002391564,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04768261, 0.11661133, 0.26793177, 0.44237313, 0.5422052, 0.68438506]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 9.871e-05, 0.00011063]","[4.7068e-06, 1.15107e-05, 3.53542e-05, 5.83721e-05, 5.35211e-05, 7.57135e-05]"
3886,Bulker,37085.0,5,TAURANGA,0.0002627512,"[1.0, 1.0, 1.0, 1.0]","[0.3400705, 0.55738762, 0.65324948, 0.70369548]","[9.871e-05, 0.00013195, 0.00013195, 9.871e-05]","[3.35684e-05, 7.35485e-05, 8.61977e-05, 6.94618e-05]"
3889,RoRo,18418.0,7,AUCKLAND,0.0003862832,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2381868, 0.29539753, 0.4574717, 0.55115735, 0.69169752, 0.82621055]","[0.00011688, 0.00011688, 0.00011063, 0.00011063, 0.00013992, 0.00013992]","[2.78392e-05, 3.45259e-05, 5.06101e-05, 6.09745e-05, 9.67855e-05, 0.0001156072]"
3891,General Cargo,29118.0,6,TAURANGA,0.0002619332,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.25447977, 0.34805259, 0.43561503, 0.64625223, 0.68349229]","[0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00011063]","[2.81531e-05, 3.8505e-05, 4.81921e-05, 7.14949e-05, 7.56147e-05]"
3894,Bulker,29078.0,6,TIMARU,0.000169673,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.08774826, 0.19753632, 0.33034739, 0.45313296, 0.83340477]","[8.967e-05, 8.967e-05, 9.156e-05, 8.967e-05, 8.787e-05]","[7.868e-06, 1.77121e-05, 3.02458e-05, 4.06302e-05, 7.32273e-05]"
