imo,mmsi,vessel_name,vessel_type_raw,nbic_type_group,n_voyages,DWT,Gross_Tonnage,Ship_Type,Flag,Status
1014618,352003856,BIRD OF PARADISE,Bulk Carrier,Bulker,1,40259,24595,Bulk Carrier,,ok
8706789,311001067,ICE GLACIER,Reefer,Reefer,2,14933,12348,Refrigerated Cargo Ship,,ok
8802090,311000992,BALTIC SUMMER,Reefer,Reefer,2,12350,10842,Refrigerated Cargo Ship,,ok
8819926,311062400,DITLEV REEFER,Cargo,General Cargo,1,16950,14406,Refrigerated Cargo Ship,,ok
8819938,311062300,IVAR REEFER,Reefer,Reefer,1,16950,14406,Refrigerated Cargo Ship,,ok
8909070,311001003,BALTIC SPRING,Reefer,Reefer,2,12942,10842,Refrigerated Cargo Ship,,ok
9007489,309193000,JORGEN REEFER,Cargo,General Cargo,1,16950,14406,Refrigerated Cargo Ship,,ok
9008732,309841000,BALTIC PEARL,Reefer,Reefer,1,10713,10412,Refrigerated Cargo Ship,,ok
9015199,308122000,NEDERLAND STREAM,Cargo - Fish carrier,General Cargo,1,13958,13049,Refrigerated Cargo Ship,,ok
9016674,311000972,BALTIC PERFORMER,Cargo - Fish carrier,General Cargo,1,10603,10381,Refrigerated Cargo Ship,,ok
9038488,311001000,BALTIC  PATRIOT,Reefer,Reefer,1,10621,10402,Refrigerated Cargo Ship,,ok
9070450,566441000,TURANDOT,Vehicle Carrier,RoRo,7,22815,55598,Vehicles Carrier,,ok
9074913,353518000,DAREEN,Livestock Carrier,General Cargo,2,7285,12959,Livestock Carrier,,ok
9074925,538004024,SALEH,Livestock Carrier,General Cargo,1,7285,12665,Livestock Carrier,,ok
9075709,257713000,HOEGH TRIDENT,Vehicle Carrier,RoRo,1,21423,56164,Vehicles Carrier,,ok
9075711,257714000,HOEGH TROOPER,Vehicle Carrier,RoRo,1,21414,56164,Vehicles Carrier,,ok
9077070,309759000,GREBE ARROW,Bulk Carrier,Bulker,4,55777,36008,General Cargo Ship,,ok
9077082,309764000,KITE ARROW,Bulk Carrier,Bulker,5,55531,36008,General Cargo Ship,,ok
9082934,564362000,DON JUAN,Vehicle Carrier,RoRo,8,22514,55598,Vehicles Carrier,,ok
9105035,309601000,MANDARIN ARROW,General Cargo,General Cargo,1,55770,35998,General Cargo Ship,,ok
9120865,219324000,SALLY MAERSK,Container Ship,Container,6,110387,92198,Container Ship,,ok
9123166,371602000,MSC ALABAMA III,Container Ship,Container,9,52180,37518,Container Ship,,ok
9126704,577603000,ATLAS WIND,General Cargo,General Cargo,2,5351,4150,General Cargo Ship,,ok
9128049,311000782,CROWN GARNET,Cargo - Fish carrier,General Cargo,2,10334,10519,Refrigerated Cargo Ship,,ok
9128051,311000791,CROWN JADE,Cargo - Fish carrier,General Cargo,1,10342,10519,Refrigerated Cargo Ship,,ok
9128063,311000801,CROWN OPAL,Reefer,Reefer,1,10316,10519,Refrigerated Cargo Ship,,ok
9139505,355738000,MSC REBECCA III,Container Ship,Container,6,52532,37968,Container Ship,,ok
9141704,304128000,PAPA MAU,General Cargo,General Cargo,9,5642,5025,General Cargo Ship,,ok
9143099,311000724,BALTIC PURPLE,Reefer,Reefer,2,10432,11438,Refrigerated Cargo Ship,,ok
9143740,309785000,MV DISCOVERY BAY,Reefer,Reefer,4,10100,8924,Refrigerated Cargo Ship,,ok
9144407,309823000,PLOVER ARROW,Bulk Carrier,Bulker,5,55458,36008,General Cargo Ship,,ok
9146467,219145000,SVENDBORG MAERSK,Container Ship,Container,2,110387,92198,Container Ship,,ok
9149859,351645000,ADVANCE,Container Ship,Container,1,24830,21611,Container Ship,,ok
9150341,431339000,PEGASUS ACE,Vehicle Carrier,RoRo,3,14348,36893,Vehicles Carrier,,ok
9150406,538009951,BIG LILLY,Container Ship,Container,2,23075,16803,Container Ship,,ok
9151814,309927000,PENGUIN ARROW,General Cargo,General Cargo,1,51800,36008,General Cargo Ship,,ok
9151826,309996000,WEAVER ARROW,Bulk Carrier,Bulker,5,55402,36008,General Cargo Ship,,ok
9156565,636010682,STOLT KIKYO,Tanker,Tanker,1,11545,6426,Chemical/Oil Products Tanker,,ok
9159103,311000796,CROWN RUBY,Reefer,Reefer,2,10338,10519,Refrigerated Cargo Ship,,ok
9159115,311000855,CROWN SAPPHIRE,Cargo - Fish carrier,General Cargo,1,10334,10519,Refrigerated Cargo Ship,,ok
9160724,311001027,BALTIC LORD,Reefer,Reefer,2,12912,11443,Refrigerated Cargo Ship,,ok
9166792,219821000,SKAGEN MAERSK,Container Ship,Container,4,110387,92198,Container Ship,,ok
9167796,372645000,ORIENTAL IRIS,Reefer,Reefer,1,10936,9305,Refrigerated Cargo Ship,,ok
9169316,357247000,GRAND CHOICE,Vehicle Carrier,RoRo,2,16669,50309,Vehicles Carrier,,ok
9171280,258882000,HOEGH TRADER,Vehicle Carrier,RoRo,2,27100,68060,Vehicles Carrier,,ok
9172959,311001084,COOL  ROYAL,Reefer,Reefer,1,12906,11382,Refrigerated Cargo Ship,,ok
9176395,257712000,HOEGH TRANSPORTER,Vehicle Carrier,RoRo,1,16747,57757,Vehicles Carrier,,ok
9181132,311000795,WILD COSMOS,Cargo - Fish carrier,General Cargo,1,10097,9859,Refrigerated Cargo Ship,,ok
9181168,311000834,WILD LOTUS,Cargo - Fish carrier,General Cargo,1,10139,9860,Refrigerated Cargo Ship,,ok
9181479,357802000,GRAND QUEST,Vehicle Carrier,RoRo,3,16702,50309,Vehicles Carrier,,ok
9182356,351757000,COMET ACE,Vehicle Carrier,RoRo,2,14283,36615,Vehicles Carrier,,ok
9182966,257532000,STAR ISMENE,General Cargo,General Cargo,1,46428,32628,General Cargo Ship,,ok
9184225,304586000,OLOMANA,Container Ship,Container,22,8252,6264,General Cargo Ship,,ok
9184249,304984000,LILOA II,General Cargo,General Cargo,34,8378,6264,General Cargo Ship,,ok
9188934,563121800,CAPITAINE MAGELLAN,General Cargo,General Cargo,10,9793,7775,General Cargo Ship,,ok
9191307,257565000,TAMESIS,Cargo,General Cargo,1,39516,67140,Vehicles Carrier,,ok
9191319,257613000,TALISMAN,Ro-Ro Cargo,RoRo,2,38500,67140,Vehicles Carrier,,ok
9191321,257672000,TARAGO,Cargo,General Cargo,1,39516,67140,Vehicles Carrier,,ok
9191474,311000804,WILD PEONY,Cargo - Fish carrier,General Cargo,2,10110,9859,Refrigerated Cargo Ship,,ok
9191498,311000788,CROWN TOPAZ,Reefer,Reefer,2,10318,10527,Refrigerated Cargo Ship,,ok
9191876,257711000,HOEGH ASIA,Vehicle Carrier,RoRo,3,27564,68060,Vehicles Carrier,,ok
9192454,477642900,NICOLAI MAERSK,Container Ship,Container,1,30420,27733,Container Ship,,ok
9193276,565253000,GRASMERE MAERSK,Container Ship,Container,6,62007,50698,Container Ship,,ok
9198575,219840000,CLIFFORD MAERSK,Container Ship,Container,1,110387,92198,Container Ship,,ok
9198587,563084500,CORNELIUS MAERSK,Cargo - Hazard A,General Cargo,2,110387,93129,Container Ship,,ok
9206059,311000776,SOUTHAMPTON STAR,Reefer,Reefer,3,9709,10804,Refrigerated Cargo Ship,,ok
9206061,311000784,SOLENT STAR,Reefer,Reefer,5,9709,10804,Refrigerated Cargo Ship,,ok
9207120,357961000,BRAVERY ACE,Vehicle Carrier,RoRo,2,17686,52276,Vehicles Carrier,,ok
9207388,351340000,PALMELA,Vehicle Carrier,RoRo,6,20581,55926,Vehicles Carrier,,ok
9209271,352283000,FRONTIER ACE,Vehicle Carrier,RoRo,4,17693,52308,Vehicles Carrier,,ok
9209506,352062000,TRIUMPH ACE,Cargo,General Cargo,1,20131,56545,Vehicles Carrier,,ok
9209518,431221000,MERIDIAN ACE,Vehicle Carrier,RoRo,1,20144,56175,Vehicles Carrier,,ok
9210000,636016327,FUJITRANS WORLD,Vehicle Carrier,RoRo,4,9653,27286,Vehicles Carrier,,ok
9210050,636015031,MSC STAR R,Container Ship,Container,9,51372,37113,Container Ship,,ok
9213454,355745000,PRESTIGE ACE,Cargo,General Cargo,1,20202,55878,Vehicles Carrier,,ok
9214898,563084700,A.P. MOLLER,Cargo - Hazard A,General Cargo,3,110387,92198,Container Ship,,ok
9214903,219031418,CAROLINE MAERSK,Container Ship,Container,2,118944,92198,Container Ship,,ok
9218662,563726000,APL SCOTLAND,Container Ship,Container,4,69653,65792,Container Ship,,ok
9219795,563084300,CARSTEN MAERSK,Container Ship,Container,3,119185,93129,Container Ship,,ok
9219800,563084400,CHASTINE MAERSK,Container Ship,Container,4,110387,92198,Container Ship,,ok
9220316,255805580,JPO AQUARIUS,Container Ship,Container,1,33937,25361,Container Ship,,ok
9221085,235068051,COSCO HAMBURG,Container Ship,Container,1,69193,65531,Container Ship,,ok
9222986,636020770,GSL TEGEA,Container Ship,Container,1,71621,66058,Container Ship,,ok
9224324,538005687,SFT SAUDI,Container Ship,Container,8,50985,39941,Container Ship,,ok
9227613,356948000,TRANS FUTURE 3,Vehicle Carrier,RoRo,6,9491,25157,Vehicles Carrier,,ok
9229398,355234000,NEW CENTURY 1,Vehicle Carrier,RoRo,4,16837,52863,Vehicles Carrier,,ok
9229403,636017294,NEW CENTURY 2,Vehicle Carrier,RoRo,7,16837,52863,Vehicles Carrier,,ok
9230787,563007700,PFL MATAI,Container Ship,Container,19,22968,16803,Container Ship,,ok
9232852,563066400,OCEAN DROVER,Livestock Carrier,General Cargo,1,13462,29812,Livestock Carrier,,ok
9232979,338566000,KAMOKUIKI,Container Ship,Container,1,8244,6368,Container Ship,,ok
9235402,636016943,MSC RADIANT III,Container Ship,Container,1,33836,25713,Container Ship,,ok
9235543,563076200,MAERSK GATESHEAD,Container Ship,Container,1,61609,50686,Container Ship,,ok
9235579,563077400,MAERSK GARONNE,Container Ship,Container,5,61636,50686,Container Ship,,ok
9236066,356347000,KEN GOH,Bulk Carrier,Bulker,5,31939,19707,General Cargo Ship,,ok
9236585,636020440,MSC KANU F,Container Ship,Container,1,18409,14241,Container Ship,,ok
9238789,636016940,MSC MANU,Container Ship,Container,7,53327,39941,Container Ship,,ok
9240873,636019443,MSC RESILIENT III,Container Ship,Container,4,38004,27093,Container Ship,,ok
9241463,352898692,MSC CORCOVADO III,Container Ship,Container,2,36307,25407,Container Ship,,ok
9245744,220059000,CHARLOTTE MAERSK,Container Ship,Container,4,109657,92198,Container Ship,,ok
9246401,235068031,COSCO FELIXSTOWE,Container Ship,Container,13,69107,65531,Container Ship,,ok
9250701,538009418,BLUE EVERTON,Cargo,General Cargo,1,32474,19872,Bulk Carrier,,ok
9251078,477473000,GOLD RIVER,Bulk Carrier,Bulker,5,32537,19872,Bulk Carrier,,ok
9251614,220198000,OLGA MAERSK,Container Ship,Container,10,41028,34202,Container Ship,,ok
9251626,220207000,OLUF MAERSK,Container Ship,Container,7,41028,34202,Container Ship,,ok
9251638,220216000,OLIVIA MAERSK,Container Ship,Container,8,41028,34202,Container Ship,,ok
9252204,431312000,MORNING CREST,Vehicle Carrier,RoRo,1,19879,56563,Vehicles Carrier,,ok
9252228,431349000,SPLENDID ACE,Vehicle Carrier,RoRo,2,19893,56556,Vehicles Carrier,,ok
9253014,636021150,MSC CORDELIA III,Container Ship,Container,4,39422,28596,Container Ship,,ok
9254628,311000979,MAREEBA,Bulk Carrier,Bulker,2,46673,26195,Bulk Carrier,,ok
9254654,257329000,MV STAR JAPAN,General Cargo,General Cargo,2,44837,32844,General Cargo Ship,,ok
9259393,636021154,MSC SOTIRIA III,Container Ship,Container,5,40208,28676,Container Ship,,ok
9263332,372972000,MSC BANU III,Container Ship,Container,5,48015,36082,Container Ship,,ok
9263344,351285000,MSC ASTRID III,Container Ship,Container,1,48015,36082,Container Ship,,ok
9264207,565760000,CAPITAINE WALLIS,Container Ship,Container,11,5923,5244,Container Ship,,ok
9267077,477280800,TIMARU STAR,Bulk Carrier,Bulker,2,33527,19779,Bulk Carrier,,ok
9267089,477440700,COOK STRAIT,Bulk Carrier,Bulker,4,31894,19779,Bulk Carrier,,ok
9267675,351780000,MARTORELL,Vehicle Carrier,RoRo,1,19531,57789,Vehicles Carrier,,ok
9267687,353514000,PROGRESS ACE,Vehicle Carrier,RoRo,1,19512,57789,Vehicles Carrier,,ok
9267699,431695000,PROMINENT ACE,Vehicle Carrier,RoRo,1,19550,57806,Vehicles Carrier,,ok
9267742,636092313,KOGA REVOLUTION,General Cargo,General Cargo,1,10581,8963,General Cargo Ship,,ok
9268083,538005972,AUCKLAND SPIRIT,General Cargo,General Cargo,1,31646,19883,General Cargo Ship,,ok
9268928,477271600,OTAGO HARBOUR,Bulk Carrier,Bulker,1,33745,19829,Bulk Carrier,,ok
9270452,413054000,XIN QING DAO,Container Ship,Container,1,69423,66433,Container Ship,,ok
9270907,355170000,ACHILLES BULKER,Bulk Carrier,Bulker,4,32729,19891,Bulk Carrier,,ok
9272230,636023004,CHIPOLBROK SUN,General Cargo,General Cargo,1,30435,24167,General Cargo Ship,,ok
9272773,538005973,ADMIRALTY  SPIRIT,General Cargo,General Cargo,1,32263,19883,General Cargo Ship,,ok
9274551,477789000,SUN RUBY,Bulk Carrier,Bulker,2,32754,19887,Bulk Carrier,,ok
9276731,477250500,CHERRY POINT,Bulk Carrier,Bulker,4,29738,17979,Bulk Carrier,,ok
9278117,636013437,DERBY D,Container Ship,Container,1,50814,40030,Container Ship,,ok
9278143,357067000,MSC ELENI,Container Ship,Container,4,72976,54881,Container Ship,,ok
9282962,538005938,TIANJIN BRIDGE,Container Ship,Container,3,66983,54592,Container Ship,,ok
9283966,304726000,BBC WISCONSIN,General Cargo,General Cargo,1,12672,9611,General Cargo Ship,,ok
9285483,257408000,HOEGH TOKYO,Vehicle Carrier,RoRo,3,27100,68871,Vehicles Carrier,,ok
9286944,477905000,KAITI HILL,Bulk Carrier,Bulker,1,29727,18020,Bulk Carrier,,ok
9290098,229955000,CMA CGM SEATTLE,Container Ship,Container,11,51850,39941,Container Ship,,ok
9290426,352001168,MSC SANTA MARIA,Container Ship,Container,2,67273,54809,Container Ship,,ok
9290452,563102800,SHINA,Container Ship,Container,1,77159,53807,Container Ship,,ok
9293521,431082000,MIRACULOUS ACE,Vehicle Carrier,RoRo,1,19381,59160,Vehicles Carrier,,ok
9293571,431205000,EMINENT ACE,Vehicle Carrier,RoRo,1,18947,58595,Vehicles Carrier,,ok
9293650,431554000,LIBERTY ACE,Vehicle Carrier,RoRo,3,19106,59992,Vehicles Carrier,,ok
9293894,431585000,FIRMAMENT ACE,Vehicle Carrier,RoRo,1,17713,60169,Vehicles Carrier,,ok
9294159,538007938,CAPTAIN THANASIS I,Container Ship,Container,5,39383,28592,Container Ship,,ok
9294537,636092863,AS PENELOPE,Container Ship,Container,1,34740,26611,Container Ship,,ok
9294824,636015181,MSC DURBAN IV,Container Ship,Container,7,52683,42382,Container Ship,,ok
9295830,257560000,HOEGH NEW YORK,Vehicle Carrier,RoRo,2,21099,57280,Vehicles Carrier,,ok
9295842,311019100,HOEGH BERLIN,Vehicle Carrier,RoRo,3,27178,68871,Vehicles Carrier,,ok
9297527,441548000,ANTWERP BRIDGE,Container Ship,Container,2,66583,54592,Container Ship,,ok
9297840,636090862,JPO LIBRA,Container Ship,Container,1,52786,41359,Container Ship,,ok
9300178,477133800,HAINAN ISLAND,Bulk Carrier,Bulker,1,32573,19885,Bulk Carrier,,ok
9300219,538009419,BLUE ALEXANDRA,Bulk Carrier,Bulker,2,32545,19889,Bulk Carrier,,ok
9301847,477690600,SEASPAN RIO DE JANEI,Container Ship,Container,3,50500,39941,Container Ship,,ok
9303041,564415000,THOR MAGNHILD,Bulk Carrier,Bulker,1,56023,31247,Bulk Carrier,,ok
9303156,371820000,DREAM ANGEL,Ro-Ro Cargo,RoRo,12,15089,41662,Vehicles Carrier,,ok
9303390,636022083,ST THERESA,Bulk Carrier,Bulker,1,32610,19885,Bulk Carrier,,ok
9304502,355615000,POSITIVE STAR,Vehicle Carrier,RoRo,2,15128,43810,Vehicles Carrier,,ok
9304514,352824000,POSITIVE PIONEER,Vehicle Carrier,RoRo,1,15128,43810,Vehicles Carrier,,ok
9307267,370437000,MSC CORINNA,Container Ship,Container,11,38420,27469,Container Ship,,ok
9310006,352573000,KEN REI,Bulk Carrier,Bulker,2,31866,19781,Bulk Carrier,,ok
9310513,258734000,STAR JAVA,Container Ship,Container,1,44692,32679,General Cargo Ship,,ok
9310616,477013600,UNI AUC ONE,Bulk Carrier,Bulker,1,28709,17663,Bulk Carrier,,ok
9310745,356928000,ND KATHRYN DN,Bulk Carrier,Bulker,1,32728,19885,Bulk Carrier,,ok
9311139,372828000,GLORIOUS PEONY,Wood-Chip Carrier,Bulker,1,49710,40537,Wood Chips Carrier,,ok
9311426,477125800,CORIO BAY,Bulk Carrier,Bulker,1,33529,19796,Bulk Carrier,,ok
9312482,258758000,HOEGH SHANGHAI,Vehicle Carrier,RoRo,2,27178,68871,Vehicles Carrier,,ok
9314765,563206600,STOLT RINDO,Tanker,Tanker,1,11519,6944,Chemical/Oil Products Tanker,,ok
9314961,636090967,MONACO,Container Ship,Container,1,39418,28927,Container Ship,,ok
9315836,636021031,MSC VAIGA III,Container Ship,Container,7,39275,28927,Container Ship,,ok
9315886,636021991,MSC NIMISHA III,Container Ship,Container,4,39200,28927,Container Ship,,ok
9316373,636018603,MSC TANIA,Container Ship,Container,8,38975,32200,Container Ship,,ok
9317250,477938600,THERESA MICRONESIA,Tanker - Hazard D,Tanker,1,9091,5489,Chemical/Oil Products Tanker,,ok
9317482,477700500,ASTORIA BAY,Bulk Carrier,Bulker,1,46619,26479,Bulk Carrier,,ok
9318319,477849400,MAERSK MAKUTU,Container Ship,Container,4,65364,50686,Container Ship,,ok
9318474,258720000,HOEGH BANGKOK,Vehicle Carrier,RoRo,1,16889,55775,Vehicles Carrier,,ok
9318503,309955000,ISTRA ACE,Vehicle Carrier,RoRo,4,12200,41000,Vehicles Carrier,,ok
9319765,249757000,TORTUGAS,Vehicle Carrier,RoRo,1,22271,61321,Vehicles Carrier,,ok
9321885,371008000,VICTOIRE,Tanker,Tanker,2,3854,3759,LPG Tanker,,ok
9321897,255806458,MSC NADIA IV,Container Ship,Container,2,46269,38332,Container Ship,,ok
9322463,229705000,CMA CGM MARLIN,Container Ship,Container,2,68038,54152,Container Ship,,ok
9324978,210722000,CONTSHIP ONO,Container Ship,Container,1,13803,9957,Container Ship,,ok
9325104,477250400,TAMPA BAY,Bulk Carrier,Bulker,2,29671,17979,Bulk Carrier,,ok
9325180,636015994,CSAV RIO NEVADO,Vehicle Carrier,RoRo,5,12221,46800,Vehicles Carrier,,ok
9325221,372399000,GRAND RUBY,Cargo,General Cargo,1,18117,59217,Vehicles Carrier,,ok
9326079,371522000,TRANS FUTURE 5,Vehicle Carrier,RoRo,15,14906,60414,Vehicles Carrier,,ok
9326081,371797000,TRANS FUTURE 6,Vehicle Carrier,RoRo,14,14906,60401,Vehicles Carrier,,ok
9326093,636017295,TRANS FUTURE 7,Vehicle Carrier,RoRo,14,14906,60401,Vehicles Carrier,,ok
9326201,371352000,MAEA,Tanker,Tanker,2,3854,3759,LPG Tanker,,ok
9326316,477968700,ORIENTAL SPIRIT,Bulk Carrier,Bulker,2,18849,11751,Bulk Carrier,,ok
9326328,477007200,SHANGHAI SPIRIT,Bulk Carrier,Bulker,3,18828,11751,Bulk Carrier,,ok
9328601,413170000,XIN ZHANG ZHOU,Container Ship,Container,17,52216,41482,Container Ship,,ok
9329540,477007100,OOCL BUSAN,Container Ship,Container,18,50567,40168,Container Ship,,ok
9331220,564411000,THOR MONADIC,Bulk Carrier,Bulker,1,56026,31247,Bulk Carrier,,ok
9331907,477407100,COLUMBIA RIVER,Bulk Carrier,Bulker,1,55922,31304,Bulk Carrier,,ok
9332937,266261000,FIDELIO,Vehicle Carrier,RoRo,2,30137,71583,Vehicles Carrier,,ok
9334246,370552000,DREAM JASMINE,Ro-Ro Cargo,RoRo,11,15068,41662,Vehicles Carrier,,ok
9336074,440204000,MORNING COMPOSER,Vehicle Carrier,RoRo,2,21053,57542,Vehicles Carrier,,ok
9336763,371977000,ALPHA BULKER,Bulk Carrier,Bulker,2,32741,19885,Bulk Carrier,,ok
9336787,565080000,IVS KINGBIRD,Bulk Carrier,Bulker,1,32561,19885,Bulk Carrier,,ok
9336799,477999700,MOUNT RAINIER,Bulk Carrier,Bulker,4,32816,19887,Bulk Carrier,,ok
9338541,477969800,LONGVIEW LOGGER,Bulk Carrier,Bulker,1,33527,19822,Bulk Carrier,,ok
9338577,371050000,TAOKAS WISDOM,Bulk Carrier,Bulker,1,31943,19822,Bulk Carrier,,ok
9338589,538006870,LADY LAURA,Bulk Carrier,Bulker,1,31945,19822,General Cargo Ship,,ok
9338620,431839000,SWALLOW ACE,Vehicle Carrier,RoRo,1,18864,58599,Vehicles Carrier,,ok
9338826,309369000,SWAN ACE,Vehicle Carrier,RoRo,2,18867,58685,Vehicles Carrier,,ok
9338838,311004900,SWIFT ACE,Vehicle Carrier,RoRo,1,18865,58685,Vehicles Carrier,,ok
9338840,311013600,SUNRISE ACE,Vehicle Carrier,RoRo,2,18864,58685,Vehicles Carrier,,ok
9338852,311015100,SUNSHINE ACE,Vehicle Carrier,RoRo,1,18858,58917,Vehicles Carrier,,ok
9338864,354423000,SUNLIGHT ACE,Vehicle Carrier,RoRo,2,18855,58911,Vehicles Carrier,,ok
9340570,372613000,GRAND CHAMPION,Ro-Ro Cargo,RoRo,1,18262,59217,Vehicles Carrier,,ok
9341110,249014000,DELOS WAVE,Container Ship,Container,1,39357,28616,Container Ship,,ok
9341122,636021400,MSC ALDI III,Container Ship,Container,1,39337,29021,Container Ship,,ok
9342205,258981000,HOEGH LONDON,Vehicle Carrier,RoRo,1,27100,68871,Vehicles Carrier,,ok
9342695,255806116,AS CALIFORNIA,Container Ship,Container,8,39446,28340,Container Ship,,ok
9344045,431178000,WORLD SWAN II,Wood-Chip Carrier,Bulker,1,49603,39965,Wood Chips Carrier,,ok
9344057,431495000,CHUETSU SPIRIT,Wood-Chip Carrier,Bulker,2,49574,39967,Wood Chips Carrier,,ok
9344071,355702000,SOUTHERN STAR,Wood-Chip Carrier,Bulker,1,49470,39969,Wood Chips Carrier,,ok
9344083,431261000,FLORA PIONEER,Wood-Chip Carrier,Bulker,2,49359,40068,Wood Chips Carrier,,ok
9344136,477936300,CSC PROGRESS,Tanker,Tanker,1,45791,29593,Oil Products Tanker,,ok
9344148,477985100,CSC PEACE,Tanker,Tanker,2,45886,29593,Oil Products Tanker,,ok
9344150,477985200,CSC FRIENDSHIP,Tanker,Tanker,1,45800,29593,Oil Products Tanker,,ok
9344954,563122100,MAERSK VALENCIA,Container Ship,Container,1,23482,18327,Container Ship,,ok
9345996,636093250,A-REX DEXTERITY,Container Ship,Container,3,48109,36007,Container Ship,,ok
9347281,255805847,ESL WINNER,Container Ship,Container,1,28170,22914,Container Ship,,ok
9348089,563050200,MAERSK RIO BLANCO,Container Ship,Container,3,80115,73899,Container Ship,,ok
9348091,563050300,MAERSK RIO BRAVO,Container Ship,Container,6,80225,73899,Container Ship,,ok
9348106,563051600,MAERSK RIO ALFA,Container Ship,Container,5,80293,73899,Container Ship,,ok
9348156,566781000,MAERSK INVERNESS,Container Ship,Container,7,41350,35491,Container Ship,,ok
9348170,566779000,MAERSK INNOSHIMA,Container Ship,Container,4,41337,35491,Container Ship,,ok
9348467,636091385,NORTHERN GUILD,Container Ship,Container,12,53870,41835,Container Ship,,ok
9348493,372818000,GAUJA,Cargo,General Cargo,1,20643,15487,Container Ship,,ok
9348687,636020257,SEATTLE EZCMX#[)3X,Container Ship,Container,9,68411,54675,Container Ship,,ok
9349801,636091473,MATSON WAIKIKI,Container Ship,Container,5,63352,50963,Container Ship,,ok
9351036,565944000,KOTA LAMBANG,Container Ship,Container,7,53278,39906,Container Ship,,ok
9352004,477891700,MAERSK STEPNICA,Container Ship,Container,1,107978,92293,Container Ship,,ok
9352016,219229000,MAERSK SALALAH,Container Ship,Container,2,107978,92293,Container Ship,,ok
9352028,219231000,MAERSK SAVANNAH,Container Ship,Container,2,107978,92293,Container Ship,,ok
9352030,477770300,MAERSK SALINA,Container Ship,Container,2,107978,92293,Container Ship,,ok
9354533,563060800,CAPITAINE TASMAN,Container Ship,Container,18,22708,16803,Container Ship,,ok
9355032,357993000,LADY ROSE,Reefer,Reefer,1,10630,9576,Refrigerated Cargo Ship,,ok
9355044,357919000,LADY ROSEHIP,Reefer,Reefer,3,10617,9576,Refrigerated Cargo Ship,,ok
9355185,636015949,PRIMROSE ACE,Vehicle Carrier,RoRo,2,17339,59952,Vehicles Carrier,,ok
9355197,636016420,WISTERIA ACE,Cargo,General Cargo,1,17325,59952,Vehicles Carrier,,ok
9355288,477178900,MAERSK BINTAN,Container Ship,Container,1,43097,35835,Container Ship,,ok
9355355,477211100,MAERSK BAYETE,Container Ship,Container,9,43197,35819,Container Ship,,ok
9357949,563052100,MONTE TAMARO,Container Ship,Container,1,71587,69132,Container Ship,,ok
9357951,563052200,MAERSK RIO DELTA,Container Ship,Container,4,80454,73899,Container Ship,,ok
9357963,563052900,MAERSK RIO INDIA,Container Ship,Container,7,80398,73899,Container Ship,,ok
9357975,563052300,MAERSK RIO NEGRO,Container Ship,Container,5,80409,73899,Container Ship,,ok
9358022,636021429,PACIFIC ENDEAVOUR,General Cargo,General Cargo,3,12746,9611,General Cargo Ship,,ok
9360271,255799000,MSC CAPE III,Container Ship,Container,6,38666,28007,Container Ship,,ok
9360324,477163800,SEAWAYS TITAN,Tanker,Tanker,1,49999,29305,Chemical/Oil Products Tanker,,ok
9360752,232013516,SPIRIT OF AUCKLAND,Container Ship,Container,10,53124,41483,Container Ship,,ok
9361809,308808000,LAPIS ARROW,Vehicle Carrier,RoRo,1,12105,41000,Vehicles Carrier,,ok
9362308,563677000,KOTA NALURI,Container Ship,Container,1,25985,20902,Container Ship,,ok
9362396,232013524,SPIRIT OF SINGAPORE,Container Ship,Container,5,53093,41483,Container Ship,,ok
9362401,563148200,MAERSK WILLEMSTADT,Container Ship,Container,10,53160,41483,Container Ship,,ok
9362413,232013521,SPIRIT OF MELBOURNE,Container Ship,Container,11,53176,41483,Container Ship,,ok
9363948,353332000,LAVENDER ACE,Vehicle Carrier,RoRo,1,17262,60065,Vehicles Carrier,,ok
9363950,636017062,CLOVER ACE,Cargo,General Cargo,1,17280,60065,Vehicles Carrier,,ok
9367621,477829600,PORT ANGELES,Bulk Carrier,Bulker,2,28448,16951,Bulk Carrier,,ok
9367839,229914000,CMA CGM QUELIMANE,Container Ship,Container,1,34325,26638,Container Ship,,ok
9369095,305315000,BBC CHALLENGER,General Cargo,General Cargo,1,11121,7878,General Cargo Ship,,ok
9370824,370768000,SENDAI SPIRIT,Wood-Chip Carrier,Bulker,3,49520,39895,Wood Chips Carrier,,ok
9372315,372610000,LUNA SPIRIT,Vehicle Carrier,RoRo,3,15261,43810,Vehicles Carrier,,ok
9372327,372945000,ANDROMEDA SPIRIT,Vehicle Carrier,RoRo,3,15261,43810,Vehicles Carrier,,ok
9374571,636018729,MSC EXPRESS III,Container Ship,Container,3,40278,28332,Container Ship,,ok
9377509,266283000,OBERON,Vehicle Carrier,RoRo,1,30134,71673,Vehicles Carrier,,ok
9377511,259805000,TIJUCA,Vehicle Carrier,RoRo,2,30089,71668,Vehicles Carrier,,ok
9377523,259895000,TIRRANNA,Vehicle Carrier,RoRo,2,30089,71659,Vehicles Carrier,,ok
9377975,477071800,PORT PHILLIP,General Cargo,General Cargo,1,33354,20987,Bulk Carrier,,ok
9377987,477114300,DIAMOND HARBOUR,General Cargo,General Cargo,1,33376,20987,Bulk Carrier,,ok
9377999,477143900,SANTIAGO BASIN,General Cargo,General Cargo,2,33443,20987,Bulk Carrier,,ok
