imo,mmsi,vessel_name,vessel_type_raw,nbic_type_group,n_voyages,DWT,Gross_Tonnage,Ship_Type,Flag,Status
9715842,636020177,STAR MONICA,Bulk Carrier,Bulker,1,60935,34255,Bulk Carrier,,ok
9718143,538006519,TOMINI SYMPHONY,Bulk Carrier,Bulker,1,63560,36415,Bulk Carrier,,ok
9718636,477636900,OYSTER BAY,Bulk Carrier,Bulker,1,55183,31863,Bulk Carrier,,ok
9719329,355696000,TS ALPHA,Bulk Carrier,Bulker,2,38872,24159,Bulk Carrier,,ok
9719331,355962000,TS BRAVO,Bulk Carrier,Bulker,2,38896,24159,Bulk Carrier,,ok
9719343,357254000,TS CHALLENGE,Bulk Carrier,Bulker,2,38894,24159,Bulk Carrier,,ok
9719367,538006823,TS ECHO,Bulk Carrier,Bulker,1,38863,24124,Bulk Carrier,,ok
9719379,538006824,TS FLOWER,Bulk Carrier,Bulker,4,38852,24159,Bulk Carrier,,ok
9719381,538007025,TS GOLF,Bulk Carrier,Bulker,3,38859,24124,Bulk Carrier,,ok
9720988,636022646,CL LINDY,Bulk Carrier,Bulker,1,63498,36353,Bulk Carrier,,ok
9721554,477588100,PAKHOI,Bulk Carrier,Bulker,3,39777,24785,Bulk Carrier,,ok
9721566,477915900,PEKIN,Bulk Carrier,Bulker,3,39777,24785,Bulk Carrier,,ok
9721578,477027600,POWAN,Bulk Carrier,Bulker,5,39742,24785,Bulk Carrier,,ok
9721580,477669100,POYANG,Bulk Carrier,Bulker,2,39790,24785,Bulk Carrier,,ok
9722302,566044000,THEBEN,Vehicle Carrier,RoRo,3,23786,75283,Vehicles Carrier,,ok
9722314,563220000,THEMIS,Vehicle Carrier,RoRo,2,23786,75283,Vehicles Carrier,,ok
9722455,374275000,IYO SEA,Bulk Carrier,Bulker,1,37537,23432,Bulk Carrier,,ok
9724013,319100600,MANCHAC SUN,Tanker,Tanker,2,49994,30565,Chemical/Oil Products Tanker,,ok
9724025,319103100,CAJUN SUN,Tanker,Tanker,2,49993,30565,Chemical/Oil Products Tanker,,ok
9724673,235113767,BRITISH SAILOR,Tanker,Tanker,3,45999,30948,Chemical/Oil Products Tanker,,ok
9724958,212659000,NORDAMELIA,Container Ship,Container,11,35225,28316,Container Ship,,ok
9725304,258706000,LEIKANGER,Tanker,Tanker,2,49999,30945,Chemical/Oil Products Tanker,,ok
9725316,258733000,MARI JONE,Tanker,Tanker,1,49999,30990,Chemical/Oil Products Tanker,,ok
9725718,563002100,MAERSK SIRAC,Container Ship,Container,3,117175,95205,Container Ship,,ok
9726164,563933000,IVS TEMBE,General Cargo,General Cargo,2,37735,23224,General Cargo Ship,,ok
9726176,477023500,KEY WEST,Bulk Carrier,Bulker,2,37599,23275,Bulk Carrier,,ok
9726190,477333600,KODIAK ISLAND,Bulk Carrier,Bulker,1,37581,23275,Bulk Carrier,,ok
9726229,477886100,MARAWAH ISLAND,Bulk Carrier,Bulker,1,60280,34806,Bulk Carrier,,ok
9726669,563006800,MAERSK SHAMS,Container Ship,Container,2,117176,95205,Container Ship,,ok
9726839,565390000,JAYA OCEAN,Tanker,Tanker,2,5250,4275,Asphalt/Bitumen Tanker,,ok
9727285,477066200,GLENGYLE,Bulk Carrier,Bulker,2,37679,23269,Bulk Carrier,,ok
9727297,356320000,AFRICAN ARROW,Bulk Carrier,Bulker,1,61285,34778,Bulk Carrier,,ok
9728332,477314800,XING NING HAI,Bulk Carrier,Bulker,4,34443,21532,Bulk Carrier,,ok
9728344,636021488,AMIDALA,Bulk Carrier,Bulker,2,34443,21532,Bulk Carrier,,ok
9728356,477588200,XING ZHI HAI,Bulk Carrier,Bulker,2,34443,21532,Bulk Carrier,,ok
9728368,636021487,AMILYN,Bulk Carrier,Bulker,4,34443,21532,Bulk Carrier,,ok
9728394,477855600,YOCHOW,Bulk Carrier,Bulker,3,34398,21538,Bulk Carrier,,ok
9728485,311000361,AFRICAN GOSHAWK,Bulk Carrier,Bulker,1,34370,21521,Bulk Carrier,,ok
9729556,636016971,ARAGONA,Bulk Carrier,Bulker,1,63166,35884,Bulk Carrier,,ok
9730347,210362000,SANTIAGO I,Tanker,Tanker,1,49901,27527,Chemical/Oil Products Tanker,,ok
9731652,265021000,NABUCCO,Vehicle Carrier,RoRo,4,23959,73358,Vehicles Carrier,,ok
9731808,477915800,UNI BULKER,Cargo,General Cargo,1,37675,23269,Bulk Carrier,,ok
9732266,538006921,PACIFIC A.DORODCHI,Tanker,Tanker,1,109999,62462,Crude Oil Tanker,,ok
9732591,636017102,MAERSK SARAT,Container Ship,Container,3,117627,93702,Container Ship,,ok
9732979,258741000,MARI BOYLE,Tanker - Hazard B,Tanker,1,49999,30990,Chemical/Oil Products Tanker,,ok
9733258,311001205,AFRICAN LOGRUNNER,Bulk Carrier,Bulker,3,40481,24725,Bulk Carrier,,ok
9733260,229759000,LA CHAMBORDAIS,Bulk Carrier,Bulker,3,40481,24725,Bulk Carrier,,ok
9733272,311001194,AFRICAN STORK,Bulk Carrier,Bulker,1,40481,24725,Bulk Carrier,,ok
9733284,311001188,AFRICAN ORIOLE,Bulk Carrier,Bulker,4,40481,24725,Bulk Carrier,,ok
9733765,563555000,GLOUCESTER EXPRESS,Cargo,General Cargo,1,5200,10421,Livestock Carrier,,ok
9733777,565876000,GREYMAN EXPRESS,Cargo,General Cargo,1,5488,10421,Livestock Carrier,,ok
9734173,477301800,CHIPOL TAIHU,General Cargo,General Cargo,2,36880,25471,General Cargo Ship,,ok
9734185,477900800,CHIPOL DONGHAI,General Cargo,General Cargo,4,36974,25471,General Cargo Ship,,ok
9734989,258075000,SPAR APUS,Bulk Carrier,Bulker,1,63271,36311,Bulk Carrier,,ok
9735012,258731000,SPAR PAVO,Bulk Carrier,Bulker,1,63800,36313,Bulk Carrier,,ok
9736406,477521600,SEAL ISLAND,Bulk Carrier,Bulker,1,35947,21801,Bulk Carrier,,ok
9736418,374242000,AFRICAN BULKER,Cargo,General Cargo,4,36170,22522,General Cargo Ship,,ok
9736626,477548800,GOLDEN ACE,Tanker,Tanker,1,12494,7233,Chemical/Oil Products Tanker,,ok
9737046,311000383,AFRICAN JAY,Bulk Carrier,Bulker,1,37705,23750,General Cargo Ship,,ok
9738375,538007169,TS INDEX,Bulk Carrier,Bulker,1,38854,24124,Bulk Carrier,,ok
9738387,538007674,ES JASMINE,Bulk Carrier,Bulker,1,38860,24159,Bulk Carrier,,ok
9738662,374909000,GOLDEN CREATION,Tanker,Tanker,2,16298,9430,Chemical/Oil Products Tanker,,ok
9738727,357772000,TAIKOO BRILLIANCE,Bulk Carrier,Bulker,2,37786,23281,Bulk Carrier,,ok
9738741,311000909,AFRICAN QUAIL,Bulk Carrier,Bulker,1,37766,23337,Bulk Carrier,,ok
9738882,636021972,BERGE SNOWDON,Bulk Carrier,Bulker,2,37790,23281,Bulk Carrier,,ok
9739707,572032001,NIVAGA 3,Passenger Ship,Passenger,1,578,1337,Passenger/General Cargo Ship,,ok
9740419,477913400,SEAODYSSEY,Tanker,Tanker,1,113176,64092,Oil Products Tanker,,ok
9743502,563024900,MAGDALENA SCHULTE,Container Ship,Container,11,30156,27279,Container Ship,,ok
9743617,565370000,SPIRIT OF SEATREK,Bulk Carrier,Bulker,1,63132,35873,Bulk Carrier,,ok
9744051,257972000,BERLINDA,Cargo,General Cargo,1,63242,36321,Bulk Carrier,,ok
9744673,538009337,TS HAIPHONG,Container Ship,Container,1,23512,18826,Container Ship,,ok
9745902,538007007,FRONT ALTAIR,Crude Oil Tanker,Tanker,1,109894,62849,Crude Oil Tanker,,ok
9747089,413349650,LIAN HUAN HU,Tanker,Tanker,1,50239,29848,Chemical/Oil Products Tanker,,ok
9748435,374299000,IRIS K,Bulk Carrier,Bulker,3,37806,23275,Bulk Carrier,,ok
9748485,205717000,LA TONDA,Bulk Carrier,Bulker,2,61241,34773,Bulk Carrier,,ok
9749233,311000813,AFRICAN GANNET,General Cargo,General Cargo,2,37806,23224,General Cargo Ship,,ok
9749403,354311000,CIARA ENTERPRISE,Bulk Carrier,Bulker,1,33428,21216,General Cargo Ship,,ok
9749685,538007134,FAIRCHEM KATANA,Tanker,Tanker,1,19980,11917,Chemical/Oil Products Tanker,,ok
9749831,477692500,NANAIMO BAY,Bulk Carrier,Bulker,1,34407,21538,Bulk Carrier,,ok
9749843,477043300,NARUTO STRAIT,Bulk Carrier,Bulker,6,34391,21538,Bulk Carrier,,ok
9749855,374696000,AMADEUS,Bulk Carrier,Bulker,1,81676,44425,Bulk Carrier,,ok
9749946,353929000,ANDREA ENTERPRISE,Bulk Carrier,Bulker,6,34552,21525,Bulk Carrier,,ok
9749958,372205000,REMY ENTERPRISE,Bulk Carrier,Bulker,2,34529,21574,Bulk Carrier,,ok
9749960,355398000,SINLAU BULKER,Bulk Carrier,Bulker,1,34485,21574,Bulk Carrier,,ok
9749984,353767000,MEHMET DADAYLI,Bulk Carrier,Bulker,3,34484,21574,Bulk Carrier,,ok
9750000,311000567,AFRICAN HERON,Bulk Carrier,Bulker,6,34387,21521,General Cargo Ship,,ok
9750206,563206200,STOLT HAGI,Tanker,Tanker,1,12341,7488,Chemical/Oil Products Tanker,,ok
9750218,319105200,STOLT YURI,Tanker - Hazard B,Tanker,1,12365,7488,Chemical/Oil Products Tanker,,ok
9755464,477669500,HONEY ISLAND,Bulk Carrier,Bulker,1,57381,32625,Bulk Carrier,,ok
9755476,477023400,CRAMOND ISLAND,Bulk Carrier,Bulker,1,57381,32625,Bulk Carrier,,ok
9755737,311000424,AFRICAN GROUSE,Bulk Carrier,Bulker,2,37658,23750,General Cargo Ship,,ok
9755749,374922000,BERGE HALLASAN,General Cargo,General Cargo,1,37945,23749,General Cargo Ship,,ok
9755854,354501000,CENTURION MEVIA,Bulk Carrier,Bulker,3,38002,24465,Bulk Carrier,,ok
9755921,563038600,AUSTRALIAN BULKER,Bulk Carrier,Bulker,1,36184,22522,General Cargo Ship,,ok
9756092,636092712,SEATRADE WHITE,Container Ship,Container,10,26974,24905,Container Ship,,ok
9756107,636092713,SEATRADE BLUE,Container Ship,Container,11,26871,24905,Container Ship,,ok
9757254,538007136,PALANCA MIAMI,Tanker,Tanker,1,36681,28164,Asphalt/Bitumen Tanker,,ok
9757541,538009520,TS KWANGYANG,Container Ship,Container,2,23524,18910,Container Ship,,ok
9757802,563930000,REIWA BREEZE,Bulk Carrier,Bulker,1,37721,23225,Bulk Carrier,,ok
9757929,319093100,AKRA,Bulk Carrier,Bulker,1,61302,34626,Bulk Carrier,,ok
9758090,353069000,FAIRCHEM SUCCESS,Tanker - Hazard B,Tanker,1,22346,13120,Chemical/Oil Products Tanker,,ok
9760354,477181800,MAPLE AMBITION,Bulk Carrier,Bulker,1,35513,23872,Bulk Carrier,,ok
9763631,477684600,MOUNT ASO,Bulk Carrier,Bulker,1,36766,23882,General Cargo Ship,,ok
9763784,538090618,EIDSVAAG OMEGA,General Cargo,General Cargo,4,3264,3025,Fishing Support Vessel,,ok
9764972,564168000,GUDALI EXPRESS,Livestock Carrier,General Cargo,1,5250,10421,Livestock Carrier,,ok
9765598,636018248,AQUALEO,Bulk Carrier,Bulker,1,63948,35615,Bulk Carrier,,ok
9765847,355286000,STAR SPIRIT,Cargo - Hazard A,General Cargo,1,16565,17411,Refrigerated Cargo Ship,,ok
9766231,374745000,SEACON MANILA,Bulk Carrier,Bulker,1,33412,21168,General Cargo Ship,,ok
9767314,311000485,ST. COLUMBA,Bulk Carrier,Bulker,2,37347,23682,Bulk Carrier,,ok
9768538,413490410,DA JI,General Cargo,General Cargo,3,28612,21992,General Cargo Ship,,ok
9768564,413492450,DA GUI,General Cargo,General Cargo,1,28000,21992,General Cargo Ship,,ok
9768928,440023000,PAN GRACE,Bulk Carrier,Bulker,2,37657,23173,Bulk Carrier,,ok
9768930,477913300,TIENTSIN,Bulk Carrier,Bulker,3,37657,23175,Bulk Carrier,,ok
9768954,477636600,TUNSIN,Bulk Carrier,Bulker,3,37657,23175,Bulk Carrier,,ok
9772802,370744000,ENISHI,Bulk Carrier,Bulker,6,34439,21530,Bulk Carrier,,ok
9773179,372240000,FAIRCHEM VICTORY,Tanker - Hazard C,Tanker,1,21193,12247,Chemical/Oil Products Tanker,,ok
9773480,374384000,ALASKA,Bulk Carrier,Bulker,1,38176,24649,Bulk Carrier,,ok
9773492,374553000,WHISTLER,Bulk Carrier,Bulker,3,38195,24649,Bulk Carrier,,ok
9774032,355572000,RUBY ENTERPRISE,Bulk Carrier,Bulker,1,33415,21162,General Cargo Ship,,ok
9777802,353580000,BELUGA ACE,Vehicle Carrier,RoRo,1,15425,63115,Vehicles Carrier,,ok
9777814,371563000,ORCA ACE,Vehicle Carrier,RoRo,2,15495,63116,Vehicles Carrier,,ok
9777826,354004000,WALRUS ACE,Vehicle Carrier,RoRo,4,15506,63116,Vehicles Carrier,,ok
9777838,353453000,DUGONG ACE,Vehicle Carrier,RoRo,2,15465,63116,Vehicles Carrier,,ok
9778399,255806057,BRIGHT,Container Ship,Container,1,36917,31370,Container Ship,,ok
9778985,636018826,ASL ROSE,Bulk Carrier,Bulker,7,38584,23703,General Cargo Ship,,ok
9778997,538009931,ASL CRYSTAL,Bulk Carrier,Bulker,2,38582,23703,General Cargo Ship,,ok
9779006,357040000,CRYSTAL PALACE,Bulk Carrier,Bulker,5,38559,23703,General Cargo Ship,,ok
9779018,636019108,IRIS HARMONY,Bulk Carrier,Bulker,3,38593,23703,General Cargo Ship,,ok
9779020,565043500,WECO JOSEFINE,General Cargo,General Cargo,1,38592,23703,General Cargo Ship,,ok
9779032,636019317,TUNA S,General Cargo,General Cargo,2,38575,23703,General Cargo Ship,,ok
9779757,477858500,DA HUA SHAN,Tanker,Tanker,1,12972,10748,Asphalt/Bitumen Tanker,,ok
9780627,538007249,MORNING PEACE,Vehicle Carrier,RoRo,1,22438,66802,Vehicles Carrier,,ok
9780952,636019581,ASL TRINITY,Bulk Carrier,Bulker,1,38607,23703,General Cargo Ship,,ok
9781114,563206800,STOLT SATSUKI,Tanker,Tanker,1,12342,7488,Chemical/Oil Products Tanker,,ok
9782015,477023600,OTAGO BAY,Bulk Carrier,Bulker,1,55175,Type of ship,Year of build,,not_found
9782089,636018347,THRUXTON,Vehicle Carrier,RoRo,2,18160,72684,Vehicles Carrier,,ok
9782699,247408300,GRANDE HOUSTON,Vehicle Carrier,RoRo,1,15853,65148,Vehicles Carrier,,ok
9782704,247409200,GRANDE NEW JERSEY,Vehicle Carrier,RoRo,2,15853,65148,Vehicles Carrier,,ok
9782948,311001246,AFRICAN BARI BIRD,Bulk Carrier,Bulker,1,63479,35832,Bulk Carrier,,ok
9784233,538007518,TS BANGKOK,Container Ship,Container,1,21361,17449,Container Ship,,ok
9784245,538007662,TS TOKYO,Container Ship,Container,1,21475,17449,Container Ship,,ok
9785122,636018128,BROADGATE,Bulk Carrier,Bulker,1,37949,23225,Bulk Carrier,,ok
9786047,311001197,AFRICAN WOODSTAR,Bulk Carrier,Bulker,2,39875,25330,Bulk Carrier,,ok
9788473,563058100,ST.MICHAELIS,Tanker,Tanker,1,50159,29513,Chemical/Oil Products Tanker,,ok
9788576,352514000,BLUE BUTTERFLY,Tanker,Tanker,1,49995,29694,Chemical/Oil Products Tanker,,ok
9788605,636019534,CHALLENGE PROSPECT 2,Tanker,Tanker,1,49995,29513,Chemical/Oil Products Tanker,,ok
9788629,477669400,MOUNT SEYMOUR,Bulk Carrier,Bulker,2,36833,23882,General Cargo Ship,,ok
9788954,538007270,FAIRCHEM EDGE,Tanker,Tanker,1,19946,11917,Chemical/Oil Products Tanker,,ok
9789037,314692000,CENTURION JUKTAS,Bulk Carrier,Bulker,1,37679,23248,Bulk Carrier,,ok
9789049,352002706,CL KIZUNA,Bulk Carrier,Bulker,2,37520,23570,Bulk Carrier,,ok
9789257,538008116,ATLANTIC FALCON,Tanker,Tanker,1,49951,29667,Chemical/Oil Products Tanker,,ok
9791030,371422000,KEN JYO,Bulk Carrier,Bulker,2,37005,24034,Bulk Carrier,,ok
9791042,636019976,PERSEUS HARMONY,Bulk Carrier,Bulker,2,37155,23770,Bulk Carrier,,ok
9791066,636020315,IZANAGI HARMONY,Bulk Carrier,Bulker,2,37105,23770,Bulk Carrier,,ok
9791080,636021026,AMATERAS HARMONY,Bulk Carrier,Bulker,3,37130,23770,Bulk Carrier,,ok
9791195,563077600,FAIRCHEM VALOR,Tanker,Tanker,1,22292,13146,Chemical/Oil Products Tanker,,ok
9791951,477692900,ILLOVO RIVER,Bulk Carrier,Bulker,2,37516,23506,Bulk Carrier,,ok
9792151,636018231,GOLDEN SKY,Tanker - Hazard B,Tanker,2,16297,9448,Chemical/Oil Products Tanker,,ok
9792876,477139600,GREAT BEAUTY,Bulk Carrier,Bulker,2,38645,25711,Bulk Carrier,,ok
9792888,477157500,GREAT PROFIT,Bulk Carrier,Bulker,3,38648,25711,Bulk Carrier,,ok
9792890,477168200,GREAT AGILITY,Bulk Carrier,Bulker,1,38671,25711,Bulk Carrier,,ok
9792917,477183500,GREAT COSMOS,Bulk Carrier,Bulker,1,38649,25711,Bulk Carrier,,ok
9792929,477209300,GREAT VANGUARD,Bulk Carrier,Bulker,2,38652,25711,Bulk Carrier,,ok
9793284,563032400,CHALLENGE POLLUX,Tanker,Tanker,2,50068,29267,Chemical/Oil Products Tanker,,ok
9793844,405000242,BANGLAR ARJAN,Bulk Carrier,Bulker,1,38929,25818,Bulk Carrier,,ok
9796377,247441300,GRANDE CALIFORNIA,Vehicle Carrier,RoRo,1,15853,65148,Vehicles Carrier,,ok
9796535,636018637,DAIWAN LEADER,Bulk Carrier,Bulker,2,34442,21574,Bulk Carrier,,ok
9796547,636018638,DAIWAN MIRACLE,Bulk Carrier,Bulker,4,34447,21574,Bulk Carrier,,ok
9796901,477147100,FOREVER GLORY,Tanker,Tanker,1,49969,29684,Chemical/Oil Products Tanker,,ok
9796937,477168500,FOREVER PROSPERITY,Tanker,Tanker,1,49940,29684,Chemical/Oil Products Tanker,,ok
9796951,563023500,VENUS SKY,Bulk Carrier,Bulker,1,61588,34605,Bulk Carrier,,ok
9797747,538007428,ATLANTIC HARMONY,Tanker,Tanker,1,50090,29256,Chemical/Oil Products Tanker,,ok
9798428,538007471,ATLANTIC ASPHALT,Tanker,Tanker,2,17764,14485,Asphalt/Bitumen Tanker,,ok
9799939,538007425,KK MINERAL,Bulk Carrier,Bulker,1,45429,27470,Bulk Carrier,,ok
9801160,538011110,AMBER STAR.GR,Bulk Carrier,Bulker,1,37692,23277,Bulk Carrier,,ok
9801275,538007475,PACIFIC WAVE,General Cargo,General Cargo,1,37644,23250,Bulk Carrier,,ok
9801287,636020142,BUNUN NOBLE,Bulk Carrier,Bulker,2,37655,23230,Bulk Carrier,,ok
9802487,212814000,NORDPACIFIC,Container Ship,Container,10,35066,28433,Container Ship,,ok
9802499,248729000,CMA CGM ABU DHABI,Container Ship,Container,10,35031,28433,Container Ship,,ok
9802504,248728000,MARIUS,Container Ship,Container,11,35036,28433,Container Ship,,ok
9804813,538008263,FAIRCHEM HAWK,Tanker - Hazard B,Tanker,1,19956,12188,Chemical/Oil Products Tanker,,ok
9806299,232008128,BERGE PHAN XI PANG,Bulk Carrier,Bulker,1,37739,23232,Bulk Carrier,,ok
9806304,219031666,INDONESIAN BULKER,Bulk Carrier,Bulker,1,37725,23232,Bulk Carrier,,ok
9806330,356813000,APEX VOYAGER,Bulk Carrier,Bulker,7,37717,23232,Bulk Carrier,,ok
9806342,352428000,GOLD OAK,Bulk Carrier,Bulker,2,37732,23232,Bulk Carrier,,ok
9807229,241632000,SEA DOLPHIN,Tanker,Tanker,1,49904,29401,Chemical/Oil Products Tanker,,ok
9808522,563037600,TASCO TARA,Tanker,Tanker,1,12689,10326,Asphalt/Bitumen Tanker,,ok
9810068,538007728,TS KAOHSIUNG,Container Ship,Container,5,21475,17449,Container Ship,,ok
9810111,538007820,TS OSAKA,Container Ship,Container,4,21475,17449,Container Ship,,ok
9810915,636018931,SEATRADE GREEN,Container Ship,Container,11,26868,24876,Container Ship,,ok
9811505,477166800,UNI SUNSHINE,Bulk Carrier,Bulker,3,36880,22734,Bulk Carrier,,ok
9811517,477183100,UNI HORIZON,Bulk Carrier,Bulker,1,36861,22734,Bulk Carrier,,ok
9811919,538007569,ISHIZUCHI STAR,Bulk Carrier,Bulker,1,37637,23351,Bulk Carrier,,ok
9811921,356912000,SILVER OAK,Bulk Carrier,Bulker,2,37685,23232,Bulk Carrier,,ok
9813802,215011000,B TRADER,Container Ship,Container,2,23261,19122,Container Ship,,ok
9814167,356152000,NORD JEWEL,Tanker,Tanker,1,49857,29567,Chemical/Oil Products Tanker,,ok
9815965,538009811,MAROUDIO,Bulk Carrier,Bulker,1,64723,36088,Bulk Carrier,,ok
9816593,232012490,BERGE SNAEFELL,Bulk Carrier,Bulker,2,37739,23232,Bulk Carrier,,ok
9817925,354727000,OSLO TRADER,Container Ship,Container,1,23429,19035,Container Ship,,ok
9819911,353587000,GOLDEN WAVE,Tanker - Hazard B,Tanker,1,12493,7250,Chemical/Oil Products Tanker,,ok
9820984,373835000,SE KELLY,Bulk Carrier,Bulker,3,37710,23232,Bulk Carrier,,ok
9827451,374266000,CHEMSTAR TIERRA,Tanker,Tanker,1,21117,12238,Chemical/Oil Products Tanker,,ok
9828912,538008092,LARGO DESERT,Tanker,Tanker,1,49703,29463,Chemical/Oil Products Tanker,,ok
9832444,636018966,VENUS HARMONY,Cargo,General Cargo,4,36898,22683,Bulk Carrier,,ok
9832468,636019580,SPICA HARMONY,Bulk Carrier,Bulker,4,36908,22664,Bulk Carrier,,ok
9832482,636019998,DENEB HARMONY,Bulk Carrier,Bulker,5,36888,22683,Bulk Carrier,,ok
9832688,353472000,MONING,Bulk Carrier,Bulker,1,37731,23232,Bulk Carrier,,ok
9833670,636018606,NAVIG8 GUARD,Tanker,Tanker,1,49761,30237,Chemical/Oil Products Tanker,,ok
9838668,538008349,STREAM BALTIC,Tanker,Tanker,1,19999,12075,Chemical/Oil Products Tanker,,ok
9839090,257447000,STAVANGER PEARL,Tanker,Tanker,1,49999,29914,Chemical/Oil Products Tanker,,ok
9843015,357591000,SAYSIAT BENEFIT,General Cargo,General Cargo,1,14034,9992,General Cargo Ship,,ok
9843376,538009750,DARYA PREETI,Bulk Carrier,Bulker,1,81981,44427,Bulk Carrier,,ok
9843443,210085000,CANOPUS,Bulk Carrier,Bulker,1,80992,43993,Bulk Carrier,,ok
9843780,538008142,LARGO CALIFORNIA,Tanker,Tanker,2,50290,29994,Chemical/Oil Products Tanker,,ok
9846146,352410000,KEN BOS,High Speed Passenger Craft,Passenger,5,36644,22745,Bulk Carrier,,ok
9846158,371365000,KEN ANN,Bulk Carrier,Bulker,4,36644,22745,Bulk Carrier,,ok
9846275,636019139,BEECHGATE,Bulk Carrier,Bulker,1,63449,35834,Bulk Carrier,,ok
9846316,370316000,SE CARDI,Bulk Carrier,Bulker,3,37717,23232,Bulk Carrier,,ok
9848089,538008489,SSI PRIVILEGE,Cargo,General Cargo,1,63566,36353,Bulk Carrier,,ok
9848584,257080210,MARI COUVA,Tanker,Tanker,4,49765,Type of ship,Year of build,,not_found
9848687,257083330,MARI KOKAKO,Tanker,Tanker,2,49765,29987,Chemical/Oil Products Tanker,,ok
9850202,563105300,TAKAROA SUN,Tanker,Tanker,2,49849,29987,Chemical/Oil Products Tanker,,ok
9850214,354764000,CREOLE SUN,Oil/ Chemical Tanker,Tanker,2,49760,29987,Chemical/Oil Products Tanker,,ok
9852688,374016000,BERGE JEBEL JAIS,Other Type of Ship,Other,4,37686,23239,Bulk Carrier,,ok
9852690,538008434,UNION FUJI,General Cargo,General Cargo,1,37649,23322,Bulk Carrier,,ok
9852705,311000877,AFRICAN WREN,General Cargo,General Cargo,2,38227,23194,General Cargo Ship,,ok
9852717,311000878,AFRICAN WARBLER,General Cargo,General Cargo,1,38209,23194,General Cargo Ship,,ok
9852729,538008587,BRAVE STAR,General Cargo,General Cargo,2,38241,23194,General Cargo Ship,,ok
9853242,636018613,NAVIG8 GRATITUDE,Oil/ Chemical Tanker,Tanker,3,49772,30237,Chemical/Oil Products Tanker,,ok
9854832,477392500,TS QINGDAO,Container Ship,Container,2,21202,17449,Container Ship,,ok
9854844,477468100,TS PUSAN,Container Ship,Container,2,21206,17449,Container Ship,,ok
9859313,563080300,CD CALLAO,Bulk Carrier,Bulker,1,63851,35868,Bulk Carrier,,ok
9860207,563091900,HONOR GALAXY,Tanker,Tanker,1,21028,12370,Chemical/Oil Products Tanker,,ok
9860269,563115200,KAIFONG,Bulk Carrier,Bulker,1,37440,22360,Bulk Carrier,,ok
9860609,353443000,BUNUN LEADER,Bulk Carrier,Bulker,1,37650,23239,Bulk Carrier,,ok
9860611,538010199,IONIAN SEA,Bulk Carrier,Bulker,1,37705,23232,Bulk Carrier,,ok
9860714,371882000,NOSHIMA,Bulk Carrier,Bulker,1,63340,35953,Bulk Carrier,,ok
9860788,373054000,NEMRUT BAY,Bulk Carrier,Bulker,2,34431,21627,Bulk Carrier,,ok
9864368,538008526,PROTEUS,Tanker,Tanker,1,49999,29917,Chemical/Oil Products Tanker,,ok
9864887,538009664,ASTRO ALTAIR,Bulk Carrier,Bulker,2,38180,24667,Bulk Carrier,,ok
9864899,538009798,ASTRO DENEBOLA,General Cargo,General Cargo,1,38131,24667,Bulk Carrier,,ok
9866536,371186000,AFRICAN OASIS,Cargo,General Cargo,1,63477,35834,Bulk Carrier,,ok
9866639,563183200,BAMBOO STAR,Bulk Carrier,Bulker,3,37609,23232,General Cargo Ship,,ok
9866665,353995000,OCEAN UNIVERSE,General Cargo,General Cargo,1,37468,23408,General Cargo Ship,,ok
9867073,636019548,GOLDEN SAGITTARIUS,Tanker,Tanker,2,12699,8050,Chemical/Oil Products Tanker,,ok
9867372,374448000,BUNUN MIRACLE,Bulk Carrier,Bulker,1,37655,23230,Bulk Carrier,,ok
9873735,477539500,SINGAN,Bulk Carrier,Bulker,6,33963,21526,Bulk Carrier,,ok
9873747,477591800,SUNGKIANG,Bulk Carrier,Bulker,3,34491,21526,Bulk Carrier,,ok
9874583,372582000,GOLDEN HACHI,Tanker,Tanker,2,12707,8050,Chemical/Oil Products Tanker,,ok
9874662,538008812,ATLANTIC PRINCE,Tanker,Tanker,1,50018,29356,Chemical/Oil Products Tanker,,ok
9874985,370865000,BERGE SCAFELL PIKE,Bulk Carrier,Bulker,2,37687,23239,Bulk Carrier,,ok
9876385,563102700,PELICAN PACIFIC,Tanker,Tanker,1,49853,29403,Chemical/Oil Products Tanker,,ok
9877334,563109700,WECO LAURA,General Cargo,General Cargo,1,38575,,,,not_found
9880398,477629800,FOREVER ASSURANCE,Tanker,Tanker,1,49999,29063,Oil Products Tanker,,ok
9881067,357843000,GOLDEN MIND,Tanker,Tanker,1,12488,7251,Chemical/Oil Products Tanker,,ok
9881873,563129700,D10S,Bulk Carrier,Bulker,1,64640,36087,Bulk Carrier,,ok
9882372,353369000,KOWHAI,Reefer,Reefer,12,12374,13014,Refrigerated Cargo Ship,,ok
9882748,563102300,GOLDEN AUSTRALIS,Tanker,Tanker,1,12655,8060,Chemical/Oil Products Tanker,,ok
9883003,352546000,PAN NOVA,Bulk Carrier,Bulker,4,37707,23238,Bulk Carrier,,ok
9883027,636020010,MAXIMOS,Bulk Carrier,Bulker,1,63400,35837,Bulk Carrier,,ok
9883041,538009004,NORD MINAMI,Tanker,Tanker,1,52825,30560,Chemical/Oil Products Tanker,,ok
9884605,636019823,MAKEDONIKOS,Bulk Carrier,Bulker,1,61087,34629,Bulk Carrier,,ok
9884825,538009440,CELSIUS PHILADELPHIA,Tanker,Tanker,1,50303,29725,Chemical/Oil Products Tanker,,ok
