cluster,vessel_type,port_i,port_j,n_obs
4,General Cargo,TIANJIN,HITACHINAKA,1
4,General Cargo,TIANJIN,BUNBURY,1
4,General Cargo,BUNBURY,KWINANA,1
4,General Cargo,"GRESIK, JAVA",KLANG,1
4,General Cargo,LANSHAN,SHANGHAI,1
4,General Cargo,SUZHOU,GEELONG,1
4,General Cargo,QINZHOU,SUZHOU,1
4,General Cargo,GEELONG,NELSON,1
4,General Cargo,CHENGXI,SUZHOU,1
4,General Cargo,NANTONG,GEELONG,1
4,General Cargo,GEELONG,NEW PLYMOUTH,1
4,General Cargo,SHANGHAI,NANTONG,1
4,General Cargo,NANTONG,MELBOURNE,1
4,General Cargo,GAMCHEON,PYEONGTAEK,1
4,General Cargo,PYEONGTAEK,SHANGHAI,1
4,General Cargo,SHANGHAI,NEWCASTLE,1
4,General Cargo,NEWCASTLE,LYTTELTON,1
4,General Cargo,SINGAPORE,DARWIN,1
4,General Cargo,DARWIN,NEW PRIOK,1
4,General Cargo,NEW PRIOK,FREMANTLE,1
4,General Cargo,YANGZHOU,DESA LALANG,1
4,General Cargo,DESA LALANG,SINGAPORE,1
4,General Cargo,CHENGXI,BRISBANE,1
4,General Cargo,BRISBANE,GLADSTONE,1
4,General Cargo,GLADSTONE,AUCKLAND,1
4,General Cargo,VISAKHAPATNAM,KAKINADA,1
4,General Cargo,KAKINADA,QUANZHOU,1
4,General Cargo,QUANZHOU,XIAMEN,1
4,General Cargo,XIAMEN,AUCKLAND,1
4,General Cargo,SHANGHAI,YANGZHOU,1
4,General Cargo,YANGZHOU,KEMBLA,1
4,General Cargo,KANDLA,SHARJAH,1
4,General Cargo,SHARJAH,RAS AL KHAIR SA,1
4,General Cargo,RAS AL KHAIR SA,AL JUBAYL,1
4,General Cargo,AL JUBAYL,JUBAIL,1
4,General Cargo,JUBAIL,SINGAPORE,1
4,General Cargo,SINGAPORE,TIMARU,1
4,General Cargo,ZHUHAI,GUANGZHOU,1
4,General Cargo,GUANGZHOU,SINGAPORE,1
4,General Cargo,ADELAIDE,YOKKAICHI,1
4,General Cargo,YOKKAICHI,YOKOHAMA,1
4,General Cargo,YOKOHAMA,SHANGHAI,1
4,General Cargo,SUZHOU,AUCKLAND,1
4,General Cargo,DJIBOUTI,DORALEH,1
4,General Cargo,DORALEH,SINGAPORE,1
4,General Cargo,SINGAPORE,BATU AMPAR,1
4,General Cargo,BATU AMPAR,MELBOURNE,1
4,General Cargo,MELBOURNE,NEW PLYMOUTH,1
4,General Cargo,NANTONG,CAIRNS,1
4,General Cargo,CAIRNS,MELBOURNE,1
4,General Cargo,MELBOURNE,ADELAIDE,1
4,General Cargo,CANGZHOU,YOSU,1
4,General Cargo,YOSU,SUSAKI,1
4,General Cargo,SUSAKI,WHYALLA,1
4,General Cargo,WHYALLA,PORT CHALMERS,1
4,General Cargo,LANSHAN,KEELUNG,1
4,General Cargo,KEELUNG,TOWNSVILLE,1
4,General Cargo,TOWNSVILLE,TAURANGA,1
4,General Cargo,SOHAR,AJMAN,1
4,General Cargo,AJMAN,SHARJAH,1
4,General Cargo,SHARJAH,JUBAIL,1
4,General Cargo,JUBAIL,AL JUBAYL,1
4,General Cargo,AL JUBAYL,SINGAPORE,1
4,General Cargo,KEMBLA,NEW PLYMOUTH,1
4,General Cargo,XIAMEN,SUZHOU,1
4,General Cargo,SUZHOU,ZHOUSHAN,1
4,General Cargo,ZHOUSHAN,GLADSTONE,1
4,General Cargo,GLADSTONE,NEWCASTLE,1
4,General Cargo,NEWCASTLE,NEW PLYMOUTH,1
4,General Cargo,LANSHAN,DALIAN,1
4,General Cargo,DALIAN,YINGKOU,1
4,General Cargo,YINGKOU,LUCANIN,1
4,General Cargo,LUCANIN,TAURANGA,1
4,General Cargo,FANGCHENGGANG,NEWCASTLE,1
4,General Cargo,NEWCASTLE,GEELONG,1
4,General Cargo,GEELONG,DEVONPORT,1
4,General Cargo,DEVONPORT,PORTLAND,1
4,General Cargo,PORTLAND,ADELAIDE,1
4,General Cargo,SAMALAJU,SINGAPORE,1
4,General Cargo,SINGAPORE,SRIRACHA,1
4,General Cargo,SRIRACHA,RANGAI,1
4,General Cargo,MATSUYAMA,UNO,1
4,General Cargo,UNO,SINGAPORE,1
4,General Cargo,RANGAI,LYTTELTON,1
4,General Cargo,CHITTAGONG,SINGAPORE,1
4,General Cargo,SINGAPORE,BIRINGKASSI,1
4,General Cargo,BIRINGKASSI,BRISBANE,1
4,General Cargo,BRISBANE,GEELONG,1
4,General Cargo,GEELONG,GISBORNE,1
4,General Cargo,PHU MY,LAEM CHABANG,1
4,General Cargo,SINGAPORE,NELSON,1
4,General Cargo,OITA,KWINANA,1
4,General Cargo,KWINANA,BUNBURY,1
4,General Cargo,BUNBURY,PORTLAND,1
4,General Cargo,PORTLAND,MELBOURNE,1
4,General Cargo,KPEME,DURBAN,1
4,General Cargo,DURBAN,TAROONA,1
4,General Cargo,TAROONA,HOBART,1
4,General Cargo,HOBART,TAURANGA,1
4,General Cargo,QINGDAO,WEIHAI,1
4,General Cargo,WEIHAI,YANTAI,1
4,General Cargo,YANTAI,BAHODOPI,1
4,General Cargo,BAHODOPI,WELLINGTON,1
4,General Cargo,FUJAIRAH,RAS LAFFAN,1
4,General Cargo,RAS LAFFAN,SINGAPORE,1
4,General Cargo,BASAMUK,GISBORNE,1
4,General Cargo,HIROO,TOMAKOMAI,1
4,General Cargo,TOMAKOMAI,KASHIMA,1
4,General Cargo,KASHIMA,GAMCHEON,1
4,General Cargo,GAMCHEON,"KANDA, FUKUOKA",1
4,General Cargo,RAS LAFFAN,FUJAIRAH,1
4,General Cargo,FUJAIRAH,SINGAPORE,1
4,General Cargo,BASAMUK,WELLINGTON,1
4,General Cargo,YANCHENG,LANSHAN,1
4,General Cargo,LANSHAN,ZHOUSHAN,1
4,General Cargo,ZHOUSHAN,SAMARINDA,1
4,General Cargo,SAMARINDA,AUCKLAND,1
4,General Cargo,RUWAIS,AR RUWAYS,1
4,General Cargo,AR RUWAYS,FUJAIRAH,1
4,General Cargo,FUJAIRAH,GEELONG,1
4,General Cargo,GEELONG,NEWCASTLE,1
4,General Cargo,NEWCASTLE,BRISBANE,1
4,General Cargo,GUISHAN,GUANGZHOU,1
4,General Cargo,GUANGZHOU,SUZHOU,1
4,General Cargo,SUZHOU,LAEM CHABANG,1
4,General Cargo,SINGAPORE,NAPIER,1
4,General Cargo,BUSAN,MASAN,1
4,General Cargo,MASAN,SUZHOU,1
4,General Cargo,KEMBLA,WELLINGTON,1
4,General Cargo,SUZHOU,GLADSTONE,1
4,General Cargo,GLADSTONE,NELSON,1
4,General Cargo,MUMBAI,MUNDRA,1
4,General Cargo,MUNDRA,SINGAPORE,1
4,General Cargo,SINGAPORE,NEWCASTLE,1
4,General Cargo,NEWCASTLE,KEMBLA,1
4,General Cargo,KEMBLA,TAURANGA,1
4,Other,BEIHAI,YANTAI,1
4,Other,YANTAI,SU-AO,1
4,Other,SU-AO,MANILA,1
4,Other,MANILA,TAURANGA,1
4,Other,TAICHUNG,GWANGYANG,1
4,Other,GWANGYANG,ZHOUSHAN,1
4,Other,ZHOUSHAN,SHANGHAI,1
4,Other,SHANGHAI,SUZHOU,1
4,Other,SUZHOU,NEWCASTLE,1
4,Other,NEWCASTLE,NAPIER,1
4,Other,RAS LAFFAN,SINGAPORE,1
4,Other,SINGAPORE,BASAMUK,1
4,Other,BASAMUK,MELBOURNE,1
4,Other,MELBOURNE,LYTTELTON,1
4,Other,TANJUNG LIMAU BONTANG,GEELONG,1
4,Other,GEELONG,ADELAIDE,1
4,Other,ADELAIDE,THEVENARD,1
4,Other,THEVENARD,TAURANGA,1
4,Passenger,INCHEON,RIZHAO,2
4,Passenger,RIZHAO,LANSHAN,2
4,Passenger,DAESAN,INCHEON,1
4,Passenger,LANSHAN,NEW PLYMOUTH,1
4,Passenger,LANSHAN,ADELAIDE,1
4,Passenger,ADELAIDE,AUCKLAND,1
4,Passenger,TANJUNG LIMAU BONTANG,CAIRNS,1
4,Passenger,CAIRNS,HAY POINT,1
4,Passenger,HAY POINT,MACKAY,1
4,Passenger,MACKAY,KEMBLA,1
4,Passenger,KEMBLA,GEELONG,1
4,Passenger,GEELONG,GISBORNE,1
4,Passenger,SAKAIDE,OSAKA,1
4,Passenger,OSAKA,YOKKAICHI,1
4,Passenger,YOKKAICHI,GLADSTONE,1
4,Passenger,GLADSTONE,SOUTH TREES,1
4,Passenger,SOUTH TREES,BELL BAY,1
4,Passenger,BELL BAY,GISBORNE,1
4,Reefer,LA PAZ,AUCKLAND,4
4,Reefer,BABAK,GENERAL SANTOS,1
4,Reefer,GENERAL SANTOS,YOKOHAMA,1
4,Reefer,YOKOHAMA,US SAN,1
4,Reefer,US SAN,CHULA VISTA,1
4,Reefer,CHULA VISTA,LOS ANGELES,1
4,Reefer,LOS ANGELES,TAURANGA,1
4,Reefer,KEELUNG,SHANGHAI,1
4,Reefer,SHANGHAI,NINGBO,1
4,Reefer,NINGBO,YOKOHAMA,1
4,Reefer,YOKOHAMA,TAURANGA,1
4,Reefer,FUKUOKA,BABAK,1
4,Reefer,BABAK,TOKYO,1
4,Reefer,TOKYO,YOKKAICHI,1
4,Reefer,YOKKAICHI,MOJI,1
4,Reefer,MOJI,LA PAZ,1
4,Reefer,BABAK,YOKOHAMA,1
4,Reefer,YOKOHAMA,YOKKAICHI,1
4,Reefer,YOKKAICHI,HIROSHIMA,1
4,Reefer,HIROSHIMA,NAGASAKI,1
4,Reefer,NAGASAKI,TAURANGA,1
4,Reefer,TOKYO,OSAKA,1
4,Reefer,OSAKA,GAMCHEON,1
4,Reefer,GAMCHEON,YOKOHAMA,1
4,Reefer,YOKOHAMA,AUCKLAND,1
4,Reefer,SHANWAI,NINGBO,1
4,Reefer,NINGBO,DAVAO,1
4,Reefer,DAVAO,LA PAZ,1
4,Reefer,YOKKAICHI,"_SHIMA, NAGASAKI",1
4,Reefer,"_SHIMA, NAGASAKI",SASEBO,1
4,Reefer,SASEBO,YOKOHAMA,1
4,Reefer,YOKOHAMA,BABAK,1
4,Reefer,BABAK,LA PAZ,1
4,Reefer,BABAK,OSAKA,1
4,Reefer,OSAKA,FUKUOKA,1
4,Reefer,FUKUOKA,LA PAZ,1
4,RoRo,YOKKAICHI,YOKOHAMA,13
4,RoRo,OSAKA,YOKKAICHI,9
4,RoRo,KEMBLA,AUCKLAND,7
4,RoRo,BRISBANE,KEMBLA,6
4,RoRo,KEMBLA,MELBOURNE,6
4,RoRo,LAEM CHABANG,SINGAPORE,5
4,RoRo,MELBOURNE,AUCKLAND,5
4,RoRo,YOKOHAMA,APRA HARBOR,4
4,RoRo,MELBOURNE,KEMBLA,3
4,RoRo,YOKOHAMA,AUCKLAND,3
4,RoRo,YOKOHAMA,SAIPAN,3
4,RoRo,MELBOURNE,SHANGHAI,2
4,RoRo,SHANGHAI,OSAKA,2
4,RoRo,YOKKAICHI,OSAKA,2
4,RoRo,APRA HARBOR,KEMBLA,2
4,RoRo,SAIPAN,BRISBANE,2
4,RoRo,BRISBANE,AUCKLAND,2
4,RoRo,SINGAPORE,FREMANTLE,2
4,RoRo,FREMANTLE,ADELAIDE,2
4,RoRo,SRIRACHA,LAEM CHABANG,2
4,RoRo,SINGAPORE,BRISBANE,2
4,RoRo,SHANGHAI,BRISBANE,1
4,RoRo,SHANGHAI,AUCKLAND,1
4,RoRo,SINGAPORE,MELBOURNE,1
4,RoRo,DURBAN,ELIZABETH,1
4,RoRo,ELIZABETH,MELBOURNE,1
4,RoRo,MELBOURNE,BRISBANE,1
4,RoRo,BRISBANE,OSAKA,1
4,RoRo,YOKOHAMA,KEMBLA,1
4,RoRo,KEMBLA,YOKKAICHI,1
4,RoRo,YOKOHAMA,OSAKA,1
4,RoRo,OSAKA,MOJI,1
4,RoRo,MOJI,AUCKLAND,1
4,RoRo,ELIZABETH,DURBAN,1
4,RoRo,DURBAN,MELBOURNE,1
4,RoRo,APRA HARBOR,BRISBANE,1
4,RoRo,SURABAYA,OSAKA,1
4,RoRo,SAIPAN,KEMBLA,1
4,RoRo,KEMBLA,OSAKA,1
4,RoRo,APRA HARBOR,AUCKLAND,1
4,RoRo,ZHOUSHAN,YOKKAICHI,1
4,RoRo,KEMBLA,BRISBANE,1
4,RoRo,SHARJAH,QAPCO,1
4,RoRo,QAPCO,FUJAIRAH,1
4,RoRo,FUJAIRAH,GEELONG,1
4,RoRo,GEELONG,NEWCASTLE,1
4,RoRo,NEWCASTLE,BRISBANE,1
4,RoRo,BRISBANE,LYTTELTON,1
4,RoRo,BRISBANE,SHANGHAI,1
4,RoRo,YOKOHAMA,SUVA,1
4,RoRo,SUVA,AUCKLAND,1
4,RoRo,TIANJIN,SHANGHAI,1
4,RoRo,SHANGHAI,MASAN,1
4,RoRo,MASAN,BRISBANE,1
4,RoRo,SINGAPORE,CANGZHOU,1
4,RoRo,CANGZHOU,YOSU,1
4,RoRo,YOSU,UBE,1
4,RoRo,UBE,GEELONG,1
4,RoRo,GEELONG,NELSON,1
4,RoRo,SINGAPORE,LAEM CHABANG,1
4,RoRo,ADELAIDE,MELBOURNE,1
4,RoRo,MOMBASA,SRIRACHA,1
4,RoRo,ADELAIDE,AUCKLAND,1
4,RoRo,NIIHAMA,ONSAN,1
4,RoRo,ONSAN,YOSU,1
4,RoRo,YOSU,"KANDA, FUKUOKA",1
4,RoRo,"KANDA, FUKUOKA",KANDA,1
4,RoRo,KANDA,BRISBANE,1
4,RoRo,BRISBANE,GISBORNE,1
4,RoRo,MELBOURNE,LAEM CHABANG,1
4,RoRo,MELBOURNE,SRIRACHA,1
4,Tanker,DAESAN,YOSU,7
4,Tanker,ONSAN,TAURANGA,6
4,Tanker,HAY POINT,MACKAY,6
4,Tanker,YOSU,TAURANGA,6
4,Tanker,SINGAPORE,LYTTELTON,5
4,Tanker,KLANG,SINGAPORE,5
4,Tanker,SINGAPORE,BRISBANE,4
4,Tanker,YOSU,GWANGYANG,4
4,Tanker,BRISBANE,NEW PLYMOUTH,4
4,Tanker,SUVA,NOUMEA,3
4,Tanker,YOSU,ONSAN,3
4,Tanker,DAESAN,TAURANGA,3
4,Tanker,GLADSTONE,HAY POINT,3
4,Tanker,SINGAPORE,TAURANGA,3
4,Tanker,YOKKAICHI,ONSAN,3
4,Tanker,ONSAN,BOTANY,3
4,Tanker,ONSAN,DAESAN,2
4,Tanker,TOWNSVILLE,CAIRNS,2
4,Tanker,BRISBANE,YOSU,2
4,Tanker,TOKYO,ONSAN,2
4,Tanker,YOSU,SHANGHAI,2
4,Tanker,BRISBANE,BOTANY,2
4,Tanker,BOTANY,MELBOURNE,2
4,Tanker,MELBOURNE,NEW PLYMOUTH,2
4,Tanker,MACKAY,BRISBANE,2
4,Tanker,BRISBANE,NEWCASTLE,2
4,Tanker,GWANGYANG,TAURANGA,2
4,Tanker,MACKAY,DAESAN,2
4,Tanker,ONSAN,CRIB POINT,2
4,Tanker,SINGAPORE,MELBOURNE,2
4,Tanker,MELBOURNE,GEELONG,2
4,Tanker,NEWCASTLE,MELBOURNE,2
4,Tanker,SUZHOU,CHENGXI,2
4,Tanker,SUZHOU,ONSAN,2
4,Tanker,CRIB POINT,NEW PLYMOUTH,2
4,Tanker,SHANGHAI,SUZHOU,2
4,Tanker,SUZHOU,YOSU,2
4,Tanker,BOTANY,BRISBANE,2
4,Tanker,NOUMEA,ONSAN,1
4,Tanker,ONSAN,SHANGHAI,1
4,Tanker,SHANGHAI,DAESAN,1
4,Tanker,DAESAN,NEW PLYMOUTH,1
4,Tanker,SINGAPORE,BALIKPAPAN,1
4,Tanker,BALIKPAPAN,KARIANGAU,1
4,Tanker,KARIANGAU,SINGAPORE,1
4,Tanker,SINGAPORE,HO CHI MINH,1
4,Tanker,HO CHI MINH,HO CHI MINH CITY,1
4,Tanker,HO CHI MINH CITY,SRIRACHA,1
4,Tanker,SRIRACHA,MAP TA PHUT,1
4,Tanker,MAP TA PHUT,SINGAPORE,1
4,Tanker,GEELONG,SYDNEY,1
4,Tanker,SYDNEY,YOSU,1
4,Tanker,KAKINADA,KLANG,1
4,Tanker,SINGAPORE,MACKAY,1
4,Tanker,MACKAY,NEWCASTLE,1
4,Tanker,NEWCASTLE,BOTANY,1
4,Tanker,BOTANY,TAURANGA,1
4,Tanker,SINGAPORE,TOKUYAMAKUDAMATSU,1
4,Tanker,TOKUYAMAKUDAMATSU,DAESAN,1
4,Tanker,YOSU,LYTTELTON,1
4,Tanker,CAIRNS,BRISBANE,1
4,Tanker,YOSU,TOKYO,1
4,Tanker,SHANGHAI,KIRTEH OIL,1
4,Tanker,KIRTEH OIL,ZHUHAI,1
4,Tanker,ZHUHAI,GUISHAN,1
4,Tanker,GUISHAN,ONSAN,1
4,Tanker,SINGAPORE,KUANTAN,1
4,Tanker,KUANTAN,SINGAPORE,1
4,Tanker,MAILIAO,ONSAN,1
4,Tanker,ONSAN,WAKAYAMA,1
4,Tanker,WAKAYAMA,MELBOURNE,1
4,Tanker,SINGAPORE,HAY POINT,1
4,Tanker,NEWCASTLE,TAURANGA,1
4,Tanker,SINGAPORE,BEIHAI,1
4,Tanker,BEIHAI,SRIRACHA,1
4,Tanker,SRIRACHA,SINGAPORE,1
4,Tanker,SINGAPORE,QINZHOU,1
4,Tanker,QINZHOU,KEMAMAN,1
4,Tanker,KEMAMAN,LYTTELTON,1
4,Tanker,TANJUNG PELEPAS,GEELONG,1
4,Tanker,GEELONG,ADELAIDE,1
4,Tanker,ADELAIDE,SINGAPORE,1
4,Tanker,SINGAPORE,TANJUNG PELEPAS,1
4,Tanker,TANJUNG PELEPAS,TAURANGA,1
4,Tanker,NEWCASTLE,VAVOUTO,1
4,Tanker,VAVOUTO,TOKYO,1
4,Tanker,TOKYO,WAKAYAMA,1
4,Tanker,WAKAYAMA,NEWCASTLE,1
4,Tanker,NEWCASTLE,PORT CHALMERS,1
4,Tanker,TOWNSVILLE,HAY POINT,1
4,Tanker,ONSAN,BATANGAS,1
4,Tanker,BATANGAS,CAGAYAN DE ORO,1
4,Tanker,CAGAYAN DE ORO,DAESAN,1
4,Tanker,SINGAPORE,MAPTAPHUT,1
4,Tanker,MAPTAPHUT,MAP TA PHUT,1
4,Tanker,MAP TA PHUT,ONSAN,1
4,Tanker,CRIB POINT,BOTANY,1
4,Tanker,BOTANY,NEW PLYMOUTH,1
4,Tanker,OSAKA,GLADSTONE,1
4,Tanker,GLADSTONE,FISHERMANS LANDING,1
4,Tanker,FISHERMANS LANDING,SINGAPORE,1
4,Tanker,GEELONG,BOTANY,1
4,Tanker,BOTANY,CAIRNS,1
4,Tanker,CAIRNS,MACKAY,1
4,Tanker,MACKAY,TAURANGA,1
4,Tanker,GEELONG,SINGAPORE,1
4,Tanker,BOTANY,NAPIER,1
4,Tanker,YOKKAICHI,TOKYO,1
4,Tanker,ONSAN,YOSU,1
4,Tanker,TOWNSVILLE,BRISBANE,1
4,Tanker,BRISBANE,DAESAN,1
4,Tanker,NOUMEA,NAPA NAPA,1
4,Tanker,NAPA NAPA,YOKKAICHI,1
4,Tanker,KEMAMAN,KLANG,1
4,Tanker,MELBOURNE,TAURANGA,1
4,Tanker,MACKAY,TOWNSVILLE,1
4,Tanker,CAIRNS,SINGAPORE,1
4,Tanker,NEWCASTLE,ONSAN,1
4,Tanker,YOSU,APRA HARBOR,1
4,Tanker,APRA HARBOR,YOKKAICHI,1
4,Tanker,VUDA,SUVA,1
4,Tanker,NOUMEA,SINGAPORE,1
4,Tanker,CHENGXI,GAMCHEON,1
4,Tanker,GAMCHEON,ONSAN,1
4,Tanker,ONSAN,BELL BAY,1
4,Tanker,BELL BAY,ADELAIDE,1
4,Tanker,ADELAIDE,NEW PLYMOUTH,1
4,Tanker,BOTANY,CRIB POINT,1
4,Tanker,GWANGYANG,YOSU,1
4,Tanker,ONSAN,BRISBANE,1
4,Tanker,YIZHENG,SUZHOU,1
4,Tanker,JEBEL ALI,SINGAPORE,1
4,Tanker,SINGAPORE,YOSU,1
4,Tanker,GWANGYANG,DAESAN,1
4,Tanker,YOSU,BRISBANE,1
4,Tanker,BRISBANE,TAURANGA,1
4,Tanker,DARWIN,EVANS LANDING,1
4,Tanker,EVANS LANDING,GOVE,1
4,Tanker,GOVE,YOKKAICHI,1
4,Tanker,YOKKAICHI,YOSU,1
4,Tanker,SINGAPORE,KLANG,1
4,Tanker,MELBOURNE,NEWCASTLE,1
4,Tanker,NEWCASTLE,TOWNSVILLE,1
4,Tanker,TOWNSVILLE,TAURANGA,1
4,Tanker,SINGAPORE,MUARA,1
4,Tanker,MUARA,MUARA HARBOR,1
4,Tanker,MUARA HARBOR,HEDLAND,1
4,Tanker,HEDLAND,SINGAPORE,1
4,Tanker,HEDLAND,ZHANGZHOU,1
4,Tanker,ZHANGZHOU,DAESAN,1
4,Tanker,ONSAN,GLADSTONE,1
4,Tanker,MACKAY,SINGAPORE,1
4,Tanker,SINGAPORE,NEW PLYMOUTH,1
4,Tanker,YOSU,DAESAN,1
4,Tanker,DAESAN,SINGAPORE,1
4,Tanker,VUDA,NOUMEA,1
4,Tanker,NOUMEA,BLADIN POINT,1
4,Tanker,BLADIN POINT,SINGAPORE,1
4,Tanker,SINGAPORE,DAESAN,1
4,Tanker,DAESAN,YOKKAICHI,1
4,Tanker,YOSU,BATANGAS,1
4,Tanker,BATANGAS,DAESAN,1
4,Tanker,TAICHUNG,ONSAN,1
4,Tanker,ONSAN,YANTAI,1
4,Tanker,YANTAI,SINGAPORE,1
4,Tanker,CHENGXI,ONSAN,1
4,Tanker,"GRESIK, JAVA",LIANYUNGANG,1
4,Tanker,LIANYUNGANG,SHANGHAI,1
4,Tanker,SHANGHAI,ONSAN,1
4,Tanker,ONSAN,KURE,1
4,Tanker,KURE,OSAKA,1
4,Tanker,OSAKA,TAURANGA,1
4,Tanker,SINGAPORE,NEWCASTLE,1
4,Tanker,MELBOURNE,TIMARU,1
4,Tanker,BRISBANE,KURNELL,1
4,Tanker,KURNELL,YOSU,1
4,Tanker,GWANGYANG,ONSAN,1
