cluster,vessel_type,port_i,port_j,n_obs
0,Bulker,SHANGHAI,SUZHOU,5
0,Bulker,INCHEON,GAMCHEON,3
0,Bulker,GAMCHEON,YOKKAICHI,3
0,Bulker,YOKKAICHI,YOKOHAMA,3
0,Bulker,INCHEON,SHANGHAI,3
0,Bulker,CHENGXI,YIZHENG,3
0,Bulker,GLADSTONE,SOUTH TREES,3
0,Bulker,KAOHSIUNG,INCHEON,2
0,Bulker,YOKOHAMA,LYTTELTON,2
0,Bulker,SUZHOU,YOSU,2
0,Bulker,SHANGHAI,CHENGXI,2
0,Bulker,YIZHENG,GLADSTONE,2
0,Bulker,SOUTH TREES,NEWCASTLE,2
0,Bulker,NEWCASTLE,BELL BAY,2
0,Bulker,SUZHOU,QINGDAO,2
0,Bulker,YOKOHAMA,GLADSTONE,1
0,Bulker,GLADSTONE,TAURANGA,1
0,Bulker,TIANJIN,DAESAN,1
0,Bulker,DAESAN,INCHEON,1
0,Bulker,FANGCHENGGANG,KAOHSIUNG,1
0,Bulker,SUZHOU,CHENGXI,1
0,Bulker,CHENGXI,BATANGAS,1
0,Bulker,BATANGAS,WELLINGTON,1
0,Bulker,YOSU,SAIKI,1
0,Bulker,SAIKI,TSUKUMI,1
0,Bulker,TSUKUMI,TAURANGA,1
0,Bulker,INCHEON,SUZHOU,1
0,Bulker,YOSU,"KANDA, FUKUOKA",1
0,Bulker,"KANDA, FUKUOKA",KANDA,1
0,Bulker,KANDA,AUCKLAND,1
0,Bulker,YIZHENG,NEWCASTLE,1
0,Bulker,NEWCASTLE,GLADSTONE,1
0,Bulker,SOUTH TREES,TAURANGA,1
0,Bulker,BELL BAY,GISBORNE,1
0,Bulker,PYEONGTAEK,DANGJIN,1
0,Bulker,DANGJIN,GWANGYANG,1
0,Bulker,GWANGYANG,CHENNAI,1
0,Bulker,CHENNAI,SINGAPORE,1
0,Bulker,SINGAPORE,BUNBURY,1
0,Bulker,BUNBURY,AUCKLAND,1
0,Bulker,QINGDAO,ONSAN,1
0,Bulker,ONSAN,NAPIER,1
0,Bulker,QINGDAO,TAURANGA,1
0,Bulker,SINGAPORE,KLANG,1
0,Bulker,KLANG,SINGAPORE,1
0,Bulker,SINGAPORE,DAMPIER,1
0,Bulker,DAMPIER,NAPIER,1
0,Bulker,ZHUHAI,GUANGZHOU,1
0,Bulker,GUANGZHOU,TOWNSVILLE,1
0,Bulker,TOWNSVILLE,HAY POINT,1
0,Bulker,HAY POINT,MACKAY,1
0,Bulker,MACKAY,AUCKLAND,1
0,Bulker,SUZHOU,YANGZHOU,1
0,Bulker,YANGZHOU,CHENGXI,1
0,Bulker,CHENGXI,DALIAN,1
0,Bulker,DALIAN,TAURANGA,1
0,Bulker,SINGAPORE,FUJAIRAH,1
0,Bulker,FUJAIRAH,AJMAN,1
0,Bulker,AJMAN,SHARJAH,1
0,Bulker,SHARJAH,AL JUBAYL,1
0,Bulker,AL JUBAYL,SINGAPORE,1
0,Bulker,SINGAPORE,TAURANGA,1
0,Bulker,BELL BAY,NAPIER,1
0,Bulker,CHENGXI,YANGZHOU,1
0,Bulker,YANGZHOU,YOSU,1
0,Bulker,YOSU,NEW PLYMOUTH,1
0,Bulker,OSAKA,HIMEJI,1
0,Bulker,HIMEJI,"KANDA, FUKUOKA",1
0,Bulker,"KANDA, FUKUOKA",MOJI,1
0,Bulker,MOJI,ONSAN,1
0,Bulker,ONSAN,LIANYUNGANG,1
0,Bulker,LIANYUNGANG,WELLINGTON,1
0,Container,BRISBANE,AUCKLAND,122
0,Container,GUANGZHOU,KAOHSIUNG,98
0,Container,HONG KONG,BRISBANE,94
0,Container,SHENZHEN,HONG KONG,89
0,Container,ZHOUSHAN,GUANGZHOU,87
0,Container,SHANGHAI,ZHOUSHAN,84
0,Container,SHANGHAI,SHENZHEN,82
0,Container,KAOHSIUNG,AUCKLAND,79
0,Container,OSAKA,BUSAN NEW,78
0,Container,KEELUNG,SHANGHAI,76
0,Container,BUSAN NEW,SHANGHAI,75
0,Container,TANJUNG PELEPAS,SINGAPORE,68
0,Container,BRISBANE,BOTANY,64
0,Container,HONG KONG,KEELUNG,59
0,Container,SINGAPORE,TANJUNG PELEPAS,55
0,Container,BOTANY,AUCKLAND,54
0,Container,NEW PRIOK,BRISBANE,45
0,Container,SRIRACHA,SINGAPORE,42
0,Container,NOUMEA,AUCKLAND,37
0,Container,BOTANY,TAURANGA,29
0,Container,SINGAPORE,NEW PRIOK,27
0,Container,HONG KONG,GUANGZHOU,25
0,Container,QINGDAO,SHANGHAI,24
0,Container,SINGAPORE,BOTANY,24
0,Container,SHANGHAI,NINGBO,21
0,Container,TANJUNG PELEPAS,NEW PRIOK,20
0,Container,KAOHSIUNG,BRISBANE,20
0,Container,SHANGHAI,HONG KONG,19
0,Container,HONIARA,NOUMEA,18
0,Container,SINGAPORE,BRISBANE,17
0,Container,BOTANY,MELBOURNE,17
0,Container,YOKOHAMA,OSAKA,16
0,Container,ZHOUSHAN,HONG KONG,15
0,Container,NINGBO,ZHOUSHAN,14
0,Container,MELBOURNE,AUCKLAND,13
0,Container,SUVA,AUCKLAND,13
0,Container,OSAKA,GAMCHEON,13
0,Container,GAMCHEON,GUANGZHOU,13
0,Container,LAE,RABAUL,13
0,Container,SINGAPORE,SRIRACHA,12
0,Container,TANJUNG PELEPAS,BRISBANE,12
0,Container,LAUTOKA,SUVA,12
0,Container,MOTUKEA ISLAND,NOUMEA,12
0,Container,MELBOURNE,TANJUNG PELEPAS,11
0,Container,NOUMEA,LAUTOKA,11
0,Container,GAMCHEON,LAE,11
0,Container,BRISBANE,TANJUNG PELEPAS,10
0,Container,BRISBANE,TAURANGA,10
0,Container,GUANGZHOU,HONG KONG,10
0,Container,SINGAPORE,NOUMEA,10
0,Container,LAE,MOTUKEA ISLAND,10
0,Container,GUANGZHOU,BRISBANE,8
0,Container,BUSAN NEW,LAE,8
0,Container,GUANGZHOU,LAE,8
0,Container,ZHOUSHAN,QINGDAO,8
0,Container,GUANGZHOU,AUCKLAND,8
0,Container,SHENZHEN,XIAMEN,7
0,Container,XIAMEN,SHANGHAI,7
0,Container,NINGBO,BOTANY,7
0,Container,KLANG,SINGAPORE,7
0,Container,GUANGZHOU,HONIARA,7
0,Container,RABAUL,HONIARA,7
0,Container,MELBOURNE,BOTANY,6
0,Container,TOKYO,OSAKA,6
0,Container,OSAKA,SHANGHAI,6
0,Container,NAPA NAPA,MOTUKEA ISLAND,6
0,Container,SUZHOU,GAMCHEON,6
0,Container,SHANGHAI,MAJISTAN,5
0,Container,HONG KONG,AUCKLAND,5
0,Container,HONG KONG,SHANGHAI,5
0,Container,SHANGHAI,GUANGZHOU,5
0,Container,RABAUL,NOUMEA,5
0,Container,LAEM CHABANG,TANJUNG PELEPAS,4
0,Container,SINGAPORE,FREMANTLE,4
0,Container,SRIRACHA,TANJUNG PELEPAS,4
0,Container,FREMANTLE,TANJUNG PELEPAS,4
0,Container,BOTANY,NELSON,4
0,Container,NINGBO,GUANGZHOU,4
0,Container,LAE,SRIRACHA,4
0,Container,LAE,NAPA NAPA,4
0,Container,QINGDAO,BUSAN NEW,3
0,Container,TANJUNG PELEPAS,BOTANY,3
0,Container,BUSAN NEW,ZHOUSHAN,3
0,Container,NINGBO,MAJISTAN,3
0,Container,HONG KONG,KAOHSIUNG,3
0,Container,BRISBANE,SINGAPORE,3
0,Container,SINGAPORE,KLANG,3
0,Container,BRISBANE,KLANG,3
0,Container,FREMANTLE,ADELAIDE,3
0,Container,ADELAIDE,MELBOURNE,3
0,Container,BOTANY,LYTTELTON,3
0,Container,ZHOUSHAN,SHANGHAI,3
0,Container,MELBOURNE,TAURANGA,3
0,Container,TIANJIN,QINGDAO,3
0,Container,HONG KONG,BATANGAS,3
0,Container,LIHIR,SRIRACHA,3
0,Container,NOUMEA,SUVA,3
0,Container,SUVA,LAUTOKA,3
0,Container,LAUTOKA,AUCKLAND,3
0,Container,SINGAPORE,VILA,3
0,Container,VILA,NOUMEA,3
0,Container,HONG KONG,QINGDAO,3
0,Container,HONG KONG,ZHUHAI,3
0,Container,ZHUHAI,GUANGZHOU,3
0,Container,FREMANTLE,MELBOURNE,2
0,Container,ZHOUSHAN,SHENZHEN,2
0,Container,SINGAPORE,AUCKLAND,2
0,Container,BRISBANE,NAPIER,2
0,Container,SINGAPORE,SHANGHAI,2
0,Container,GAMCHEON,SHANGHAI,2
0,Container,HONG KONG,XIAMEN,2
0,Container,XIAMEN,NINGBO,2
0,Container,ZHOUSHAN,NINGBO,2
0,Container,GUANGZHOU,XIAMEN,2
0,Container,ESPERANCE,TANJUNG PELEPAS,2
0,Container,BRISBANE,WELLINGTON,2
0,Container,KLANG,AUCKLAND,2
0,Container,MELBOURNE,ADELAIDE,2
0,Container,ADELAIDE,TAURANGA,2
0,Container,MAJISTAN,GUANGZHOU,2
0,Container,BOTANY,WELLINGTON,2
0,Container,KWINANA,FREMANTLE,2
0,Container,MELBOURNE,BRISBANE,2
0,Container,TANJUNG PELEPAS,ADELAIDE,2
0,Container,ADELAIDE,BOTANY,2
0,Container,NINGBO,SHENZHEN,2
0,Container,MAJISTAN,SHANGHAI,2
0,Container,SINGAPORE,LAEM CHABANG,2
0,Container,MELBOURNE,PORT CHALMERS,2
0,Container,BRISBANE,NOUMEA,2
0,Container,SINGAPORE,MELBOURNE,2
0,Container,MAJISTAN,HONG KONG,2
0,Container,BATANGAS,AUCKLAND,2
0,Container,BRISBANE,NELSON,2
0,Container,BOTANY,TANJUNG PELEPAS,2
0,Container,SHANGHAI,SINGAPORE,2
0,Container,SINGAPORE,NAPA NAPA,2
0,Container,MOTUKEA ISLAND,LAE,2
0,Container,BRISBANE,MELBOURNE,2
0,Container,KAOHSIUNG,SRIRACHA,2
0,Container,SRIRACHA,YOKOHAMA,2
0,Container,GAMCHEON,NOUMEA,2
0,Container,SUZHOU,YOKOHAMA,2
0,Container,MOTUKEA ISLAND,HONIARA,2
0,Container,KAOHSIUNG,YOKOHAMA,2
0,Container,SHANGHAI,SUZHOU,2
0,Container,LAE,HONIARA,2
0,Container,SRIRACHA,SUZHOU,2
0,Container,YOKOHAMA,GAMCHEON,2
0,Container,NINGBO,AUCKLAND,2
0,Container,BOTANY,BRISBANE,2
0,Container,MELBOURNE,BELL BAY,2
0,Container,BELL BAY,BOTANY,2
0,Container,HONG KONG,ZHOUSHAN,2
0,Container,GUANGZHOU,TAURANGA,2
0,Container,SHANGHAI,QINGDAO,2
0,Container,QINGDAO,ZHOUSHAN,2
0,Container,MELBOURNE,LYTTELTON,2
0,Container,NINGBO,SHANGHAI,2
0,Container,HONG KONG,MELBOURNE,2
0,Container,HO CHI MINH CITY,GUANGZHOU,1
0,Container,GUANGZHOU,SHENZHEN,1
0,Container,SHENZHEN,FREMANTLE,1
0,Container,BUSAN NEW,SINGAPORE,1
0,Container,BUSAN NEW,GWANGYANG,1
0,Container,GWANGYANG,SHANGHAI,1
0,Container,BUSAN NEW,QINGDAO,1
0,Container,FREMANTLE,KWINANA,1
0,Container,KWINANA,MELBOURNE,1
0,Container,GUANGZHOU,QINGDAO,1
0,Container,QINGDAO,NINGBO,1
0,Container,MAJISTAN,KLANG,1
0,Container,GUANGZHOU,ZHUHAI,1
0,Container,ZHUHAI,KAOHSIUNG,1
0,Container,NAHA,GUANGZHOU,1
0,Container,GUANGZHOU,GAMCHEON,1
0,Container,SHANGHAI,AUCKLAND,1
0,Container,HONG KONG,DAVAO,1
0,Container,DAVAO,BRISBANE,1
0,Container,BUSAN NEW,SRIRACHA,1
0,Container,BRISBANE,SHENZHEN,1
0,Container,NINGBO,MELBOURNE,1
0,Container,FREMANTLE,NELSON,1
0,Container,XIAMEN,SHENZHEN,1
0,Container,SUZHOU,NINGBO,1
0,Container,NINGBO,TARAWA,1
0,Container,TARAWA,FUNAFUTI,1
0,Container,FUNAFUTI,LAUTOKA,1
0,Container,KLANG,BUSAN NEW,1
0,Container,MAJISTAN,SINGAPORE,1
0,Container,QINGDAO,GUANGZHOU,1
0,Container,DANZHOU,QINGDAO,1
0,Container,BRISBANE,LYTTELTON,1
0,Container,GUANGZHOU,BOTANY,1
0,Container,OSAKA,YOKOHAMA,1
0,Container,YOKOHAMA,YOSU,1
0,Container,YOSU,ZHOUSHAN,1
0,Container,ZHUHAI,SRIRACHA,1
0,Container,NEW PRIOK,KWINANA,1
0,Container,MELBOURNE,NAPIER,1
0,Container,BUSAN,SHANGHAI,1
0,Container,KLANG,MELBOURNE,1
0,Container,MELBOURNE,KEMBLA,1
0,Container,KEMBLA,BOTANY,1
0,Container,QINGDAO,MAJISTAN,1
0,Container,BUSAN NEW,FUKUOKA,1
0,Container,FUKUOKA,MOJI,1
0,Container,MOJI,SHANGHAI,1
0,Container,SHANGHAI,MANILA,1
0,Container,MANILA,BOTANY,1
0,Container,BOTANY,TIMARU,1
0,Container,BOTANY,NAPIER,1
0,Container,KAOHSIUNG,LYTTELTON,1
0,Container,JEBEL ALI,DUQM,1
0,Container,DUQM,MINA RAYSUT,1
0,Container,MINA RAYSUT,TANJUNG PELEPAS,1
0,Container,SINGAPORE,CAIRNS,1
0,Container,CAIRNS,BOTANY,1
0,Container,FREMANTLE,TAURANGA,1
0,Container,MELBOURNE,NEW PRIOK,1
0,Container,NEW PRIOK,TANJUNG PELEPAS,1
0,Container,BOTANY,SINGAPORE,1
0,Container,TANJUNG PELEPAS,MELBOURNE,1
0,Container,NINGBO,HONG KONG,1
0,Container,XIAMEN,MELBOURNE,1
0,Container,MAJISTAN,BRISBANE,1
0,Container,HONG KONG,TANJUNG PELEPAS,1
0,Container,SINGAPORE,TIBAR BAY,1
0,Container,TIBAR BAY,TOWNSVILLE,1
0,Container,TOWNSVILLE,BRISBANE,1
0,Container,NOUMEA,TAURANGA,1
0,Container,PYEONGTAEK,TIANJIN,1
0,Container,TIANJIN,GUANGZHOU,1
0,Container,GUANGZHOU,HO CHI MINH CITY,1
0,Container,HO CHI MINH CITY,ZHOUSHAN,1
0,Container,KLANG,LAE,1
0,Container,LAE,ORO BAY,1
0,Container,ORO BAY,ALOTOA,1
0,Container,ALOTOA,TOWNSVILLE,1
0,Container,TOWNSVILLE,AUCKLAND,1
0,Container,XIAMEN,BRISBANE,1
0,Container,KLANG,FREMANTLE,1
0,Container,KEELUNG,HONG KONG,1
0,Container,BOTANY,SRIRACHA,1
0,Container,BUSAN NEW,YOSU,1
0,Container,YOSU,SHANGHAI,1
0,Container,BUSAN NEW,GAMCHEON,1
0,Container,NEW PRIOK,FREMANTLE,1
0,Container,BOTANY,NINGBO,1
0,Container,JEBEL ALI,FUJAIRAH,1
0,Container,FUJAIRAH,SINGAPORE,1
0,Container,LAE,TAURANGA,1
0,Container,KEELUNG,ZHOUSHAN,1
0,Container,ZHOUSHAN,BUSAN NEW,1
0,Container,BUSAN NEW,SHENZHEN,1
0,Container,NINGBO,BATANGAS,1
0,Container,BATANGAS,BRISBANE,1
0,Container,MOTUKEA ISLAND,AUCKLAND,1
0,Container,SINGAPORE,KIMBE,1
0,Container,KIMBE,NOUMEA,1
0,Container,MADANG,SRIRACHA,1
0,Container,NOUMEA,SRIRACHA,1
0,Container,FUZHOU,BUSAN NEW,1
0,Container,MOTUKEA ISLAND,SRIRACHA,1
0,Container,GUANGZHOU,MANILA,1
0,Container,MANILA,HONIARA,1
0,Container,PRONY BAY,KAOHSIUNG,1
0,Container,GAMCHEON,SUVA,1
0,Container,YOKOHAMA,BUSAN NEW,1
0,Container,RABAUL,MOTUKEA ISLAND,1
0,Container,VUNG TAU,GAMCHEON,1
0,Container,KAOHSIUNG,SUZHOU,1
0,Container,NOUMEA,PRONY BAY,1
0,Container,PRONY BAY,AUCKLAND,1
0,Container,SUZHOU,QINGDAO,1
0,Container,QINGDAO,GAMCHEON,1
0,Container,GUANGZHOU,BASAMUK,1
0,Container,BASAMUK,LAE,1
0,Container,BATANGAS,TAGOLOAN,1
0,Container,TAGOLOAN,"LAPU-LAPU, CEBU",1
0,Container,"LAPU-LAPU, CEBU",HONG KONG,1
0,Container,HONG KONG,NINGBO,1
0,Container,BRISBANE,NINGBO,1
0,Container,BOTANY,SYDNEY,1
0,Container,SYDNEY,AUCKLAND,1
0,Container,SHANGHAI,XIAMEN,1
0,Container,XIAMEN,GUANGZHOU,1
0,Container,GUANGZHOU,TANJUNG PELEPAS,1
0,Container,MELBOURNE,KLANG,1
0,Container,DILI,SINGAPORE,1
0,Container,HONIARA,TAURANGA,1
0,Container,KAMPONG SAOM,LAEM CHABANG,1
0,Container,LAEM CHABANG,SINGAPORE,1
0,Container,KAOHSIUNG,BOTANY,1
0,Container,LAEM CHABANG,HO CHI MINH CITY,1
0,Container,HO CHI MINH CITY,BOTANY,1
0,Container,DALIAN,QINGDAO,1
0,Container,KAOHSIUNG,TAURANGA,1
0,Container,SHANGHAI,YOSU,1
0,Container,YOSU,SINGAPORE,1
0,Container,LAEM CHABANG,QINZHOU,1
0,Container,QINZHOU,NINGBO,1
0,Container,SRIRACHA,GUANGZHOU,1
0,Container,QINGDAO,BRISBANE,1
0,Container,MANILA,QINGDAO,1
0,Container,BUSAN NEW,NINGBO,1
0,Container,NINGBO,BRISBANE,1
0,Container,NINGBO,XIAMEN,1
0,Container,XIAMEN,HONG KONG,1
0,Container,NINGBO,BUSAN NEW,1
0,Container,BUSAN NEW,BRISBANE,1
0,Container,YOKKAICHI,YOKOHAMA,1
0,Container,YOKOHAMA,SINGAPORE,1
0,Container,SINGAPORE,GLADSTONE,1
0,Container,GLADSTONE,BRISBANE,1
0,Container,ZHOUSHAN,TANJUNG PELEPAS,1
0,General Cargo,BRISBANE,AUCKLAND,6
0,General Cargo,SINGAPORE,FREMANTLE,5
0,General Cargo,SUVA,AUCKLAND,5
0,General Cargo,SHANGHAI,SUZHOU,4
0,General Cargo,SRIRACHA,SINGAPORE,4
0,General Cargo,FREMANTLE,ADELAIDE,3
0,General Cargo,ADELAIDE,MELBOURNE,3
0,General Cargo,SINGAPORE,NEW PRIOK,3
0,General Cargo,NOUMEA,SUVA,3
0,General Cargo,SUVA,LAUTOKA,3
0,General Cargo,LAUTOKA,AUCKLAND,3
0,General Cargo,TOWNSVILLE,NEW PRIOK,2
0,General Cargo,YOKKAICHI,YOKOHAMA,2
0,General Cargo,YOKKAICHI,OSAKA,2
0,General Cargo,HIROSHIMA,SUVA,2
0,General Cargo,MELBOURNE,KEMBLA,2
0,General Cargo,KEMBLA,BRISBANE,2
0,General Cargo,BUSAN NEW,SHANGHAI,2
0,General Cargo,SHANGHAI,SHENZHEN,2
0,General Cargo,SHENZHEN,HONG KONG,2
0,General Cargo,HONG KONG,BRISBANE,2
0,General Cargo,NEW PRIOK,"GRESIK, JAVA",2
0,General Cargo,HO CHI MINH,HO CHI MINH CITY,2
0,General Cargo,SINGAPORE,NOUMEA,2
0,General Cargo,KWINANA,FREMANTLE,2
0,General Cargo,FREMANTLE,NAPIER,2
0,General Cargo,NEW PRIOK,RANGAI,1
0,General Cargo,RANGAI,SINGAPORE,1
0,General Cargo,FREMANTLE,MELBOURNE,1
0,General Cargo,MELBOURNE,NAPIER,1
0,General Cargo,SUZHOU,INCHEON,1
0,General Cargo,INCHEON,GAMCHEON,1
0,General Cargo,GAMCHEON,YOKKAICHI,1
0,General Cargo,YOKOHAMA,LYTTELTON,1
0,General Cargo,YOKOHAMA,KISARAZU,1
0,General Cargo,KISARAZU,YOKKAICHI,1
0,General Cargo,OSAKA,HIROSHIMA,1
0,General Cargo,YOKKAICHI,MIKAWA,1
0,General Cargo,MIKAWA,OSAKA,1
0,General Cargo,OSAKA,MIZUSHIMA,1
0,General Cargo,MIZUSHIMA,HIROSHIMA,1
0,General Cargo,YOKOHAMA,TOKYO,1
0,General Cargo,TOKYO,SHANGHAI,1
0,General Cargo,SHANGHAI,QINGDAO,1
0,General Cargo,QINGDAO,HONG KONG,1
0,General Cargo,HONG KONG,GUANGZHOU,1
0,General Cargo,GUANGZHOU,TAURANGA,1
0,General Cargo,LAEM CHABANG,SINGAPORE,1
0,General Cargo,MELBOURNE,BRISBANE,1
0,General Cargo,KISARAZU,YOKOHAMA,1
0,General Cargo,YOKOHAMA,YOKKAICHI,1
0,General Cargo,OSAKA,SUVA,1
0,General Cargo,CHENNAI,SINGAPORE,1
0,General Cargo,"GRESIK, JAVA",ALMA,1
0,General Cargo,ALMA,NEWCASTLE,1
0,General Cargo,NEWCASTLE,PORT CHALMERS,1
0,General Cargo,TANJUNG UBAN,NEW PRIOK,1
0,General Cargo,"GRESIK, JAVA",DARWIN,1
0,General Cargo,DARWIN,HAY POINT,1
0,General Cargo,HAY POINT,MACKAY,1
0,General Cargo,MACKAY,PORT CHALMERS,1
0,General Cargo,HO CHI MINH CITY,TANJUNG UBAN,1
0,General Cargo,TANJUNG UBAN,SINGAPORE,1
0,General Cargo,SINGAPORE,BURNIE,1
0,General Cargo,BURNIE,KEMBLA,1
0,General Cargo,KEMBLA,AUCKLAND,1
0,General Cargo,SHANGHAI,TIANJIN,1
0,General Cargo,TIANJIN,BRISBANE,1
0,General Cargo,BRISBANE,KEMBLA,1
0,General Cargo,KEMBLA,MELBOURNE,1
0,General Cargo,MELBOURNE,AUCKLAND,1
0,General Cargo,OSAKA,BUSAN NEW,1
0,General Cargo,BRISBANE,TAURANGA,1
0,General Cargo,OSAKA,YOKKAICHI,1
0,General Cargo,YOKOHAMA,SUVA,1
0,General Cargo,DAESAN,INCHEON,1
0,General Cargo,INCHEON,QINGDAO,1
0,General Cargo,QINGDAO,SUZHOU,1
0,General Cargo,SUZHOU,NAPIER,1
0,General Cargo,INCHEON,SHANGHAI,1
0,General Cargo,SUZHOU,QINGDAO,1
0,General Cargo,QINGDAO,ONSAN,1
0,General Cargo,ONSAN,TAURANGA,1
0,General Cargo,MACKAY,WYNDHAM,1
0,General Cargo,WYNDHAM,LIANYUNGANG,1
0,General Cargo,LIANYUNGANG,SHANGHAI,1
0,General Cargo,SUZHOU,KEELUNG,1
0,General Cargo,KEELUNG,GISBORNE,1
0,General Cargo,SUZHOU,TIANJIN,1
0,General Cargo,TIANJIN,NEWCASTLE,1
0,General Cargo,NEWCASTLE,SYDNEY,1
0,General Cargo,SYDNEY,BRISBANE,1
0,General Cargo,TIANJIN,SUZHOU,1
0,General Cargo,SUZHOU,MOJI,1
0,General Cargo,MOJI,YAHATA,1
0,General Cargo,YAHATA,GAMCHEON,1
0,General Cargo,GAMCHEON,EDEN,1
0,General Cargo,EDEN,AUCKLAND,1
0,General Cargo,ENNORE,KAMARAJAR,1
0,General Cargo,KAMARAJAR,SINGAPORE,1
0,General Cargo,NEW PRIOK,DARWIN,1
0,General Cargo,DARWIN,BRISBANE,1
0,General Cargo,NOUMEA,LAUTOKA,1
0,General Cargo,LAUTOKA,SUVA,1
0,General Cargo,NEW PRIOK,NOUMEA,1
0,General Cargo,SINGAPORE,KIMBE,1
0,General Cargo,KIMBE,NOUMEA,1
0,General Cargo,DARWIN,RANGAI,1
0,General Cargo,RANGAI,BELAWAN,1
0,General Cargo,BELAWAN,SINGAPORE,1
0,General Cargo,SINGAPORE,KWINANA,1
0,General Cargo,SUZHOU,CHENGXI,1
0,General Cargo,CHENGXI,GAMCHEON,1
0,General Cargo,GAMCHEON,"KANDA, FUKUOKA",1
0,General Cargo,"KANDA, FUKUOKA",KANDA,1
0,General Cargo,KANDA,BRISBANE,1
0,General Cargo,BRISBANE,PORT CHALMERS,1
0,General Cargo,HO CHI MINH CITY,MAP TA PHUT,1
0,General Cargo,MAP TA PHUT,SINGAPORE,1
0,General Cargo,SINGAPORE,SURABAYA,1
0,General Cargo,SURABAYA,"GRESIK, JAVA",1
0,General Cargo,"GRESIK, JAVA",PORT CHALMERS,1
0,General Cargo,TOWNSVILLE,HAIPHONG,1
0,General Cargo,HAIPHONG,HONG KONG,1
0,General Cargo,HONG KONG,KWINANA,1
0,General Cargo,DALIAN,MANILA,1
0,General Cargo,MANILA,FREEMANTLE,1
0,General Cargo,FREEMANTLE,FREMANTLE,1
0,General Cargo,FREMANTLE,TIMARU,1
0,General Cargo,INCHEON,RIZHAO,1
0,General Cargo,RIZHAO,LANSHAN,1
0,General Cargo,LANSHAN,KAOHSIUNG,1
0,General Cargo,KAOHSIUNG,NAPIER,1
0,General Cargo,NEW PRIOK,SINGAPORE,1
0,General Cargo,FREMANTLE,THI NAI,1
0,General Cargo,THI NAI,VUNG TAU,1
0,General Cargo,VUNG TAU,NAPIER,1
0,General Cargo,BONTANG,TANJUNG LIMAU BONTANG,1
0,General Cargo,TANJUNG LIMAU BONTANG,LAE,1
0,General Cargo,LAE,BELL BAY,1
0,General Cargo,BELL BAY,AUCKLAND,1
0,Other,FREMANTLE,NEW PLYMOUTH,2
0,Other,MAWEI,HONG KONG,1
0,Other,HONG KONG,SEATRIAL,1
0,Other,SEATRIAL,SUBIC BAY,1
0,Other,SUBIC BAY,FREMANTLE,1
0,Other,TIANJIN,YOSU,1
0,Other,YOSU,KWINANA,1
0,Other,KWINANA,FREMANTLE,1
0,Reefer,LA PAZ,AUCKLAND,41
0,Reefer,TOKYO,OSAKA,16
0,Reefer,DAVAO,LA PAZ,14
0,Reefer,OSAKA,FUKUOKA,14
0,Reefer,OSAKA,PYEONGTAEK,12
0,Reefer,BABAK,OSAKA,11
0,Reefer,YOKOHAMA,OSAKA,10
0,Reefer,OSAKA,GAMCHEON,9
0,Reefer,FUKUOKA,LA PAZ,8
0,Reefer,PYEONGTAEK,LA PAZ,8
0,Reefer,YOKKAICHI,BABAK,6
0,Reefer,SHANWAI,NINGBO,6
0,Reefer,BABAK,LA PAZ,5
0,Reefer,PYEONGTAEK,DAVAO,4
0,Reefer,YOKOHAMA,YOKKAICHI,4
0,Reefer,BABAK,TOKYO,4
0,Reefer,TOKYO,YOKKAICHI,4
0,Reefer,KEELUNG,SHANWAI,4
0,Reefer,FUKUOKA,DAVAO,4
0,Reefer,SHANGHAI,SUZHOU,3
0,Reefer,SUZHOU,TAURANGA,3
0,Reefer,OSAKA,DAESAN,3
0,Reefer,DAESAN,PYEONGTAEK,3
0,Reefer,NINGBO,KEELUNG,3
0,Reefer,DAVAO,BABAK,3
0,Reefer,LA PAZ,OSAKA,3
0,Reefer,NINGBO,LA PAZ,3
0,Reefer,GAMCHEON,LA PAZ,3
0,Reefer,BABAK,YOKOHAMA,2
0,Reefer,KEELUNG,BABAK,2
0,Reefer,YOKOHAMA,AUCKLAND,2
0,Reefer,PYEONGTAEK,YOKOHAMA,2
0,Reefer,YOKOHAMA,TAURANGA,2
0,Reefer,YOKKAICHI,SHANGHAI,2
0,Reefer,FUKUOKA,YOKOHAMA,2
0,Reefer,YOKOHAMA,BABAK,2
0,Reefer,YOKOHAMA,TOKYO,2
0,Reefer,GAMCHEON,DAVAO,2
0,Reefer,KEELUNG,DAVAO,2
0,Reefer,LA PAZ,BABAK,2
0,Reefer,BABAK,AUCKLAND,2
0,Reefer,KEELUNG,WENZHOU,2
0,Reefer,WENZHOU,SHANWAI,2
0,Reefer,YOKOHAMA,DAVAO,1
0,Reefer,YOKKAICHI,KEELUNG,1
0,Reefer,GAMCHEON,VOSTOKMORSERVICE,1
0,Reefer,VOSTOKMORSERVICE,YOKOHAMA,1
0,Reefer,GAMCHEON,SHANGHAI,1
0,Reefer,BABAK,FUKUOKA,1
0,Reefer,FUKUOKA,OSAKA,1
0,Reefer,OSAKA,TAURANGA,1
0,Reefer,NAHA,OSAKA,1
0,Reefer,OSAKA,YOKOHAMA,1
0,Reefer,YOKOHAMA,LA PAZ,1
0,Reefer,GAMCHEON,MOJI,1
0,Reefer,MOJI,YOKOHAMA,1
0,Reefer,TOKYO,AUCKLAND,1
0,Reefer,PYEONGTAEK,TAURANGA,1
