voyage_id,vessel_type,cluster,dwt,n_ports,nz_dest_port,total_span_days,p_invasion,pa_mean,pi_mean,pe_mean
1,Bulker,3,40259,6,TAURANGA,44.67631944,0.0003605735,0.9999933999999999,0.55765373,0.000124548
17,Reefer,1,14933,6,TAURANGA,58.97416667,0.0002429003,1.0,0.41437696200000007,0.00011193
20,Reefer,1,14933,7,TAURANGA,54.82541667,0.0002896067,1.0,0.39288941499999996,0.00011632166666666667
27,Reefer,1,12350,6,TAURANGA,29.08951389,0.0002515269,1.0,0.394028832,0.00012564
28,Reefer,1,12350,6,TAURANGA,49.30243056,0.0002255436,1.0,0.38103706,0.00011266600000000001
30,General Cargo,1,16950,5,TAURANGA,47.23440972,0.0002113051,1.0,0.41355833750000004,0.0001256075
32,Reefer,1,16950,5,NELSON,52.28487269,0.0002287906,1.0,0.43766468999999997,0.00013068999999999998
39,Reefer,1,12942,7,GISBORNE,42.89760417,0.0002362205,1.0,0.34228162,0.00011496999999999999
40,Reefer,1,12942,5,TAURANGA,46.47290509,0.0001925047,1.0,0.3763421025,0.0001256075
42,General Cargo,1,20202,6,TAURANGA,58.0180787,0.0002754653,1.0,0.478625408,0.000113774
44,General Cargo,1,16950,5,TAURANGA,57.25924769,0.0002330118,1.0,0.439162305,0.00013276
46,Reefer,1,10713,6,TAURANGA,56.39362269,0.0001974213,1.0,0.353532168,0.00011016400000000001
51,General Cargo,1,13958,7,NELSON,55.70155093,0.00024559,1.0,0.39370975,0.00010941666666666667
54,General Cargo,1,10603,6,NELSON,58.99376157,0.0001932681,1.0,0.363873734,0.000111524
57,Reefer,1,10621,5,TAURANGA,43.58908565,0.0002198342,1.0,0.4263328525,0.00012916000000000002
60,RoRo,0,22815,7,AUCKLAND,20.6037037,0.0004337544,0.9999768333333333,0.601392045,0.00011821333333333335
61,RoRo,0,22815,7,AUCKLAND,18.47052083,0.0004555225,0.9997418333333333,0.613757575,0.00012375333333333334
62,RoRo,0,22815,7,AUCKLAND,46.40021991,0.000416944,0.9999793333333332,0.5383757466666667,0.00012681833333333333
63,RoRo,0,22815,7,AUCKLAND,27.10013889,0.0004056805,0.9999941666666666,0.5414067850000001,0.00012116333333333334
64,RoRo,0,22815,6,AUCKLAND,32.96837963,0.0003925682,0.9999722,0.60352133,0.000128762
65,RoRo,4,22815,6,AUCKLAND,51.71189815,0.0003123374,0.9999752000000001,0.4721283479999999,0.00013244
67,RoRo,0,22815,7,AUCKLAND,23.04440972,0.0004427241,0.9999768333333333,0.59630849,0.00012375333333333334
70,General Cargo,4,7285,5,NAPIER,44.91195602,0.0001522491,1.0,0.324101005,0.0001089575
73,General Cargo,4,7285,6,TIMARU,52.34321759,0.0001831218,0.9999991999999999,0.31252409800000003,0.00011525999999999999
76,General Cargo,0,7285,7,NAPIER,44.1016088,0.0001964312,0.9999998333333333,0.2870564883333333,0.00010219666666666666
79,RoRo,1,21423,7,AUCKLAND,47.67078704,0.0003053452,1.0,0.4028988866666667,0.00011862833333333332
81,RoRo,1,21414,7,AUCKLAND,50.32267361,0.0004093646,0.9999851666666667,0.5111146383333334,0.00013075666666666666
83,Bulker,0,55777,7,TAURANGA,33.1665625,0.000341167,1.0,0.45679137833333333,0.00012155500000000001
85,Bulker,0,55777,7,LYTTELTON,32.45302083,0.0002679456,1.0,0.40991803333333326,0.00011333999999999998
91,Bulker,4,55531,7,TIMARU,47.0594213,0.0003920668,0.9999705,0.50022216,0.00011913833333333333
94,RoRo,0,22514,7,AUCKLAND,19.70775463,0.0004734555,0.9997418333333333,0.6166912866666666,0.00012929333333333334
95,RoRo,0,22514,7,AUCKLAND,21.65342593,0.0004243285,0.9999768333333333,0.5882364566666667,0.00011821333333333335
96,RoRo,0,22514,7,AUCKLAND,40.53422454,0.0003784187,0.9999623333333334,0.5728867833333334,0.00011296666666666668
97,RoRo,0,22514,7,AUCKLAND,23.02310185,0.0004523453,0.9999855000000001,0.5844085933333333,0.00012670333333333333
98,RoRo,0,22514,7,AUCKLAND,18.83603009,0.0004129004,1.0,0.58045077,0.00011533000000000001
99,RoRo,0,22514,7,AUCKLAND,20.94314815,0.0004531374,0.9997418333333333,0.6066300566666666,0.00012375333333333334
100,RoRo,0,22514,7,AUCKLAND,24.02165509,0.0004073201,0.9997418333333333,0.5874253183333333,0.00011267333333333332
101,RoRo,0,22514,7,AUCKLAND,20.84548611,0.0004365731,0.9999768333333333,0.6046769866666667,0.00011821333333333335
113,Container,1,110387,7,TAURANGA,30.63240741,0.0004354823,1.0,0.5622929833333333,0.000128345
114,Container,1,110387,6,TAURANGA,28.43037037,0.0003855689,1.0,0.5921905279999999,0.000129596
115,Container,1,110387,7,TAURANGA,50.47994213,0.00042237,1.0,0.539929475,0.00012998833333333334
116,Container,1,110387,7,TAURANGA,49.23678241,0.000421861,1.0,0.539495485,0.00012998833333333334
117,Container,1,110387,7,TAURANGA,48.67509259,0.0004244277,1.0,0.5426012733333333,0.00012998833333333334
118,Container,1,110387,7,TAURANGA,28.88407407,0.000453908,1.0,0.5862070683333332,0.000128345
121,Container,0,52180,5,TAURANGA,33.62144676,0.0002408162,0.9999945000000001,0.49142057250000004,0.00012217
123,Container,4,52180,5,AUCKLAND,36.62895833,0.0002511137,0.9999825,0.5130860625,0.00012217
125,Container,4,52180,6,NELSON,47.1440625,0.0002361098,0.9999638,0.48190417399999996,9.6876e-05
126,Container,0,52180,7,AUCKLAND,45.20094907,0.0003536898,0.999972,0.47769901000000003,0.000122355
127,Container,4,52180,7,AUCKLAND,56.41273148,0.0003171182,0.9999778333333332,0.43305325,0.00011832333333333335
128,Container,4,52180,5,AUCKLAND,49.59989583,0.0002307633,0.9999825,0.4715426399999999,0.00012217
129,Container,0,52180,7,AUCKLAND,31.6119213,0.0003415246,0.9999778333333332,0.47125118666666665,0.00011850833333333333
146,General Cargo,3,5351,5,NEW PLYMOUTH,50.41706019,0.0001120018,0.9999897499999999,0.2513568375,0.0001053925
147,General Cargo,3,5351,5,NELSON,29.79042824,0.0001322907,0.9999707500000001,0.2640994625,0.00011857
148,General Cargo,1,10334,5,TAURANGA,44.76246528,0.00018012,1.0,0.351844975,0.0001256075
150,General Cargo,1,10334,7,TAURANGA,58.31979167,0.0002207671,1.0,0.31032334666666667,0.00010987333333333334
155,General Cargo,1,10342,7,TAURANGA,50.77600694,0.0002280545,1.0,0.3240603266666667,0.00011215166666666669
158,Reefer,1,10316,6,TAURANGA,59.25849537,0.0001682065,1.0,0.289785624,0.000108148
164,Container,0,52532,7,AUCKLAND,29.81538194,0.0003746702,0.9999778333333332,0.5177464049999999,0.00011850833333333333
166,Container,0,52532,7,AUCKLAND,45.43547454,0.0003583201,0.9999775,0.48482020666666664,0.00012188333333333335
167,Container,0,52532,7,AUCKLAND,36.04068287,0.0003462986,0.9999778333333332,0.4755335133333333,0.00011850833333333333
168,Container,0,52532,7,AUCKLAND,34.20704861,0.000362295,0.9999833333333332,0.4709529983333333,0.000126825
173,General Cargo,2,5642,5,AUCKLAND,22.39017361,0.0001582563,0.99978725,0.3411320625,0.00011601
175,General Cargo,1,5642,6,AUCKLAND,50.91547454,0.0001239126,0.9999040000000001,0.20367074000000002,0.000119286
176,General Cargo,1,5642,6,AUCKLAND,40.0387037,0.0001323884,0.9999040000000001,0.218488058,0.000119286
178,General Cargo,1,5642,5,AUCKLAND,40.98989583,0.0001134483,0.99988,0.23198733249999998,0.00012004999999999999
182,General Cargo,2,5642,7,AUCKLAND,29.0912963,0.0001769336,0.99992,0.2609786983333333,0.00011081666666666666
183,General Cargo,2,5642,7,AUCKLAND,27.72179398,0.0001855815,0.9999026666666667,0.27564756333333335,0.00011213
184,General Cargo,2,5642,7,AUCKLAND,13.82630787,0.0001992523,0.9998581666666667,0.29585718166666664,0.00011213
185,General Cargo,2,5642,7,AUCKLAND,20.16043981,0.0001949889,0.9999138333333334,0.2871282083333333,0.00011213
186,General Cargo,2,5642,7,AUCKLAND,41.93912037,0.0001768172,0.99992,0.26292268,0.00011151666666666666
188,Reefer,1,10432,6,TAURANGA,51.00590278,0.000202123,1.0,0.34228449,0.00011193
189,Reefer,1,10432,5,TAURANGA,53.12094907,0.0001699193,1.0,0.39266885,0.00010265
194,Reefer,4,10100,7,TAURANGA,57.96449074,0.0002386298,1.0,0.3112424833333334,0.0001228183333333333
195,Reefer,0,10100,6,AUCKLAND,23.64983796,0.0002365325,1.0,0.42421718,0.000114962
196,Reefer,0,10100,6,AUCKLAND,21.81305556,0.0002404414,1.0,0.430923384,0.000114962
197,Reefer,0,10100,7,AUCKLAND,49.028125,0.0002156013,1.0,0.31625928166666667,0.00011902500000000002
207,Bulker,0,55458,7,LYTTELTON,37.64819444,0.0002626689,1.0,0.41092621833333337,0.000103105
209,Container,1,110387,7,TAURANGA,39.8703588,0.0004039152,1.0,0.51921302,0.000128345
210,Container,1,110387,7,TAURANGA,54.17241898,0.0003935031,1.0,0.5031421583333334,0.00012998833333333334
213,Container,4,24830,6,AUCKLAND,59.58101852,0.0002202781,1.0,0.35288494200000003,0.00012566200000000002
216,RoRo,0,14348,7,AUCKLAND,27.03427083,0.0003443733,0.9999768333333333,0.4507650733333333,0.00012929333333333334
217,RoRo,0,14348,7,AUCKLAND,32.9797338,0.0003719477,0.9999623333333334,0.4858809633333334,0.00012958666666666667
218,RoRo,0,14348,7,AUCKLAND,19.24774306,0.000380998,0.9999768333333333,0.49788513,0.00012929333333333334
223,Container,0,23075,7,AUCKLAND,31.27075231,0.0002632369,0.9999833333333332,0.3454575916666667,0.0001246
230,General Cargo,0,51800,7,LYTTELTON,33.95513889,0.0003451452,1.0,0.5326586966666667,0.00010802
240,Tanker,0,11545,7,NEW PLYMOUTH,41.07488426,0.0002343027,0.9999718333333334,0.32998501666666663,0.00010117166666666665
242,Reefer,1,10338,5,TAURANGA,48.21020833,0.0001951758,1.0,0.41403443500000003,0.00012023
243,Reefer,1,10338,5,TAURANGA,22.36831019,0.0002146688,1.0,0.4294669875,0.0001234
245,General Cargo,1,10334,7,NELSON,53.42572917,0.0001988584,1.0,0.3297786833333333,0.00010344833333333334
248,Reefer,1,12912,7,TAURANGA,53.42506944,0.0002478191,1.0,0.356875925,0.00010926000000000001
249,Reefer,4,12912,5,TAURANGA,22.46570602,0.0002673154,1.0,0.5065127524999999,0.00013195
269,Container,1,110387,7,TAURANGA,47.84877315,0.0004267416,1.0,0.545590635,0.00012998833333333334
270,Container,1,110387,7,TAURANGA,50.80810185,0.0004246858,1.0,0.5429008533333334,0.00012998833333333334
271,Container,1,110387,7,TAURANGA,48.30747685,0.0004262014,1.0,0.544926035,0.00012998833333333334
272,Container,1,110387,7,TAURANGA,51.30892361,0.0004258873,1.0,0.5445197533333334,0.00012998833333333334
278,Reefer,0,10936,7,AUCKLAND,32.82804398,0.000273471,1.0,0.3900158116666666,0.00011902500000000002
284,RoRo,0,16669,7,AUCKLAND,20.69114583,0.0003847991,0.9999768333333333,0.53225424,0.00011821333333333335
285,RoRo,0,16669,6,AUCKLAND,23.41672454,0.0003457963,0.9999722,0.5448536519999999,0.000128762
287,RoRo,1,27100,7,AUCKLAND,36.07553241,0.0004768176,0.9999851666666667,0.58298045,0.00013756333333333334
288,RoRo,1,27100,7,AUCKLAND,55.69283565,0.0002756888,1.0,0.42835126166666665,0.00010470999999999999
290,Reefer,1,12906,6,GISBORNE,58.776875,0.000212523,1.0,0.339502106,0.00012132399999999999
292,RoRo,1,16747,7,AUCKLAND,42.81341435,0.0002674566,1.0,0.39663066666666663,0.00010897833333333333
294,General Cargo,4,10097,5,TAURANGA,47.43936343,0.0002061736,1.0,0.40003509000000004,0.00012916000000000002
295,General Cargo,1,10139,5,NELSON,41.47076389,0.0001617113,1.0,0.39731067,0.00010642
298,RoRo,4,16702,5,AUCKLAND,35.30099537,0.0002672188,0.99997775,0.5340000375,0.0001214625
300,RoRo,0,16702,7,AUCKLAND,28.46652778,0.000419728,0.9999851666666667,0.5350001400000001,0.000127615
301,RoRo,0,16702,7,AUCKLAND,36.39851852,0.0003814203,0.9999648333333333,0.5050761616666667,0.000125545
303,RoRo,0,14283,7,AUCKLAND,29.3912963,0.0003736668,0.9999941666666666,0.4715303433333333,0.00013224333333333336
305,RoRo,1,14283,7,AUCKLAND,37.32883102,0.000358673,1.0,0.4533552533333333,0.00013177833333333336
312,Container,1,8252,5,AUCKLAND,50.91981481,7.17323e-05,0.99991475,0.1483686975,0.00011921499999999999
313,Container,1,8252,5,AUCKLAND,42.28407407,7.95608e-05,0.99991475,0.1642588525,0.00012010499999999999
314,Container,1,8252,6,AUCKLAND,46.26016204,8.80112e-05,0.9999040000000001,0.146128934,0.000119286
315,Container,1,8252,5,AUCKLAND,42.17451389,7.71611e-05,0.99988,0.15888005,0.00012004999999999999
318,Container,1,8252,5,AUCKLAND,52.58403935,6.55737e-05,0.99988,0.13476272,0.00012004999999999999
319,Container,2,8252,7,AUCKLAND,18.7115162,0.0001494116,0.9999138333333334,0.22111274833333336,0.00011213
320,Container,2,8252,7,AUCKLAND,17.09052083,0.0001493796,0.9999138333333334,0.22103737999999998,0.00011213
321,Container,2,8252,7,AUCKLAND,15.36878472,0.0001506707,0.9999138333333334,0.22310813333333335,0.00011213
322,Container,2,8252,7,AUCKLAND,22.63719907,0.0001426852,0.9999138333333334,0.2108996333333333,0.00011213
324,Container,2,8252,7,AUCKLAND,16.93637731,0.0001504584,0.9999138333333334,0.22269033500000002,0.00011213
325,Container,2,8252,7,AUCKLAND,17.04777778,0.0001525151,0.9999138333333334,0.22578203666666666,0.00011213
326,Container,2,8252,7,AUCKLAND,17.59762731,0.0001514713,0.9999138333333334,0.22422304833333337,0.00011213
327,Container,2,8252,7,AUCKLAND,21.13649306,0.0001438696,0.9999138333333334,0.212721955,0.00011213
328,Container,2,8252,7,AUCKLAND,16.9424537,0.0001441361,0.9999545,0.21406657166666665,0.00011213
329,Container,2,8252,7,AUCKLAND,19.79511574,0.0001484593,0.9999138333333334,0.21966181833333331,0.00011213
331,Container,2,8252,7,AUCKLAND,17.80978009,0.0001503141,0.9999138333333334,0.22240533166666668,0.00011213
332,Container,2,8252,7,AUCKLAND,21.93729167,0.0001399443,0.9999138333333334,0.20615790333333336,0.00011213
333,Container,2,8252,7,AUCKLAND,22.90606481,0.0001457508,0.9999138333333334,0.21543205666666665,0.00011213
334,Container,2,8252,7,AUCKLAND,16.75798611,0.000146006,0.9999545,0.21684581166666664,0.00011213
335,Container,2,8252,7,AUCKLAND,22.83846065,0.0001441695,0.9999138333333334,0.21303168500000003,0.00011213
336,Container,2,8252,7,AUCKLAND,21.28881944,0.0001466517,0.9999138333333334,0.21701609166666666,0.00011213
337,Container,2,8252,6,AUCKLAND,16.8481713,0.0001228855,0.9999026000000001,0.221232914,0.000111354
339,General Cargo,2,20202,7,AUCKLAND,25.47800926,0.0003756579,0.9999188333333334,0.5587761083333334,0.00011207333333333334
340,General Cargo,2,20202,6,AUCKLAND,26.97771991,0.0003314834,0.9999708,0.592553666,0.000111286
341,General Cargo,2,20202,7,AUCKLAND,20.78011574,0.000401928,0.9999419999999999,0.58999113,0.00011201666666666665
342,General Cargo,2,20202,7,AUCKLAND,24.98943287,0.0003976777,0.9999188333333334,0.5865016833333333,0.00011207333333333334
343,General Cargo,2,20202,7,AUCKLAND,25.134375,0.0003959397,0.9999188333333334,0.5838699766666666,0.00011207333333333334
344,General Cargo,2,20202,7,AUCKLAND,20.21215278,0.0004178528,0.999942,0.61309624,0.00011201666666666665
345,General Cargo,2,20202,7,AUCKLAND,24.88875,0.0004010399,0.999942,0.5877840833333333,0.00011201666666666665
346,General Cargo,2,20202,7,AUCKLAND,20.37763889,0.0004125657,0.999942,0.6053794933333333,0.00011201666666666665
347,General Cargo,2,20202,7,AUCKLAND,22.71509259,0.0004025999,0.999942,0.5903646866666667,0.00011201666666666665
348,General Cargo,2,20202,7,AUCKLAND,20.37128472,0.0004129125,0.999942,0.6057325233333334,0.00011201666666666665
349,General Cargo,2,20202,7,AUCKLAND,23.68326389,0.0003826939,0.9999756666666667,0.5651318183333333,0.00011201666666666667
350,General Cargo,2,20202,7,AUCKLAND,24.88596065,0.0004008175,0.9999188333333334,0.5828826533333334,0.00011395666666666666
351,General Cargo,2,20202,7,AUCKLAND,25.18224537,0.0003991304,0.9998620000000001,0.5820208333333333,0.00011401333333333331
352,General Cargo,2,20202,6,AUCKLAND,18.70486111,0.0003661657,0.9999722,0.656383288,0.00011121799999999999
353,General Cargo,2,20202,7,AUCKLAND,23.05789352,0.0003984468,0.99992,0.5884469050000001,0.00011201666666666665
354,General Cargo,2,20202,7,AUCKLAND,24.94310185,0.0003771885,0.9998631666666667,0.5604592383333333,0.00011207333333333334
355,General Cargo,2,20202,5,AUCKLAND,16.77126157,0.0003063781,0.99991475,0.696007805,0.000110105
356,General Cargo,2,20202,7,AUCKLAND,19.52893519,0.0004065263,0.99992,0.6008445933333334,0.00011201666666666665
357,General Cargo,2,20202,7,AUCKLAND,24.04810185,0.0004093491,0.99992,0.6045647933333334,0.00011201666666666665
358,General Cargo,2,20202,7,AUCKLAND,21.88690972,0.0003882839,0.9999606666666666,0.57789404,0.00011201666666666667
359,General Cargo,2,20202,7,AUCKLAND,26.02017361,0.0004022994,0.99992,0.5937348616666668,0.00011201666666666665
360,General Cargo,2,20202,7,AUCKLAND,19.32512731,0.0004130494,0.99992,0.6101343183333333,0.00011201666666666665
361,General Cargo,2,20202,7,AUCKLAND,22.32784722,0.0004081355,0.9998631666666667,0.5959889616666666,0.00011395666666666666
362,General Cargo,2,20202,7,AUCKLAND,32.20416667,0.000337434,0.99992,0.5018479533333333,0.00011201666666666667
364,General Cargo,2,20202,7,AUCKLAND,24.05898148,0.0003898279,0.9998631666666667,0.5794068583333333,0.00011207333333333334
366,General Cargo,2,20202,7,AUCKLAND,21.9659838,0.000393591,0.99992,0.5814600483333333,0.00011201666666666665
367,General Cargo,2,20202,7,AUCKLAND,20.91,0.0004091466,0.99992,0.604607065,0.00011201666666666665
368,General Cargo,2,20202,7,AUCKLAND,24.68927083,0.0003978921,0.99992,0.5870374383333333,0.00011201666666666665
370,General Cargo,2,20202,6,AUCKLAND,25.13697917,0.0003691256,0.9999040000000001,0.647408988,0.000113546
371,General Cargo,2,20202,6,AUCKLAND,21.55436343,0.0003788405,0.9998357999999999,0.65418431,0.00011587400000000001
372,General Cargo,2,20202,7,AUCKLAND,22.23841435,0.000406114,0.9998631666666667,0.5928948316666667,0.00011395666666666666
375,General Cargo,2,8378,7,AUCKLAND,25.03549769,0.0002377228,0.9999431666666666,0.3588004500000001,0.00011007666666666666
376,General Cargo,2,8378,7,AUCKLAND,19.99414352,0.0002628238,0.9999150000000001,0.3871902633333333,0.00011207333333333334
377,General Cargo,2,8378,6,AUCKLAND,21.97642361,0.000208749,0.9999528,0.37647222999999996,0.000111286
378,General Cargo,2,8378,7,AUCKLAND,19.9903125,0.0002652745,0.9999381666666668,0.3884620383333333,0.00011201666666666665
379,General Cargo,2,8378,7,AUCKLAND,21.57824074,0.00025798,0.9999150000000001,0.3797590866666667,0.00011207333333333334
380,General Cargo,2,8378,7,AUCKLAND,20.61322917,0.0002672981,0.9999381666666668,0.39137619333333334,0.00011201666666666665
381,General Cargo,2,8378,7,AUCKLAND,19.50607639,0.0002676689,0.9999381666666668,0.3920914633333334,0.00011201666666666665
382,General Cargo,2,8378,7,AUCKLAND,17.1741088,0.0002689698,0.9999381666666668,0.3941614133333333,0.00011201666666666665
383,General Cargo,2,8378,7,AUCKLAND,18.39670139,0.0002677113,0.9999381666666668,0.392094125,0.00011201666666666665
384,General Cargo,2,8378,7,AUCKLAND,19.33835648,0.0002689088,0.9999381666666668,0.393835415,0.00011201666666666665
385,General Cargo,2,8378,7,AUCKLAND,17.83384259,0.0002709871,0.9999381666666668,0.39702080333333334,0.00011201666666666665
386,General Cargo,2,8378,7,AUCKLAND,15.79304398,0.0002713026,0.9999381666666668,0.3976882083333333,0.00011201666666666665
387,General Cargo,2,8378,7,AUCKLAND,20.22180556,0.0002546689,0.99992,0.37547552333333334,0.00011201666666666665
388,General Cargo,2,8378,7,AUCKLAND,19.58778935,0.0002622409,0.9999038333333333,0.382417145,0.00011395666666666666
389,General Cargo,2,8378,7,AUCKLAND,19.71262731,0.0002598085,0.9999038333333333,0.3788691733333333,0.00011395666666666666
390,General Cargo,2,8378,7,AUCKLAND,19.0774537,0.0002610211,0.9999038333333333,0.38070047166666665,0.00011395666666666666
391,General Cargo,2,8378,7,AUCKLAND,21.60609954,0.0002672439,0.9999188333333334,0.3882988133333333,0.00011395666666666666
392,General Cargo,2,8378,7,AUCKLAND,18.29059028,0.0002650057,0.9999038333333333,0.38655523166666667,0.00011395666666666666
393,General Cargo,2,8378,7,AUCKLAND,21.28896991,0.0002495481,0.999847,0.36509091499999996,0.00011401333333333331
394,General Cargo,2,8378,7,AUCKLAND,28.54945602,0.0002445091,0.9999038333333333,0.3562337433333333,0.00011395666666666666
395,General Cargo,2,8378,6,AUCKLAND,21.81219907,0.0002277812,0.9998357999999999,0.40047747200000006,0.00011361399999999999
396,General Cargo,2,8378,7,AUCKLAND,24.82878472,0.0002543892,0.9998631666666667,0.37084108833333335,0.00011395666666666666
397,General Cargo,2,8378,6,AUCKLAND,18.49585648,0.0002354269,0.9999040000000001,0.414539836,0.000113546
398,General Cargo,2,8378,7,AUCKLAND,22.9478588,0.000258604,0.9999038333333333,0.37730156666666675,0.00011395666666666666
399,General Cargo,2,8378,7,AUCKLAND,19.54306713,0.0002618772,0.99992,0.38604361833333334,0.00011201666666666665
400,General Cargo,2,8378,7,AUCKLAND,22.21914352,0.000264168,0.9999038333333333,0.38530357,0.00011395666666666666
401,General Cargo,2,8378,7,AUCKLAND,27.53775463,0.0002498013,0.9999038333333333,0.3639555933333334,0.00011395666666666666
402,General Cargo,2,8378,7,AUCKLAND,19.41091435,0.0002622697,0.9999038333333333,0.3824324833333333,0.00011395666666666666
403,General Cargo,2,8378,7,AUCKLAND,21.20780093,0.0002578101,0.9999038333333333,0.37590129499999997,0.00011395666666666666
404,General Cargo,2,8378,7,AUCKLAND,23.13865741,0.0002601298,0.9998631666666667,0.3793642216666666,0.00011395666666666666
405,General Cargo,2,8378,7,AUCKLAND,22.76752315,0.0002546678,0.9999038333333333,0.37120104000000004,0.00011395666666666666
406,General Cargo,2,8378,7,AUCKLAND,23.30929398,0.000258923,0.9998631666666667,0.37749344,0.00011395666666666666
407,General Cargo,2,8378,6,AUCKLAND,18.76631944,0.0002311491,0.9999040000000001,0.40692220399999995,0.000113546
408,General Cargo,2,8378,7,AUCKLAND,23.97841435,0.0002570377,0.9998631666666667,0.3747853033333333,0.00011395666666666666
412,General Cargo,3,9793,6,AUCKLAND,21.84984954,0.0002624554,0.9996296000000001,0.45263003399999996,0.00011600999999999998
413,General Cargo,4,9793,6,AUCKLAND,35.76230324,0.0002629295,0.9999394,0.448317428,0.000119198
414,General Cargo,3,9793,6,AUCKLAND,18.10550926,0.0002733938,0.9996296000000001,0.471501564,0.00011600999999999998
415,General Cargo,3,9793,6,AUCKLAND,18.32759259,0.0002719545,0.9996296000000001,0.469018508,0.00011600999999999998
416,General Cargo,3,9793,6,AUCKLAND,21.93049769,0.0002705167,0.9996296000000001,0.466534402,0.00011600999999999998
417,General Cargo,3,9793,6,AUCKLAND,16.94763889,0.0002748275,0.9996296000000001,0.47397462199999996,0.00011600999999999998
431,General Cargo,3,9793,6,AUCKLAND,20.68712963,0.0002632738,0.9996296000000001,0.454045188,0.00011600999999999998
432,General Cargo,3,9793,6,AUCKLAND,21.54797454,0.0002667516,0.9996296000000001,0.4600399759999999,0.00011600999999999998
433,General Cargo,3,9793,6,AUCKLAND,17.04775463,0.0002718605,0.9996296000000001,0.468857016,0.00011600999999999998
434,General Cargo,3,9793,5,AUCKLAND,18.63484954,0.0002346119,0.999552,0.50579995,0.00011601
438,General Cargo,1,39516,7,AUCKLAND,54.46429398,0.0003359325,1.0,0.49929503166666667,0.00010938333333333333
440,RoRo,1,38500,7,AUCKLAND,57.91446759,0.0002943716,1.0,0.4566978783333333,0.00010470999999999999
441,RoRo,1,38500,6,AUCKLAND,50.79826389,0.0002810297,1.0,0.5159558399999999,0.00010647
443,General Cargo,1,39516,7,AUCKLAND,45.90303241,0.0003773616,1.0,0.5480145783333333,0.00011222500000000002
445,General Cargo,1,10110,6,NELSON,50.80633102,0.00019315,1.0,0.391649588,0.00010138999999999999
446,General Cargo,1,10110,6,GISBORNE,53.02701389,0.0002359485,1.0,0.37541693800000003,0.000120404
448,Reefer,1,10318,6,TAURANGA,49.95672454,0.0002319684,1.0,0.37972569,0.000117902
450,Reefer,0,10318,6,AUCKLAND,41.53971065,0.0002138546,1.0,0.347839284,0.00012530200000000001
452,RoRo,1,27564,7,AUCKLAND,52.59380787,0.0003703495,0.9999996666666666,0.4737191166666667,0.00012828166666666667
453,RoRo,4,27564,5,AUCKLAND,57.29618056,0.0002797036,0.99997775,0.5171557450000001,0.0001372025
454,RoRo,1,27564,7,AUCKLAND,43.89688657,0.0003501678,1.0,0.509832815,0.00011222500000000002
456,Container,0,30420,7,AUCKLAND,33.8537037,0.0002753956,0.9999833333333332,0.3778871316666667,0.00011941833333333332
475,Container,0,62007,7,AUCKLAND,42.93829861,0.0003408288,0.9999941666666666,0.4468669433333334,0.00012700333333333334
476,Container,0,62007,7,AUCKLAND,27.57434028,0.0003931512,0.9999941666666666,0.5157498916666667,0.00012700333333333334
477,Container,0,62007,7,AUCKLAND,37.38361111,0.000333759,0.9999941666666666,0.43783143499999994,0.00012700333333333334
478,Container,0,62007,7,AUCKLAND,49.74561343,0.0002519701,0.9999941666666666,0.33082737,0.00012700333333333334
479,Container,4,62007,7,AUCKLAND,38.47357639,0.000325162,0.9999941666666666,0.4255991016666667,0.00012700333333333334
480,Container,0,62007,7,AUCKLAND,31.81391204,0.0003659915,0.9999941666666666,0.4809871616666666,0.00012700333333333334
484,Container,1,110387,7,TAURANGA,29.49674769,0.0004332189,1.0,0.5594835049999999,0.000128345
487,General Cargo,1,110387,7,TAURANGA,31.86116898,0.0004538253,1.0,0.5838830316666667,0.000128345
489,Container,1,110387,7,TAURANGA,51.0959375,0.0004192242,1.0,0.53595275,0.00012998833333333334
491,Reefer,0,9709,7,AUCKLAND,34.78545139,0.0002540125,1.0,0.35003820999999996,0.00012333333333333334
493,Reefer,0,9709,5,TAURANGA,23.79412037,0.0002092878,1.0,0.42556783249999997,0.00012364
494,Reefer,4,9709,7,AUCKLAND,51.26094907,0.0002484944,1.0,0.34070992666666666,0.00012333333333333334
498,Reefer,0,9709,7,TAURANGA,37.88709491,0.0002791853,1.0,0.36026073666666664,0.00012764166666666667
499,Reefer,0,9709,6,TAURANGA,20.2240625,0.0002687203,1.0,0.407342636,0.00013195
505,Reefer,1,9709,5,TAURANGA,52.36027778,0.0001391416,1.0,0.2752483925,0.00011911
508,Reefer,0,9709,7,TAURANGA,39.9841088,0.0002529924,1.0,0.33630164,0.00012333333333333334
510,Reefer,0,9709,7,AUCKLAND,34.76314815,0.0002511089,1.0,0.3464149033333333,0.00012333333333333334
513,RoRo,0,17686,7,AUCKLAND,19.24398148,0.0004187936,1.0,0.5290627616666667,0.00013195
514,RoRo,0,17686,7,AUCKLAND,20.89782407,0.0004200543,0.9999768333333333,0.5481746366666667,0.00012929333333333334
516,RoRo,1,20581,7,AUCKLAND,42.06474537,0.0004057864,0.9999768333333333,0.5407540366666667,0.00012347500000000003
517,RoRo,0,20581,7,AUCKLAND,20.72479167,0.0004388556,0.9999768333333333,0.5723809766666667,0.00012929333333333334
518,RoRo,0,20581,7,AUCKLAND,18.76987269,0.000447103,0.9999768333333333,0.5826988916666668,0.00012929333333333334
