voyage_id,vessel_type,cluster,dwt,n_ports,nz_dest_port,total_span_days,p_invasion,pa_mean,pi_mean,pe_mean
2943,Container,0,50595,7,AUCKLAND,45.31202546,0.000351441,0.9999615,0.47409394833333335,0.000122355
2944,Container,0,50595,7,AUCKLAND,34.96530093,0.000323892,0.9999778333333332,0.44553008,0.00011850833333333333
2948,Container,0,50604,7,AUCKLAND,23.77045139,0.0003543014,1.0,0.47457360666666665,0.00012459166666666668
2949,Container,0,50604,6,AUCKLAND,24.80008102,0.0002992353,1.0,0.48646484800000006,0.00012312
2950,Container,0,50604,7,AUCKLAND,24.73722222,0.0003533683,1.0,0.4736052933333333,0.00012459166666666668
2951,Container,0,50604,7,AUCKLAND,25.11560185,0.0003495019,1.0,0.46842838833333333,0.00012459166666666668
2952,Container,0,50604,7,AUCKLAND,27.03497685,0.0003434576,1.0,0.46033727499999993,0.00012459166666666668
2953,Container,0,50604,7,AUCKLAND,26.28876157,0.0003591409,1.0,0.4815506716666667,0.00012459166666666668
2954,Container,0,50604,7,AUCKLAND,31.03796296,0.0003507115,1.0,0.47072027,0.00012459166666666668
2955,Container,0,50604,6,AUCKLAND,25.79642361,0.0003018988,1.0,0.491446194,0.00012312
2962,Container,1,51807,6,TAURANGA,59.71006944,0.0002717383,0.9999928,0.4349922279999999,0.000121644
2963,Container,1,51807,6,TAURANGA,48.284375,0.000309908,0.9999928,0.476232038,0.000126494
2964,Container,1,51807,6,AUCKLAND,36.15114583,0.0002127732,1.0,0.402762958,0.000103816
2968,Container,1,51807,5,AUCKLAND,42.10739583,0.0001850321,1.0,0.4179225475,0.0001101675
2970,Container,0,51807,7,AUCKLAND,21.58452546,0.0003786157,1.0,0.4982456616666667,0.00012721166666666668
2971,Container,4,51807,7,AUCKLAND,48.66081019,0.0003504758,1.0,0.46273599333333326,0.00012721166666666668
2972,Container,0,51807,7,AUCKLAND,28.64900463,0.0003423387,1.0,0.45879147333333337,0.00012459166666666668
2973,Container,1,51807,6,AUCKLAND,39.08827546,0.0002297807,1.0,0.4259043460000001,0.00010754200000000001
2977,Container,1,51807,5,AUCKLAND,44.34253472,0.0001826613,1.0,0.41325370999999994,0.0001101675
2998,Container,0,51533,7,AUCKLAND,39.64700231,0.0003080041,0.9999778333333332,0.41648087,0.00012206166666666666
2999,Container,0,51533,7,AUCKLAND,45.52737269,0.0003401194,0.9999615,0.4597730166666667,0.00012217
3000,Container,0,51533,7,AUCKLAND,41.78851852,0.0003222857,0.9999778333333332,0.44362094,0.00011832333333333335
3001,Container,0,51533,6,AUCKLAND,33.55165509,0.0003218786,0.9999663999999999,0.5137705720000001,0.000124478
3007,Tanker,0,49999,7,TAURANGA,47.00324074,0.0002035311,1.0,0.29758113,0.00010987666666666667
3009,Bulker,4,32959,5,LYTTELTON,55.57233796,0.0002365091,1.0,0.4846638125,0.0001150075
3011,General Cargo,0,12672,7,AUCKLAND,25.82221065,0.0003340025,0.9999846666666667,0.4554930816666667,0.00011785166666666666
3014,Container,1,93591,7,TAURANGA,51.79457176,0.0003918732,1.0,0.500746105,0.00012998833333333334
3020,Bulker,4,28333,7,TAURANGA,50.4283912,0.0003527176,0.9999981666666667,0.434481905,0.00012514833333333332
3024,Container,1,51687,5,TAURANGA,57.32540509,0.0002253987,0.999991,0.41942336500000005,0.00013385749999999998
3025,Container,1,51687,6,TAURANGA,43.19145833,0.0003124264,0.9999928,0.481354988,0.000126494
3026,Container,1,51687,6,NAPIER,53.495,0.0002311438,0.9999962,0.368324638,0.00012484
3027,Container,1,51687,5,TAURANGA,58.78836806,0.0001887747,0.999991,0.35121484750000004,0.00013385749999999998
3028,Container,1,51687,5,AUCKLAND,36.44385417,0.0001823877,1.0,0.422219735,0.00010551000000000001
3030,Container,1,51687,5,AUCKLAND,50.6484375,0.0001871719,1.0,0.4222448675,0.0001101675
3034,Container,1,51687,5,AUCKLAND,45.66505787,0.000175732,1.0,0.3952634275,0.0001101675
3036,Container,1,51687,6,LYTTELTON,50.39127315,0.0002808117,0.9999758,0.45041388399999993,0.00012483999999999998
3037,Container,0,51687,7,AUCKLAND,23.87328704,0.0003696502,1.0,0.4956149433333334,0.00012459166666666668
3041,Container,0,51737,7,AUCKLAND,32.46207176,0.0003381013,0.9999941666666666,0.44344065666666665,0.00012700333333333334
3042,Container,0,51737,7,AUCKLAND,28.74990741,0.00037412,0.9999941666666666,0.4916033583333334,0.00012700333333333334
3043,Container,0,51737,7,AUCKLAND,32.55677083,0.0003451175,0.9999941666666666,0.45303273666666666,0.00012700333333333334
3044,Container,0,51737,7,AUCKLAND,27.31063657,0.0003683867,0.9999941666666666,0.4839048166666666,0.00012700333333333334
3045,Container,0,51737,7,AUCKLAND,29.02359954,0.0003586847,0.9999941666666666,0.4713568316666666,0.00012700333333333334
3046,Container,0,51737,7,AUCKLAND,27.80418981,0.0003657111,0.9999941666666666,0.4804829583333334,0.00012700333333333334
3047,Container,0,51737,7,AUCKLAND,31.92444444,0.00034996,0.9999941666666666,0.45918466666666663,0.00012700333333333334
3048,Container,0,51737,7,AUCKLAND,29.39517361,0.0003587791,0.9999941666666666,0.47117290333333334,0.00012700333333333334
3049,Container,0,51737,7,AUCKLAND,26.12923611,0.0003786826,0.9999941666666666,0.49728196,0.00012700333333333334
3050,Container,0,51737,7,AUCKLAND,29.1328588,0.0003648679,0.9999941666666666,0.47933059833333336,0.00012700333333333334
3051,Container,0,51737,7,AUCKLAND,33.5756713,0.0003406224,0.9999941666666666,0.4467385133333333,0.00012700333333333334
3052,Container,0,51737,7,AUCKLAND,32.88211806,0.0003464019,0.9999941666666666,0.45471503999999996,0.00012700333333333334
3053,Container,0,51737,7,AUCKLAND,26.58253472,0.0003797316,0.9999941666666666,0.49889455499999996,0.00012700333333333334
3054,Container,0,51737,7,AUCKLAND,28.97516204,0.0003634149,0.9999941666666666,0.47714316666666673,0.00012700333333333334
3055,Container,0,51737,7,AUCKLAND,24.68805556,0.0003812535,0.9999941666666666,0.5006731683333333,0.00012700333333333334
3056,Container,0,51737,7,AUCKLAND,29.40592593,0.0003569488,0.9999941666666666,0.4686568816666667,0.00012700333333333334
3057,Container,0,51737,6,AUCKLAND,28.95210648,0.0003087643,0.9999929999999999,0.489218064,0.000126014
3058,RoRo,1,27283,7,AUCKLAND,36.03260417,0.0003840475,1.0,0.5509131033333334,0.00011551833333333333
3059,RoRo,0,15154,5,AUCKLAND,23.58258102,0.000284284,1.0,0.5571724875,0.0001256375
3069,Bulker,4,32949,5,TAURANGA,47.48415509,0.0002735018,0.9999985,0.55400252,0.0001234725
3073,General Cargo,4,32975,7,TAURANGA,42.96366898,0.000378718,1.0,0.4784269466666667,0.00013195
3074,Bulker,4,32453,6,AUCKLAND,50.93063657,0.0002380196,1.0,0.360798694,0.00013195
3075,Bulker,4,32453,5,NAPIER,46.2322338,0.0002888378,0.9999945,0.6006625025,0.0001181825
3076,Bulker,4,32453,5,LYTTELTON,49.73083333,0.0001590898,1.0,0.41776820000000003,9.881e-05
3084,Container,1,50727,5,AUCKLAND,50.90118056,0.0001568202,1.0,0.3795539225,0.00010551
3086,Container,1,50727,6,TAURANGA,44.47677083,0.000294874,0.9999928,0.454780992,0.000126494
3087,Container,1,50727,6,AUCKLAND,28.70869213,0.000239528,1.0,0.45420239,0.000103816
3091,Container,1,50727,5,AUCKLAND,48.21670139,0.0001788664,1.0,0.4033459875,0.0001101675
3100,Container,1,50500,6,TAURANGA,56.20123843,0.0002897631,0.9999928,0.44362357799999996,0.000126494
3101,Container,1,50500,6,AUCKLAND,41.70952546,0.0002087325,1.0,0.39184081600000004,0.000103816
3103,Container,1,50500,5,AUCKLAND,31.50903935,0.0001962341,1.0,0.458469365,0.00010551000000000001
3106,Container,0,54405,7,NELSON,26.91488426,0.0003787822,0.9999729999999999,0.5481405966666667,0.00011286499999999998
3107,Container,0,54405,7,AUCKLAND,28.15395833,0.0003699763,0.9999778333333332,0.5110822083333333,0.00011850833333333333
3108,Container,0,54405,7,AUCKLAND,32.40672454,0.0003596954,0.9999778333333332,0.49649924166666665,0.00011832333333333335
3120,Bulker,4,31716,7,TAURANGA,42.23431713,0.0002634598,1.0,0.3970832733333333,0.00010854500000000003
3125,Container,1,47087,7,TAURANGA,27.36365741,0.0003275711,1.0,0.45173537999999996,0.00012078333333333333
3126,Container,0,47087,7,AUCKLAND,37.68,0.0003501254,0.9999775,0.4506105766666666,0.00012973833333333336
3129,General Cargo,0,18638,6,AUCKLAND,26.00966435,0.0003975835,0.9999752,0.622403252,0.00012579199999999998
3135,General Cargo,2,12927,7,AUCKLAND,43.70621528,0.0002742131,0.9999444999999999,0.4168399566666667,0.00010998999999999998
3140,General Cargo,2,12927,5,AUCKLAND,14.98871528,0.0002680738,0.9998294999999999,0.6084081400000001,0.00011019
3168,Bulker,4,33945,5,TAURANGA,57.68415509,0.0001990697,1.0,0.4416259425,0.0001140325
3169,Bulker,4,33945,6,TAURANGA,58.14612269,0.0003285925,0.9999914000000001,0.49316322400000007,0.00013102
3175,Bulker,4,58115,5,NELSON,50.09806713,0.0002082817,0.9999965,0.56546812,8.8095e-05
3185,Bulker,4,28306,7,AUCKLAND,50.60451389,0.0002901721,1.0,0.379190635,0.00011825000000000001
3191,Container,0,17842,7,TAURANGA,44.84377315,0.000184984,1.0,0.28789136666666665,0.00010885333333333333
3192,Container,3,17842,7,TAURANGA,21.65765046,0.0002243576,0.999996,0.34070546166666665,0.00010938
3193,Container,3,17842,7,TAURANGA,19.46292824,0.0002198909,0.999996,0.338542425,0.00010727666666666665
3194,Container,3,17842,7,TAURANGA,18.51444444,0.0002151454,0.999996,0.3316284866666666,0.00010727666666666665
3195,Container,3,17842,7,TAURANGA,18.91578704,0.0002246218,0.999996,0.34629134666666667,0.00010727666666666665
3196,Container,3,17842,7,TAURANGA,18.92445602,0.0002183918,0.999996,0.3368247233333333,0.00010727666666666665
3201,Container,0,53050,7,AUCKLAND,35.16444444,0.0003649734,0.999972,0.4931007033333334,0.000122355
3205,Bulker,3,57195,7,NELSON,30.51195602,0.0004046885,0.9999664999999999,0.5085232116666667,0.00012005499999999999
3207,Bulker,4,33344,5,TAURANGA,51.17813657,0.0001874581,1.0,0.423643855,0.00011063
3212,Bulker,4,31871,7,NEW PLYMOUTH,45.70998843,0.000258387,0.9999958333333333,0.3979695266666667,0.00011337666666666665
3213,Bulker,4,31871,5,NELSON,49.19833333,0.0002064887,0.9999965,0.47030873,0.000109405
3214,Bulker,4,31871,5,AUCKLAND,59.86784722,0.0002329179,0.99999125,0.4383265125,0.00013239
3218,Bulker,4,31877,5,TAURANGA,56.87261574,0.0002268619,0.9999972500000001,0.4442492525,0.00012453
3221,RoRo,0,18701,7,AUCKLAND,27.69604167,0.0004427836,0.9999793333333334,0.5555718516666667,0.00013146166666666665
3222,RoRo,0,18701,7,AUCKLAND,27.2587037,0.0004356646,0.9999851666666667,0.5563744533333334,0.000127615
3223,RoRo,0,18724,7,AUCKLAND,24.85476852,0.0004747293,0.9999793333333334,0.5954851583333333,0.00013146166666666665
3228,Tanker,0,12812,5,TAURANGA,24.62,0.0002742991,0.9999994999999999,0.522949385,0.0001280775
3229,Tanker,3,12812,6,NEW PLYMOUTH,42.71844907,0.0002430638,0.9999662,0.372538542,0.00012279400000000002
3231,Tanker,4,12798,7,NEW PLYMOUTH,46.74556713,0.0002445762,0.9999718333333334,0.34344819666666665,0.00010051499999999998
3235,Container,0,49842,7,AUCKLAND,27.64521991,0.0003398978,1.0,0.45558383166666666,0.00012459166666666668
3236,Container,0,49842,7,AUCKLAND,26.44920139,0.0003554792,1.0,0.476694565,0.00012459166666666668
3237,Container,0,49842,7,AUCKLAND,31.33126157,0.0003352858,1.0,0.449867215,0.00012459166666666668
3238,Container,0,49842,7,AUCKLAND,29.38871528,0.0003371266,1.0,0.4518683733333333,0.00012459166666666668
3245,Container,0,58350,7,AUCKLAND,42.71412037,0.000310774,0.9999941666666666,0.40782146833333327,0.00012700333333333334
3246,Container,0,58350,7,AUCKLAND,38.20460648,0.0003281051,0.9999941666666666,0.4304036033333334,0.00012700333333333334
3249,Container,1,59266,5,AUCKLAND,40.83361111,0.0001902555,1.0,0.437955345,0.00010551000000000001
3255,Container,1,59266,5,TAURANGA,57.88310185,0.0001801402,0.999991,0.35668022,0.0001231375
3256,Container,1,59266,7,TAURANGA,45.42334491,0.0003678212,0.999994,0.48065775499999996,0.00012469
3257,Container,1,59266,5,AUCKLAND,35.60409722,0.0001833791,1.0,0.4280981575,0.00010551000000000001
3259,Container,1,59266,7,TAURANGA,45.76810185,0.0003572766,0.999994,0.45948152666666675,0.00012723166666666667
3262,Container,1,59266,6,AUCKLAND,44.61273148,0.0002421621,1.0,0.44808614,0.00010754200000000001
3266,Container,1,59266,5,AUCKLAND,45.07467593,0.0001915703,1.0,0.4331850775,0.0001101675
3270,Container,1,59266,5,AUCKLAND,42.49458333,0.0001950119,1.0,0.44076229,0.0001101675
3274,Bulker,4,31807,6,NAPIER,54.0946875,0.0002416789,0.9999998,0.455441174,9.593799999999999e-05
3276,Bulker,4,31853,6,LYTTELTON,57.74021991,0.0001909484,1.0,0.42468796600000003,8.8878e-05
3277,Bulker,4,31853,5,NELSON,54.27478009,0.0001708081,1.0,0.5368561625,8.009e-05
3281,Bulker,4,31775,5,NAPIER,50.81372685,0.0002564939,0.99999975,0.5082755875,0.00011673249999999999
3282,Bulker,4,31775,6,GISBORNE,58.10790509,0.0002807666,0.9999978,0.446830424,0.000119718
3284,Container,0,52190,5,AUCKLAND,24.13269676,0.0002556197,0.99999125,0.5111146049999999,0.00012453
3285,Container,0,52190,7,AUCKLAND,29.30127315,0.0003665959,0.9999941666666666,0.48176316833333327,0.00012700333333333334
3286,Container,0,52190,7,AUCKLAND,25.13008102,0.0003814,0.9999941666666666,0.50082995,0.00012700333333333334
3288,Container,0,52190,7,AUCKLAND,25.87273148,0.000381223,0.9999941666666666,0.500829045,0.00012700333333333334
3289,Container,0,52190,7,AUCKLAND,35.65081019,0.0003557552,0.9999941666666666,0.46803241999999995,0.00012700333333333334
3290,Container,0,52190,7,AUCKLAND,28.16510417,0.0003652236,0.9999941666666666,0.47944395166666665,0.00012700333333333334
3292,General Cargo,0,52190,7,TAURANGA,28.0047338,0.0004659995,0.9999981666666667,0.61362382,0.00012700333333333334
3294,Container,0,52190,6,AUCKLAND,35.37469907,0.0002711897,0.9999929999999999,0.42919303200000003,0.000126014
3295,Container,0,52190,7,AUCKLAND,45.95318287,0.0002973214,0.9999941666666666,0.389535585,0.00012700333333333334
3296,Container,0,52190,7,AUCKLAND,29.9787037,0.0003549738,0.9999941666666666,0.46592572499999996,0.00012700333333333334
3297,Container,0,52190,7,AUCKLAND,30.24689815,0.0003501694,0.9999941666666666,0.45934925,0.00012700333333333334
3298,Container,0,52190,7,AUCKLAND,27.23767361,0.0003679606,0.9999941666666666,0.48309338500000004,0.00012700333333333334
3299,Container,0,52190,7,AUCKLAND,26.28334491,0.0003822689,0.9999941666666666,0.50200391,0.00012700333333333334
3300,Container,0,52190,7,AUCKLAND,30.94364583,0.0003577396,0.9999941666666666,0.4698735166666667,0.00012700333333333334
3301,Container,0,52190,7,AUCKLAND,28.77476852,0.0003503751,0.9999941666666666,0.4599494583333333,0.00012700333333333334
3302,Container,0,52190,7,AUCKLAND,29.51827546,0.0003601009,0.9999941666666666,0.4726002183333333,0.00012700333333333334
3303,Container,0,52190,7,AUCKLAND,27.65224537,0.0003648024,0.9999941666666666,0.47909077166666664,0.00012700333333333334
3304,Container,0,52190,7,AUCKLAND,29.10859954,0.0003685041,0.9999941666666666,0.48416296833333333,0.00012700333333333334
3305,Container,0,52190,7,AUCKLAND,26.96825231,0.0003719228,0.9999941666666666,0.48851893500000004,0.00012700333333333334
3306,Container,0,52190,7,AUCKLAND,26.37475694,0.000380388,0.9999941666666666,0.4997573233333333,0.00012700333333333334
3307,Container,0,52190,7,AUCKLAND,32.56074074,0.000367355,0.9999941666666666,0.48323498833333334,0.00012700333333333334
3308,Container,0,52190,7,AUCKLAND,29.07850694,0.0003616664,0.9999941666666666,0.474825375,0.00012700333333333334
3312,Bulker,3,33144,6,PORT CHALMERS,46.77421296,0.0001752444,1.0,0.439420098,8.9188e-05
3314,General Cargo,4,58018,5,WELLINGTON,54.91667824,0.000280402,0.9999795,0.6478458850000001,0.000101095
3317,General Cargo,0,12867,5,AUCKLAND,17.88134259,0.0002872929,0.99996525,0.5688258975,0.000127965
3318,RoRo,0,12867,7,AUCKLAND,37.31271991,0.0003366924,0.9999764999999999,0.4542464833333333,0.000123575
3321,RoRo,0,12867,7,AUCKLAND,20.72474537,0.0003176388,1.0,0.44155061333333334,0.00011533000000000001
3322,RoRo,0,12867,7,AUCKLAND,21.85708333,0.0003365587,0.9999768333333333,0.46447123,0.00011821333333333335
3323,RoRo,0,12867,7,AUCKLAND,35.51652778,0.0003173019,0.9997418333333333,0.42028834499999995,0.00012375333333333334
3324,RoRo,0,12867,7,AUCKLAND,25.81405093,0.0003153001,0.9999768333333333,0.43582873333333333,0.00011821333333333335
3325,RoRo,4,12867,7,AUCKLAND,48.51672454,0.0003018075,0.9999793333333332,0.38624732833333336,0.00012681833333333333
3326,RoRo,0,12867,7,AUCKLAND,23.5987037,0.0003418467,0.9999768333333333,0.45759720500000006,0.00012375333333333334
3327,RoRo,0,12867,7,AUCKLAND,27.11261574,0.0003188582,0.9999768333333333,0.4401506716666667,0.00011821333333333335
3329,General Cargo,0,18946,7,AUCKLAND,32.49796296,0.0004220591,0.9999793333333334,0.5284828083333334,0.00013146166666666665
3339,General Cargo,4,33843,6,TAURANGA,40.79084491,0.0003133212,0.9999998,0.535088562,0.00011467999999999999
3341,Bulker,4,31728,7,AUCKLAND,52.32646991,0.0002895516,0.9999768333333333,0.43435688666666666,0.00011343999999999998
3342,Bulker,4,31728,5,LYTTELTON,52.23561343,0.0001515078,1.0,0.4529804075,8.358499999999998e-05
3350,General Cargo,1,55807,5,TAURANGA,55.22556713,0.0003603406,0.999989,0.6779599625,0.000133225
3355,Bulker,4,35283,5,LYTTELTON,50.16016204,0.0001600868,1.0,0.47925002250000004,8.334999999999999e-05
3361,Bulker,0,35284,7,TAURANGA,33.94275463,0.0003578019,0.9999933333333333,0.486285195,0.00012676999999999998
3362,General Cargo,1,35212,6,AUCKLAND,53.38577546,0.0002554063,1.0,0.423797424,0.00012040799999999999
3363,Container,3,34067,7,AUCKLAND,30.21390046,0.0002871107,0.9999775,0.3963191033333333,0.00011783833333333333
3369,RoRo,1,31143,7,AUCKLAND,52.44399306,0.0003253652,1.0,0.48265018000000004,0.00010907333333333334
3370,RoRo,1,31143,7,AUCKLAND,47.25170139,0.000375779,1.0,0.5464746749999999,0.00011236666666666667
3374,RoRo,1,31143,7,AUCKLAND,47.05356481,0.0003697937,1.0,0.5382812666666666,0.00011236666666666667
3376,RoRo,1,31143,7,AUCKLAND,36.4222338,0.0004072856,1.0,0.5842038833333333,0.00011551833333333333
3377,RoRo,1,31143,7,AUCKLAND,48.95681713,0.000368155,1.0,0.5352349916666667,0.00011236666666666667
3379,RoRo,1,28837,7,AUCKLAND,48.42998843,0.000335882,1.0,0.505986275,0.00010786166666666666
3380,RoRo,1,28837,7,AUCKLAND,47.69427083,0.0003695888,1.0,0.5376423233333334,0.00011222500000000002
3381,RoRo,1,28837,7,AUCKLAND,44.38146991,0.0003595873,1.0,0.5237660183333332,0.00011222500000000002
3383,RoRo,1,28818,7,AUCKLAND,32.03456019,0.0003856814,1.0,0.548993475,0.00011714833333333334
3384,RoRo,1,28818,6,AUCKLAND,52.58765046,0.0002961957,1.0,0.518142806,0.000111706
3388,General Cargo,1,12094,7,LYTTELTON,55.66097222,0.0001970739,1.0,0.34589413333333335,9.97e-05
3402,General Cargo,4,33217,5,NELSON,29.66238426,0.0002782165,0.9999965,0.6597266375,0.000105415
3405,General Cargo,4,58110,5,WELLINGTON,51.46328704,0.0001674385,1.0,0.5288412299999999,7.916e-05
3409,General Cargo,4,10500,7,AUCKLAND,55.00356481,0.0002812237,0.9999941666666666,0.37286961333333335,0.00012396666666666665
3414,General Cargo,0,37154,5,NAPIER,30.40216435,0.0002787832,1.0,0.5979334575,0.00011732999999999999
3415,General Cargo,4,37154,6,TAURANGA,30.71583333,0.0003182192,1.0,0.571656556,0.000112006
3416,General Cargo,4,37154,5,TAURANGA,29.74586806,0.0002398445,1.0,0.60750131,9.871e-05
3417,General Cargo,4,37154,5,TAURANGA,34.86694444,0.0002511794,1.0,0.58978086,0.00010702
3418,General Cargo,4,37154,7,TAURANGA,36.75841435,0.0003454216,1.0,0.5224483866666666,0.00010979
3419,General Cargo,4,37154,7,TAURANGA,35.34326389,0.0003471847,1.0,0.524629035,0.00010979
3420,General Cargo,4,37154,5,TAURANGA,38.87804398,0.0002562594,1.0,0.60136711,0.00010702
3421,General Cargo,4,37154,7,TAURANGA,38.38108796,0.0003644336,1.0,0.5176745383333333,0.00011533000000000001
3422,General Cargo,0,37154,6,TAURANGA,30.20444444,0.0003313938,1.0,0.594195356,0.000112006
3426,RoRo,4,55868,6,NELSON,54.90017361,0.0003099351,0.9999986,0.529908302,0.00011126599999999999
3430,Bulker,4,56169,5,WELLINGTON,59.7133912,0.0001905656,0.9999985,0.5064404250000001,9.072249999999998e-05
3435,RoRo,1,43878,7,AUCKLAND,46.83559028,0.0003958514,1.0,0.5844203766666667,0.000111155
3438,RoRo,1,43878,5,AUCKLAND,28.7734838,0.0003102808,1.0,0.65611947,0.0001183125
3441,General Cargo,1,43878,7,AUCKLAND,54.72611111,0.0002798997,1.0,0.42963535166666666,0.00010480499999999998
3444,RoRo,1,43878,6,AUCKLAND,48.68728009,0.0003120558,1.0,0.548897562,0.000111706
3445,RoRo,1,43878,7,AUCKLAND,43.40368056,0.0004035597,1.0,0.5899133966666666,0.00011222500000000002
3448,RoRo,1,43878,7,AUCKLAND,43.72685185,0.0004155872,1.0,0.6066210833333333,0.00011236666666666667
3450,RoRo,3,43878,5,AUCKLAND,29.1127662,0.0003581166,0.999969,0.6668692475,0.000134555
3452,RoRo,0,14349,7,AUCKLAND,23.56958333,0.0003656245,0.9999768333333333,0.4781785383333333,0.00012929333333333334
3455,Bulker,4,28338,5,TAURANGA,45.74746528,0.0002602963,0.9999972500000001,0.5291370625,0.0001220075
3456,Bulker,4,28324,5,GISBORNE,59.58435185,0.0002075459,0.9999915,0.4589233925,0.00011111999999999999
3457,Bulker,4,28324,5,NAPIER,56.98641204,0.0001850162,0.999999,0.48471654750000004,9.709249999999999e-05
3458,Bulker,4,28291,5,AUCKLAND,39.25054398,0.000220684,1.0,0.501334285,0.000109775
3461,Bulker,0,28381,7,GISBORNE,35.04892361,0.0003604516,0.999998,0.47449693833333334,0.00012659166666666668
3462,Bulker,1,28381,5,NELSON,52.23197917,0.0002697539,0.99998275,0.6115449075,0.00010992
3463,Bulker,4,28381,5,GISBORNE,47.13420139,0.0002647185,0.99999775,0.4985839,0.00013239
3466,Container,3,23373,7,TAURANGA,18.11162037,0.0002532503,0.999996,0.3901333533333333,0.00010727666666666665
3472,Bulker,0,28343,7,AUCKLAND,48.48422454,0.0002800053,1.0,0.3831911433333333,0.00011489166666666665
3476,Bulker,4,58032,6,NELSON,54.1884375,0.0002243259,0.9999696,0.490515174,8.8436e-05
3481,Bulker,4,58110,5,NELSON,46.62361111,0.0001968719,0.9999965,0.52936519,8.955000000000001e-05
3485,Bulker,4,55408,6,NELSON,52.3130787,0.0002407359,0.9999864,0.446860096,9.773e-05
3487,Tanker,4,45318,5,NEW PLYMOUTH,53.98576389,0.0002074047,0.99999875,0.41802301249999996,0.00011420499999999998
3490,General Cargo,4,9032,5,PORT CHALMERS,49.6291088,0.0001534968,1.0,0.37920295,0.00010494999999999999
3491,General Cargo,3,9032,5,NEW PLYMOUTH,23.45934028,0.0002096463,0.99998875,0.4514257175,0.00011857
3495,Container,0,34409,6,LYTTELTON,31.20386574,0.0002373382,0.9999748,0.43485740800000006,0.00010722999999999997
3502,Container,1,105846,7,TAURANGA,50.26340278,0.0004210446,1.0,0.5381715466666667,0.00012998833333333334
3503,Container,1,105846,7,TAURANGA,28.44219907,0.0004372101,1.0,0.5645521566666667,0.000128345
3504,Container,1,105846,7,TAURANGA,49.80003472,0.0004215389,1.0,0.5389296383333334,0.00012998833333333334
3506,Container,1,99863,7,TAURANGA,52.43259259,0.0003894632,1.0,0.49783143999999996,0.00012998833333333334
3507,Container,1,99863,7,TAURANGA,28.52092593,0.0004325902,1.0,0.5585546299999999,0.000128345
3508,Container,1,99863,7,TAURANGA,50.35384259,0.0004125772,1.0,0.5274172383333333,0.00012998833333333334
3509,Container,1,99863,7,TAURANGA,32.69459491,0.0003961416,1.0,0.51161977,0.000128345
3510,Container,1,99863,7,TAURANGA,30.32134259,0.0004226902,1.0,0.5457289266666666,0.000128345
3512,Container,1,99778,6,TAURANGA,29.73967593,0.0003689804,1.0,0.566713692,0.000129596
3514,Container,1,99798,6,TAURANGA,31.2540162,0.0003530798,1.0,0.542259544,0.000129596
3516,General Cargo,4,38206,7,NAPIER,45.18225694,0.0003334171,1.0,0.47578878,0.00011599999999999999
3519,Bulker,3,32701,5,LYTTELTON,26.89695602,0.0003377145,0.9999735000000001,0.672285435,0.00011857
3523,General Cargo,4,40527,6,TAURANGA,48.61642361,0.0003847124,0.9999978,0.58078702,0.000132302
3524,General Cargo,3,40527,5,TAURANGA,39.33770833,0.0003243156,0.99999875,0.6340774725,0.000125465
3526,Bulker,3,36903,6,TAURANGA,38.63972222,0.0002705928,1.0,0.433729546,0.000127672
3533,General Cargo,1,10049,5,TAURANGA,46.25016204,0.0001797156,1.0,0.38141514249999997,0.0001184525
3564,RoRo,4,18529,7,AUCKLAND,49.6509375,0.0003854451,0.9999996666666666,0.501976635,0.00012376833333333333
3566,RoRo,0,18481,7,AUCKLAND,53.15883102,0.0003173406,0.9999941666666666,0.40880596166666666,0.00012424
3569,RoRo,3,18334,7,AUCKLAND,32.86118056,0.0004329513,0.9999793333333334,0.5333393733333334,0.00013634333333333333
3570,RoRo,1,18334,7,AUCKLAND,38.92309028,0.0003790107,1.0,0.49933416666666663,0.00012232333333333332
3576,RoRo,0,15154,7,AUCKLAND,42.89449074,0.0003433082,1.0,0.45058514000000005,0.00012353
3578,RoRo,0,15154,7,AUCKLAND,35.95042824,0.0003342661,1.0,0.4374969,0.00012441500000000003
3584,Bulker,4,32613,6,WELLINGTON,56.87634259,0.0002198676,1.0,0.422619274,0.000106504
3590,General Cargo,4,38173,5,TAURANGA,26.50482639,0.0003386268,1.0,0.641652555,0.00013195
3591,General Cargo,4,38173,5,NAPIER,30.29641204,0.0002504103,1.0,0.5942072075,0.00010536
3592,General Cargo,4,38191,6,AUCKLAND,57.77421296,0.000347323,1.0,0.507551484,0.00013513799999999998
3593,General Cargo,4,38191,7,LYTTELTON,58.83710648,0.000330309,0.99998,0.4829397983333334,0.000112395
3595,General Cargo,4,38191,7,TAURANGA,51.30520833,0.0004322268,0.9999941666666666,0.5470831133333334,0.00013170833333333334
3599,Bulker,4,28355,5,AUCKLAND,54.07732639,0.0002908621,1.0,0.5554696425000001,0.000124975
3602,RoRo,0,16384,7,AUCKLAND,34.01226852,0.0003924091,0.9999941666666666,0.5055672483333333,0.00012424
3606,Bulker,4,28344,6,NELSON,52.06546296,0.0002117327,0.9999996,0.42879727599999995,9.766200000000001e-05
3609,General Cargo,4,18276,5,LYTTELTON,35.64828704,0.0002397269,1.0,0.5404292575,0.0001094175
3624,Bulker,4,28386,5,NAPIER,57.744375,0.0001701739,1.0,0.4601583,9.819000000000001e-05
3626,Bulker,4,28386,5,GISBORNE,46.22790509,0.0002644809,1.0,0.502941745,0.0001316825
